absorbance_3.6_1,3.6_1,3.6_2,3.6_3,3.6_4,3.6_5,5.12_1,5.12_2,5.12_3,5.12_4,5.12_5,5.12_6
2706.603,0.03239025,0.05209231,0.03924505,0.04864273,0.06766565,0.05886932,0.04541029,0.00780823,0.07309439,0.05229098,0.03006665
2707.085,0.03248193,0.05202499,0.03933319,0.0487362,0.06763711,0.05880848,0.04540757,0.007847225,0.07308887,0.05236347,0.0301849
2707.567,0.03255619,0.0519428,0.03942811,0.04880686,0.0676284,0.05878253,0.04536705,0.007863008,0.07307506,0.05240819,0.03029126
2708.05,0.03261037,0.05186227,0.03952559,0.04884722,0.06764683,0.0588044,0.04530667,0.007858521,0.07305797,0.05242457,0.030369
2708.532,0.03264426,0.05180353,0.03961402,0.0488589,0.06769142,0.05887264,0.04525078,0.007845303,0.0730432,0.05242076,0.03041125
2709.014,0.03265938,0.05178398,0.03967667,0.04884942,0.06775535,0.0589726,0.04522174,0.0078363,0.07303441,0.05240872,0.03042124
2709.496,0.03265942,0.05181649,0.03969513,0.04882925,0.06782827,0.05908038,0.04523685,0.007839573,0.07303221,0.05239934,0.03041249
2709.978,0.03264961,0.05190318,0.03965601,0.04880628,0.0679014,0.05917288,0.04530171,0.007853817,0.07303523,0.05239676,0.03040205
2710.46,0.03263655,0.05203546,0.03955631,0.04878351,0.06796997,0.05923568,0.04540988,0.00786843,0.07304282,0.05239651,0.03040376
2710.942,0.03262674,0.05219404,0.03940548,0.04875851,0.06803361,0.0592669,0.04554331,0.007867889,0.0730572,0.0523876,0.03042368
2711.424,0.03262499,0.05235364,0.03922354,0.04872664,0.06809426,0.05927601,0.04567728,0.007840388,0.07308355,0.0523591,0.03045676
2711.906,0.03263331,0.05249024,0.03903623,0.04868417,0.06815358,0.05927798,0.04578767,0.007784427,0.07312838,0.05230666,0.03049008
2712.389,0.03265075,0.05258375,0.03886973,0.0486319,0.06820995,0.05928648,0.04585526,0.007711552,0.07319596,0.05223671,0.03050636
2712.871,0.03267401,0.05262545,0.03874364,0.04857647,0.06825871,0.05930805,0.04587239,0.007643504,0.0732849,0.05216624,0.03049243
2713.353,0.03270011,0.0526184,0.03866743,0.04852778,0.06829397,0.05934045,0.0458447,0.007603548,0.0733866,0.05211612,0.03044467
2713.835,0.03272754,0.05257717,0.03864171,0.04849653,0.06831045,0.05937546,0.04578979,0.007609427,0.07348626,0.0521052,0.03037108
2714.317,0.03275776,0.0525224,0.03865938,0.04848924,0.06830721,0.05940431,0.04573087,0.007664553,0.07356793,0.05214142,0.0302894
2714.799,0.0327949,0.05247476,0.03871053,0.04850581,0.06828672,0.05942116,0.04568972,0.00775791,0.07361977,0.05221888,0.03022123
2715.281,0.0328445,0.05245123,0.03878409,0.04853943,0.06825486,0.05942523,0.04568109,0.007866941,0.07363698,0.05231924,0.03018779
2715.763,0.03291082,0.05245928,0.03887098,0.04857981,0.06821624,0.05941898,0.04570656,0.007967737,0.07362327,0.05241908,0.03020051
2716.246,0.03299562,0.05249684,0.03896306,0.04861729,0.06817394,0.05940478,0.04575637,0.008042417,0.07358859,0.05249789,0.03026042
2716.728,0.03309726,0.05255323,0.03905172,0.04864578,0.06812698,0.0593834,0.04581157,0.008084279,0.07354543,0.05254382,0.03035653
2717.21,0.03321091,0.05261355,0.03912745,0.04866558,0.06807324,0.05935308,0.0458531,0.008098163,0.07350317,0.05255718,0.03047045
2717.692,0.0333297,0.05266143,0.03917955,0.04868189,0.06801187,0.05931186,0.04586709,0.008095413,0.07346684,0.05254807,0.03058048
2718.174,0.03344561,0.05268199,0.03919693,0.04870206,0.06794588,0.05926106,0.04585024,0.008087611,0.07343736,0.05253147,0.03066697
2718.656,0.03355158,0.05266554,0.03917186,0.04873119,0.06788395,0.05920712,0.04581037,0.00807954,0.07341413,0.05252039,0.03071836
2719.138,0.03364195,0.05260709,0.03910219,0.04876924,0.06783835,0.0591608,0.04576372,0.008068826,0.07339726,0.05252272,0.0307322
2719.62,0.03371294,0.05250782,0.03899383,0.04881019,0.06782223,0.05913333,0.04572971,0.008047303,0.07339007,0.05253915,0.03071661
2720.103,0.03376343,0.05237428,0.03885983,0.04884418,0.06784444,0.05913109,0.0457238,0.008007779,0.07339752,0.05256592,0.03068548
2720.584,0.03379367,0.05221868,0.03872017,0.04886024,0.06790634,0.05915204,0.04575348,0.00794835,0.07342499,0.05259766,0.03065602
2721.067,0.03380631,0.05205903,0.03859846,0.0488508,0.06800067,0.05918511,0.04581613,0.007876754,0.07347473,0.05263032,0.03064316
2721.549,0.03380449,0.05191441,0.03851521,0.04881454,0.06811377,0.0592152,0.04590034,0.007807578,0.0735449,0.05266299,0.03065472
2722.031,0.0337906,0.05180519,0.03848694,0.04875724,0.06822822,0.05922834,0.04598882,0.007759146,0.07362985,0.05269673,0.03068972
2722.513,0.03376549,0.05174815,0.03852049,0.04869071,0.0683281,0.05921879,0.04606352,0.007746334,0.07372234,0.05273277,0.0307396
2722.995,0.03372805,0.05175148,0.03861291,0.04862859,0.06840327,0.05919208,0.04611089,0.007775157,0.07381665,0.05277124,0.03079245
2723.477,0.033676,0.05181357,0.03875099,0.04858363,0.06845133,0.05916354,0.04612374,0.00784044,0.07390941,0.05280834,0.03083636
2723.959,0.03360749,0.05192228,0.0389144,0.04856323,0.06847785,0.05915251,0.04610301,0.00792731,0.07400019,0.05283815,0.03086537
2724.441,0.03352404,0.05205859,0.03908138,0.04856783,0.06849349,0.05917352,0.04605599,0.008016907,0.07408896,0.05285398,0.03088056
2724.924,0.03343138,0.05219917,0.03923096,0.04859033,0.06851166,0.05923204,0.04599479,0.008089989,0.07417397,0.05285005,0.03088924
2725.406,0.03333901,0.05232369,0.03934859,0.0486188,0.06854428,0.05932114,0.04593277,0.008133396,0.07425117,0.05282418,0.03090126
2725.888,0.03325682,0.05241964,0.03942818,0.04864004,0.06859738,0.05942535,0.04588074,0.008143499,0.07431488,0.05277894,0.03092335
2726.37,0.03319256,0.05248384,0.03947161,0.04864323,0.06867002,0.05952464,0.04584668,0.008125555,0.07435986,0.0527223,0.03095645
2726.852,0.03314807,0.05252247,0.03948697,0.04862352,0.0687537,0.05960313,0.04583484,0.00809342,0.07438467,0.05266564,0.03099423
2727.334,0.03311856,0.05254678,0.03948437,0.04858446,0.06883483,0.05965336,0.04584605,0.008064467,0.07439285,0.05262092,0.03102617
2727.816,0.03309479,0.05256944,0.03947389,0.04853696,0.06889795,0.05967743,0.04587959,0.00805747,0.07439298,0.05259815,0.03104096
2728.298,0.03306766,0.05259848,0.03946284,0.04849695,0.06893085,0.05968486,0.04593305,0.008086581,0.07439522,0.05260187,0.03103154
2728.781,0.0330328,0.05263525,0.03945553,0.04847944,0.06892897,0.05968769,0.04600316,0.008157934,0.074407,0.05262948,0.03099649
2729.263,0.03299308,0.05267407,0.03945448,0.04849593,0.06889657,0.05969677,0.04608403,0.008267399,0.07443027,0.05267072,0.03094042
2729.745,0.03295789,0.05270555,0.0394624,0.04854877,0.06884532,0.05971731,0.04616707,0.008401105,0.07445958,0.05271113,0.0308701
2730.227,0.03293812,0.05272048,0.03948246,0.04863095,0.06879014,0.05974815,0.04624128,0.008538304,0.07448472,0.05273597,0.03079119
2730.709,0.03294241,0.05271331,0.03951841,0.04872655,0.06874476,0.05978215,0.04629355,0.008655505,0.07449222,0.05273438,0.03070612
2731.191,0.03297118,0.05268511,0.03957203,0.04881534,0.0687154,0.05980974,0.04631365,0.008734928,0.07447182,0.05270387,0.0306144
2731.673,0.03301687,0.05264257,0.0396411,0.04887777,0.06869967,0.05982096,0.04629633,0.008769114,0.07441853,0.05265019,0.030515
2732.155,0.03306602,0.05259613,0.03971779,0.0488984,0.06868692,0.05980778,0.04624418,0.008763511,0.07433514,0.05258543,0.03040995
2732.637,0.03310589,0.0525558,0.03978955,0.04886993,0.06866387,0.0597673,0.04616764,0.008735251,0.07423112,0.05252225,0.03030613
2733.12,0.03312853,0.05252779,0.03984241,0.04879431,0.06861899,0.05970163,0.04608219,0.008706892,0.07412085,0.05247029,0.03021448
2733.602,0.03313359,0.05251301,0.03986416,0.04868121,0.06854656,0.05961914,0.04600385,0.008699951,0.0740217,0.05243199,0.03014691
2734.084,0.0331259,0.05250707,0.03984996,0.04854544,0.06844939,0.05953183,0.04594328,0.008725854,0.07394899,0.05240339,0.03011145
2734.566,0.0331123,0.05250299,0.03980308,0.04840419,0.06833646,0.0594541,0.04590269,0.008783032,0.07391404,0.05237725,0.03010857
2735.048,0.03309605,0.05249332,0.03973533,0.04827459,0.06821994,0.05939977,0.0458762,0.008857047,0.07392193,0.05234825,0.03013003
2735.53,0.03307519,0.05247297,0.03966166,0.04816947,0.06810966,0.05937732,0.0458531,0.008926918,0.07396944,0.05231715,0.03016258
2736.012,0.03304441,0.05244038,0.03959683,0.04809825,0.06801231,0.05938909,0.04582286,0.008971781,0.07404553,0.05229224,0.03019137
2736.494,0.03299932,0.05239682,0.03955097,0.04806434,0.06792985,0.05942995,0.04578044,0.008978384,0.07413277,0.05228638,0.03020613
2736.977,0.03294211,0.05234551,0.03952723,0.04806604,0.06786159,0.05948905,0.04572845,0.008946018,0.07421269,0.05231048,0.03020441
2737.459,0.03288334,0.05228986,0.03952353,0.04809766,0.06780636,0.05955147,0.04567624,0.008885425,0.07426873,0.05236884,0.03019255
2737.941,0.03284093,0.05223278,0.03953566,0.04815089,0.0677644,0.05960271,0.04563603,0.008815754,0.07429121,0.05245506,0.03018216
2738.423,0.03283209,0.05217794,0.03956139,0.04821796,0.06773683,0.05963161,0.0456165,0.00875595,0.07427962,0.0525537,0.03018536
2738.905,0.03286783,0.05212921,0.03960179,0.04829178,0.06772488,0.0596309,0.04562008,0.008720954,0.07424174,0.05264395,0.03021134
2739.387,0.03294638,0.05209282,0.03966126,0.04836785,0.06772725,0.05959844,0.04564111,0.008716962,0.0741898,0.05270801,0.03026288
2739.869,0.03305322,0.05207594,0.03974326,0.0484427,0.06774077,0.05953597,0.04566952,0.008741425,0.07413541,0.05273749,0.03033638
2740.351,0.0331641,0.05208574,0.03984686,0.04851333,0.06775998,0.05944888,0.04569401,0.008784963,0.07408635,0.0527354,0.03042332
2740.833,0.0332534,0.05212625,0.03996309,0.04857495,0.06778015,0.05934538,0.04570729,0.008835745,0.07404455,0.05271489,0.03051278
2741.316,0.03330289,0.05219637,0.04007629,0.04862171,0.06779939,0.05923574,0.0457087,0.008882945,0.07400756,0.05269221,0.03059545
2741.798,0.0333037,0.05228785,0.04016604,0.04864745,0.06782052,0.05913269,0.04570383,0.008918215,0.07397256,0.05268169,0.03066343
2742.28,0.0332578,0.05238682,0.04021423,0.04864937,0.06785,0.05904956,0.04570115,0.008936352,0.07393973,0.05268936,0.03071198
2742.762,0.03317477,0.05247737,0.0402115,0.04863011,0.06789427,0.05899732,0.04570808,0.00893504,0.07391369,0.05271193,0.03073978
2743.244,0.03306727,0.05254371,0.04015975,0.04860077,0.06795695,0.05898304,0.04572804,0.008913375,0.07390291,0.05273946,0.0307481
2743.726,0.03294808,0.0525763,0.0400728,0.04857844,0.06803543,0.05900667,0.04575895,0.008872434,0.07391494,0.0527613,0.03074108
2744.208,0.03282906,0.05257356,0.0399706,0.04858112,0.06812084,0.05906087,0.04579507,0.008814935,0.0739525,0.05277063,0.03072462
2744.69,0.03272358,0.05254271,0.03987568,0.04862343,0.06819888,0.05913116,0.04582904,0.008746115,0.07401045,0.0527674,0.03070659
2745.173,0.0326453,0.05249752,0.03980368,0.04870886,0.06825502,0.05920118,0.04585582,0.008673888,0.07407679,0.05275757,0.03069483
2745.655,0.03260725,0.05245416,0.03976129,0.04882843,0.06827916,0.05925688,0.04587369,0.008606968,0.07413652,0.05274937,0.03069592
2746.137,0.03261824,0.05242867,0.03974588,0.04896076,0.06826787,0.05928996,0.04588474,0.008553592,0.07417589,0.0527495,0.03071417
2746.619,0.03267673,0.05243157,0.03974891,0.04908096,0.06822589,0.05930164,0.04589346,0.008518279,0.07418882,0.05275976,0.0307508
2747.101,0.03276914,0.0524661,0.03976055,0.04916726,0.06816436,0.05930142,0.04590435,0.008499683,0.07417715,0.05277695,0.03080371
2747.583,0.03286998,0.05252781,0.03977386,0.04920869,0.06809758,0.05930522,0.04592005,0.008490234,0.07414979,0.05279547,0.03086823
2748.065,0.03295064,0.05260546,0.03978663,0.04920879,0.06803832,0.05932973,0.04594008,0.008477904,0.07411791,0.05281103,0.03093806
2748.547,0.03298773,0.05268342,0.03980036,0.04918322,0.06799569,0.05938757,0.04596121,0.00844953,0.07409105,0.05282285,0.03100588
2749.03,0.03297116,0.05274432,0.039817,0.04915362,0.0679732,0.05948337,0.04597775,0.008394567,0.07407388,0.05283501,0.03106391
2749.512,0.03290897,0.05277404,0.0398362,0.04913832,0.06796887,0.05961177,0.04598413,0.008309843,0.07406641,0.05285272,0.03110517
2749.994,0.03282406,0.05276449,0.03985273,0.04914457,0.06797687,0.05975765,0.04597592,0.008200966,0.07406547,0.05287977,0.03112436
2750.476,0.03274632,0.05271583,0.0398575,0.04916712,0.06798898,0.05989801,0.04595157,0.008082545,0.07406808,0.05291386,0.03111851
2750.958,0.03269991,0.05263671,0.0398407,0.04919047,0.06799801,0.06000914,0.04591268,0.007973157,0.0740729,0.05294668,0.03108833
2751.44,0.03269711,0.0525428,0.03979455,0.04919476,0.06799816,0.06007029,0.04586479,0.007892262,0.07408061,0.0529646,0.03103947
2751.922,0.0327347,0.05245373,0.03971691,0.04916454,0.06798773,0.06006929,0.04581517,0.007854629,0.07409178,0.05295394,0.03098062
2752.404,0.03279866,0.05238675,0.03961205,0.04909512,0.06796877,0.0600066,0.04577088,0.007865463,0.07410606,0.05290681,0.03092185
2752.886,0.03287054,0.05235473,0.03949035,0.04899422,0.06794734,0.05989597,0.04573679,0.007919854,0.07412019,0.05282395,0.03087273
2753.369,0.03293634,0.05236387,0.03936552,0.04887983,0.06793224,0.05976135,0.04571362,0.00800309,0.0741297,0.05271648,0.03083936
2753.851,0.03299123,0.05241313,0.03925068,0.04877259,0.06793195,0.05962994,0.04569842,0.008096717,0.07413168,0.05260007,0.0308226
2754.333,0.03303837,0.05249742,0.03915766,0.04869197,0.06795363,0.05952685,0.04568552,0.00818116,0.07412566,0.05249222,0.03081999
2754.815,0.03308458,0.05260984,0.03909469,0.04864924,0.06800011,0.05946745,0.04567046,0.008241715,0.07411624,0.05240488,0.03082711
2755.297,0.03313475,0.05274428,0.03906605,0.04864645,0.06806913,0.0594539,0.04565277,0.008272514,0.07410976,0.05234122,0.0308414
2755.779,0.03318893,0.0528945,0.03907295,0.04867762,0.06815346,0.05947592,0.04563854,0.008276194,0.07411266,0.05229664,0.0308639
2756.261,0.03324205,0.0530526,0.03911295,0.04873218,0.06824258,0.05951526,0.04563966,0.008263603,0.07412699,0.05226209,0.03089957
2756.743,0.03328784,0.05320752,0.03918046,0.04880001,0.06832574,0.05955468,0.04566884,0.008248803,0.07414892,0.05223023,0.03095594
2757.226,0.03332254,0.05334283,0.03926631,0.04887267,0.06839294,0.05958209,0.04573615,0.008247395,0.07416904,0.05219924,0.03103961
2757.708,0.03334755,0.05343936,0.03935846,0.04894524,0.06843793,0.0595968,0.04584351,0.008271497,0.07417531,0.05217611,0.03115237
2758.19,0.03336752,0.05348049,0.0394447,0.04901535,0.06845879,0.05960812,0.04598196,0.008327678,0.07415835,0.05217271,0.0312897
2758.672,0.03338773,0.05345653,0.03951399,0.04908178,0.06845719,0.05963174,0.04613276,0.008416753,0.07411364,0.05220281,0.03143953
2759.154,0.03340928,0.05337083,0.03956032,0.04914272,0.06843803,0.05968263,0.04627306,0.008533416,0.07404427,0.05227453,0.03158583
2759.636,0.03342695,0.05323918,0.03958429,0.04919506,0.06840768,0.05976809,0.04638221,0.008669112,0.07395916,0.05238678,0.03171166
2760.118,0.03343056,0.05308877,0.03959388,0.04923471,0.06837285,0.05988611,0.04644693,0.00881229,0.07387013,0.05252706,0.03180249
2760.6,0.03340998,0.05294783,0.03960157,0.04925824,0.06833985,0.06002449,0.04646509,0.008951994,0.07378834,0.05267498,0.03184986
2761.083,0.0333606,0.05283772,0.03962092,0.04926382,0.06831347,0.06016631,0.0464447,0.009079098,0.07372051,0.05280845,0.03185183
2761.564,0.03328695,0.052768,0.03966322,0.04925318,0.06829691,0.06029315,0.04640036,0.009187518,0.07366907,0.05290819,0.03181244
2762.047,0.03320241,0.05273306,0.0397335,0.0492305,0.06829185,0.06039112,0.04634774,0.009274554,0.07363209,0.05296421,0.03173979
2762.529,0.03312542,0.05271809,0.03982894,0.04920293,0.0682983,0.06045259,0.04629951,0.009341167,0.0736054,0.05297752,0.03164319
2763.011,0.03307384,0.05270495,0.03994001,0.04917849,0.06831548,0.06047484,0.04626431,0.009389598,0.07358464,0.05295869,0.03153315
2763.493,0.0330575,0.05268215,0.04005315,0.04916284,0.06834205,0.06045859,0.04624562,0.009422894,0.07356703,0.05292343,0.03141892
2763.975,0.03307682,0.05264858,0.04015366,0.04915909,0.06837588,0.0604061,0.04624543,0.009442328,0.07355282,0.05288803,0.03130903
2764.457,0.03312195,0.05261404,0.04022885,0.04916607,0.06841479,0.06032057,0.04626448,0.009447226,0.07354493,0.05286557,0.03121169
2764.939,0.03317847,0.05259248,0.04027039,0.04917904,0.06845567,0.06020666,0.0463034,0.009434635,0.07354854,0.05286164,0.03113426
2765.421,0.03323163,0.0525963,0.04027507,0.04919152,0.06849495,0.06007274,0.04636067,0.009401937,0.07356975,0.05287544,0.03108278
2765.904,0.03327081,0.05262909,0.04024415,0.04919789,0.06852865,0.05993159,0.04643113,0.009347627,0.07361382,0.05289964,0.03106201
2766.386,0.03329209,0.05268427,0.04018213,0.04919507,0.0685536,0.05979867,0.04650603,0.009274397,0.07368273,0.05292377,0.03107383
2766.868,0.03329752,0.05274627,0.04009615,0.04918464,0.06856789,0.05969005,0.04657292,0.009189369,0.07377326,0.0529371,0.0311162
2767.35,0.03329312,0.05279711,0.03999359,0.04917142,0.06857257,0.05961777,0.04661905,0.009104392,0.07387625,0.05293119,0.03118284
2767.832,0.03328573,0.05282421,0.03988165,0.04916166,0.06857049,0.05958626,0.04663645,0.009032177,0.07397907,0.05290325,0.03126401
2768.314,0.03328153,0.05282253,0.03976658,0.04916076,0.06856655,0.05959092,0.04662346,0.008984854,0.07406785,0.05285664,0.03134697
2768.796,0.03328472,0.05279619,0.03965383,0.04917112,0.06856453,0.05962016,0.04658659,0.008970634,0.07413274,0.05280087,0.03141802
2769.278,0.03329648,0.05275501,0.03954854,0.04919105,0.06856582,0.05966015,0.04653677,0.008991256,0.07417182,0.05274858,0.03146596
2769.76,0.03331593,0.05271037,0.03945681,0.04921604,0.06856829,0.05969777,0.04648715,0.009043035,0.07419201,0.05271275,0.03148333
2770.243,0.03334004,0.05267119,0.03938622,0.04924043,0.0685672,0.05972533,0.04644743,0.009118234,0.07420817,0.05270247,0.03146837
2770.725,0.03336472,0.05264196,0.03934527,0.04925975,0.06855766,0.05974128,0.04642073,0.009208409,0.0742356,0.05271921,0.03142428
2771.207,0.03338614,0.0526254,0.03934349,0.04927174,0.06853748,0.05974818,0.04640429,0.009305685,0.0742867,0.05275668,0.03135962
2771.689,0.03340199,0.05262335,0.03938773,0.04927633,0.06850971,0.05975022,0.04639104,0.009405265,0.07436394,0.05280242,0.03128482
2772.171,0.03341358,0.05263972,0.03947982,0.04927358,0.06848217,0.05974971,0.04637446,0.0095049,0.07445925,0.05284258,0.03121053
2772.653,0.03342556,0.05267968,0.03961397,0.04926294,0.06846555,0.05974672,0.04635119,0.009603215,0.07455523,0.05286586,0.03114667
2773.135,0.03344554,0.05274785,0.03977648,0.0492421,0.06846935,0.0597399,0.04632299,0.009698328,0.07463214,0.05286773,0.03110091
2773.617,0.03348059,0.05284458,0.03994788,0.04920796,0.06849714,0.05972909,0.04629606,0.009786038,0.07467461,0.05285118,0.03107941
2774.1,0.0335355,0.05296451,0.04010599,0.04915973,0.06854432,0.05971801,0.04627872,0.009859314,0.07467471,0.05282529,0.03108677
2774.582,0.03360886,0.05309585,0.04023165,0.04910167,0.06860007,0.05971492,0.04627809,0.009909953,0.07463429,0.05280033,0.03112558
2775.064,0.033694,0.05322419,0.04031356,0.04904479,0.06865096,0.05973069,0.04629752,0.009930888,0.07456233,0.05278434,0.03119617
2775.546,0.03377905,0.05333512,0.04034926,0.04900707,0.06868578,0.05977598,0.04633559,0.009918351,0.07447126,0.05278021,0.03129525
2776.028,0.03385197,0.05341934,0.04034496,0.04900908,0.06870133,0.05985581,0.04638682,0.009874293,0.0743722,0.0527867,0.03141536
2776.51,0.03390369,0.05347438,0.04031171,0.04906821,0.06870306,0.05996786,0.04644351,0.009806754,0.07427417,0.05280083,0.03154539
2776.992,0.03393069,0.0535042,0.0402619,0.04919389,0.06870393,0.06010071,0.04649711,0.009729216,0.07418425,0.05282109,0.03167111
2777.474,0.03393614,0.05351665,0.04020501,0.04938177,0.06871851,0.06023823,0.04654095,0.009657031,0.0741097,0.05285021,0.03177996
2777.957,0.03392821,0.05352028,0.04014643,0.04961417,0.06875676,0.0603637,0.04657055,0.009604471,0.07405994,0.05289423,0.03186171
2778.438,0.03391698,0.05352286,0.04008835,0.04986109,0.06882041,0.06046445,0.04658449,0.009581936,0.07404654,0.05296009,0.0319116
2778.921,0.03391121,0.05352987,0.04003219,0.05008918,0.06890192,0.06053614,0.04658445,0.009592848,0.07408019,0.05305099,0.03192974
2779.403,0.03391659,0.05354612,0.0399808,0.05026754,0.06898728,0.06058274,0.04657425,0.009634522,0.0741668,0.05316319,0.03192105
2779.885,0.03393488,0.05357614,0.03993989,0.05037471,0.06905999,0.06061449,0.04656025,0.009698335,0.07430412,0.05328552,0.03189274
2780.367,0.03396398,0.05362445,0.03991683,0.05040484,0.06910816,0.06064275,0.04654941,0.009773983,0.07448124,0.05340292,0.03185306
2780.849,0.03399982,0.05369521,0.03991893,0.05036734,0.06912547,0.06067571,0.0465483,0.009851156,0.07468008,0.05350075,0.0318106
2781.331,0.03403626,0.05378979,0.03995134,0.05028599,0.0691127,0.060716,0.04656251,0.00992283,0.0748792,0.05357042,0.0317748
2781.813,0.0340669,0.0539051,0.04001559,0.05019036,0.06907418,0.06075922,0.04659436,0.009986316,0.07506166,0.05361257,0.03175475
2782.295,0.03408495,0.05403309,0.04010985,0.05011164,0.06901535,0.06079686,0.04664404,0.01004362,0.07521628,0.05363688,0.0317596
2782.778,0.03408466,0.05416128,0.0402299,0.05007419,0.06893996,0.06081982,0.04670878,0.01009973,0.07534023,0.05365913,0.0317962
2783.26,0.03406353,0.05427668,0.04037115,0.05009051,0.06884961,0.06082304,0.04678432,0.01015998,0.07543638,0.05369419,0.03186647
2783.742,0.03402379,0.0543676,0.04052865,0.05015982,0.06874626,0.0608072,0.0468665,0.01022878,0.07551094,0.05375324,0.03196547
2784.224,0.03397407,0.05442614,0.04069683,0.0502688,0.06863528,0.06078035,0.04695133,0.01030768,0.07556951,0.05383947,0.03208099
2784.706,0.03392759,0.05445012,0.04086911,0.05039863,0.06852672,0.0607544,0.04703625,0.01039477,0.07561465,0.05394911,0.03219794
2785.188,0.03390164,0.05444166,0.04103642,0.05052871,0.06843673,0.06074397,0.04711911,0.01048538,0.0756465,0.05407221,0.03230096
2785.67,0.03391271,0.05440672,0.04118819,0.0506436,0.06838465,0.060761,0.04719761,0.01057338,0.07566413,0.05419595,0.03238064
2786.152,0.03397162,0.05435239,0.04131504,0.05073742,0.06838687,0.06081207,0.04726959,0.01065315,0.0756666,0.05430858,0.03243687
2786.635,0.03408109,0.05428787,0.04141084,0.05081331,0.06845374,0.0608971,0.04733251,0.01072109,0.07565551,0.05439967,0.03247856
2787.117,0.03423412,0.0542229,0.04147662,0.05088053,0.06858458,0.06100982,0.04738463,0.01077742,0.07563454,0.05446234,0.0325197
2787.599,0.03441563,0.05416795,0.04152011,0.05094904,0.06876775,0.06113978,0.04742531,0.01082614,0.0756089,0.05449504,0.03257239
2788.081,0.03460475,0.05413359,0.04155527,0.05102489,0.06898156,0.06127376,0.04745625,0.01087497,0.07558513,0.05450142,0.03264267
2788.563,0.03478006,0.05412884,0.04159705,0.05110613,0.06920037,0.06139986,0.04748121,0.0109331,0.07557016,0.05449168,0.03272615
2789.045,0.0349243,0.0541587,0.04165733,0.05118425,0.06940142,0.06150953,0.04750514,0.01100819,0.07557014,0.05448099,0.03281125
2789.527,0.03502531,0.05422264,0.04174123,0.0512463,0.06956752,0.06159812,0.04753301,0.01110452,0.07559105,0.05448877,0.03288197
2790.009,0.03507938,0.05431386,0.04184612,0.05128155,0.069692,0.06166615,0.04756869,0.01121985,0.07563698,0.0545324,0.03292668
2790.491,0.03509013,0.05442109,0.04196306,0.05128636,0.06977814,0.0617186,0.04761328,0.01134566,0.07570965,0.05462299,0.03294234
2790.974,0.03506771,0.05452912,0.04207987,0.05126641,0.06983641,0.06176398,0.04766515,0.01146718,0.07580663,0.05476179,0.03293705
2791.456,0.03502665,0.05462478,0.04218489,0.05123596,0.0698791,0.06181262,0.0477201,0.01156847,0.07592221,0.05493822,0.0329271
2791.938,0.03498252,0.05469836,0.04226986,0.05121423,0.06991644,0.06187432,0.04777256,0.01163608,0.07604703,0.05513272,0.03293153
2792.42,0.03495044,0.05474515,0.04233008,0.05121971,0.06995336,0.06195633,0.04781663,0.01166243,0.07616984,0.05532017,0.03296602
2792.902,0.03494192,0.05476635,0.042364,0.05126431,0.06998925,0.06206154,0.04784822,0.01164896,0.07628084,0.05547815,0.03303771
2793.384,0.03496273,0.05476725,0.04237254,0.0513505,0.07001936,0.06218715,0.04786555,0.0116049,0.07637258,0.05559189,0.03314292
2793.866,0.0350129,0.054756,0.04235793,0.05147047,0.07003868,0.06232503,0.04787055,0.01154606,0.07644121,0.05565514,0.03326831
2794.348,0.03508706,0.05474146,0.04232419,0.05160993,0.07004629,0.06246389,0.04786848,0.01148795,0.07648607,0.05567091,0.0333964
2794.831,0.03517565,0.05473194,0.04227782,0.05175085,0.07004683,0.06259234,0.04786737,0.01144333,0.07650927,0.05564759,0.03350918
2795.313,0.0352666,0.05473498,0.04222846,0.05187534,0.07005093,0.06270138,0.04787637,0.01141908,0.07651424,0.05559624,0.03359317
2795.795,0.03534893,0.05475673,0.04218708,0.0519707,0.07007109,0.06278837,0.04790342,0.01141563,0.076506,0.05552723,0.03364274
2796.277,0.03541384,0.05480189,0.04216465,0.05202973,0.07011829,0.0628569,0.04795318,0.01142983,0.07649221,0.05545017,0.03366109
2796.759,0.03545619,0.05487385,0.04217046,0.05205173,0.07019786,0.06291699,0.04802529,0.01145711,0.07648417,0.05537545,0.03365856
2797.241,0.03547648,0.054974,0.04220862,0.05204127,0.07030697,0.06297984,0.04811483,0.01149579,0.07649625,0.05531351,0.03364931
2797.723,0.03548067,0.05510237,0.04227918,0.05200787,0.07043615,0.06305555,0.0482126,0.01154733,0.07654449,0.05527549,0.03364792
2798.205,0.03548127,0.05525624,0.04237809,0.05196301,0.07057206,0.06314919,0.04830858,0.01161618,0.07664311,0.05527062,0.03366476
2798.688,0.03549443,0.05543125,0.04249968,0.05191771,0.07070235,0.0632586,0.04839456,0.01170772,0.07679899,0.05530244,0.03370247
2799.17,0.03553922,0.05562012,0.04263791,0.05188204,0.0708189,0.06337478,0.04846611,0.0118255,0.07700869,0.05536684,0.0337554
2799.652,0.03563312,0.05581389,0.04278662,0.05186293,0.0709189,0.06348509,0.04852425,0.01196981,0.07725735,0.05545236,0.03381155
2800.134,0.03578606,0.05600289,0.04293989,0.0518639,0.07100392,0.06357789,0.04857337,0.01213654,0.07752156,0.05554317,0.03385841
2800.616,0.03599747,0.05617831,0.04309054,0.05188652,0.07107768,0.06364559,0.04862045,0.01231792,0.07777394,0.05562433,0.03388795
