absorbance_5.11_1A (2),5.11_1A (2),5.11_1A,5.11_2A (2),5.11_2A,5.11_3A (2),5.11_3A,5.11_4A (2),5.11_4A
2551.362,0.01942982,0.02565381,0.1000086,0.05323644,0.02447763,0.05244885,0.0529864,0.01233409
2551.844,0.01929977,0.02579693,0.100207,0.05332749,0.02425011,0.05251263,0.05288304,0.01206169
2552.326,0.01914129,0.02592505,0.1003067,0.05347852,0.02403414,0.05256983,0.05280425,0.01183805
2552.808,0.01897185,0.02603195,0.1003009,0.05367505,0.02388333,0.05262125,0.05275813,0.01168429
2553.29,0.01880763,0.0261145,0.1002018,0.0538911,0.02383281,0.05268106,0.05274878,0.01161491
2553.772,0.0186615,0.02617016,0.1000365,0.05408871,0.02389351,0.05276949,0.05277491,0.01163525
2554.254,0.01853664,0.02619569,0.09983686,0.05422669,0.02404556,0.05290001,0.0528293,0.01173742
2554.736,0.01842783,0.02618871,0.09963202,0.05427092,0.02424803,0.05306906,0.05290173,0.01190104
2555.219,0.01832404,0.02614874,0.09944715,0.05420082,0.02444494,0.053254,0.05298037,0.01209319
2555.701,0.01821409,0.02608031,0.0993005,0.05401752,0.02458286,0.05341925,0.05305781,0.01227613
2556.183,0.01809384,0.02599274,0.09920307,0.05374316,0.02462506,0.05353244,0.05313205,0.01241638
2556.665,0.01796844,0.02589997,0.09916084,0.05341955,0.02455449,0.05357441,0.0532077,0.01249038
2557.147,0.01785186,0.02581641,0.09917392,0.05309667,0.02437736,0.05355003,0.05329332,0.0124933
2557.629,0.0177615,0.02575334,0.0992369,0.0528199,0.02411634,0.05348432,0.05339767,0.01243887
2558.111,0.01771226,0.02571755,0.0993394,0.05262443,0.02380618,0.05341412,0.0535254,0.01235746
2558.593,0.01771036,0.02570986,0.09946769,0.05252552,0.02348452,0.05336996,0.05367319,0.01228493
2559.075,0.01775114,0.02572696,0.09960759,0.05251881,0.02318639,0.05336529,0.05382859,0.01225147
2559.558,0.01782023,0.02576271,0.0997451,0.05258263,0.02294564,0.05339161,0.05397065,0.01227416
2560.04,0.01789944,0.02581027,0.09986912,0.05268627,0.0227899,0.05342463,0.05407486,0.01235027
2560.522,0.0179726,0.02586248,0.09997118,0.05279678,0.02273906,0.05343575,0.054119,0.01246063
2561.004,0.01802861,0.02591065,0.1000443,0.05288486,0.02280227,0.05340312,0.0540882,0.01257566
2561.486,0.01806383,0.02594567,0.1000832,0.05293069,0.02297386,0.05332176,0.0539806,0.01266851
2561.968,0.01808029,0.02595882,0.1000838,0.05292604,0.02323042,0.05320309,0.05380831,0.01272338
2562.45,0.0180831,0.02594355,0.1000453,0.05287398,0.02353138,0.05306941,0.05359666,0.01274011
2562.932,0.01807762,0.02589847,0.09997126,0.0527877,0.02382758,0.05294329,0.05337666,0.01273286
2563.415,0.01806989,0.02582907,0.09987062,0.05268802,0.02406911,0.05284185,0.05317914,0.0127234
2563.897,0.01806714,0.02574786,0.099757,0.05260105,0.02421437,0.05277406,0.05302849,0.01273349
2564.379,0.01807766,0.02566933,0.09964485,0.05255054,0.02424195,0.05274177,0.05293474,0.01277503
2564.861,0.01811225,0.02560769,0.09954657,0.05255507,0.02415108,0.05274373,0.05289575,0.01284797
2565.343,0.01818091,0.02557179,0.09946983,0.05262268,0.02396104,0.05277831,0.05289702,0.01294004
2565.825,0.01828896,0.02556326,0.09941699,0.05274849,0.02370205,0.05284318,0.05292042,0.01303272
2566.307,0.01843396,0.02557725,0.09938623,0.05291529,0.02341065,0.05293258,0.05294751,0.01310523
2566.789,0.01860366,0.02560556,0.09937545,0.05309744,0.02312323,0.05303448,0.05296607,0.01314089
2567.271,0.01877892,0.02564074,0.09938386,0.05326945,0.02286973,0.05313118,0.05297175,0.01313055
2567.754,0.01893688,0.02567828,0.09941231,0.05341062,0.02267556,0.0532031,0.05296639,0.01307365
2568.236,0.01905781,0.02571814,0.09946141,0.0535112,0.02255989,0.05323553,0.05295602,0.0129779
2568.718,0.01913028,0.02576271,0.09952861,0.0535731,0.02253258,0.05322601,0.05294663,0.01285704
2569.2,0.01915306,0.02581655,0.09960639,0.05360715,0.02259432,0.05318575,0.05294255,0.01273042
2569.682,0.01913371,0.0258832,0.09968346,0.05362733,0.02273365,0.05313804,0.05294652,0.01261858
2570.164,0.01908381,0.02596569,0.09974983,0.05364423,0.02293002,0.05310775,0.05296018,0.01253845
2570.646,0.01901578,0.0260656,0.09980075,0.05366252,0.02315574,0.05311577,0.05298614,0.01250158
2571.128,0.01893856,0.02618273,0.099841,0.05368045,0.02338494,0.0531708,0.05302734,0.01250851
2571.611,0.01885695,0.02631404,0.09988387,0.05369359,0.02360134,0.05326837,0.05308722,0.01254951
2572.093,0.01877355,0.0264507,0.09994648,0.05369946,0.02380115,0.05339494,0.05316768,0.01260537
2572.575,0.01869094,0.0265769,0.1000409,0.05370134,0.02399242,0.0535339,0.05326753,0.01265366
2573.057,0.01861304,0.02667066,0.1001665,0.05370877,0.02418772,0.05367161,0.05338325,0.01267681
2573.539,0.01854591,0.02670583,0.1003074,0.05373559,0.02439502,0.05379762,0.05350949,0.01266607
2574.021,0.01849498,0.02666024,0.100436,0.05379421,0.02460936,0.05390442,0.05364151,0.01262592
2574.503,0.01846303,0.02652224,0.1005238,0.05389025,0.02481167,0.05398345,0.05377605,0.01257155
2574.985,0.01844866,0.02629685,0.1005496,0.05401981,0.02497167,0.05402432,0.0539108,0.01252469
2575.468,0.01844652,0.0260065,0.1005094,0.05416917,0.02506068,0.05401701,0.05404267,0.01250491
2575.95,0.01845049,0.02568645,0.1004167,0.05431854,0.02506181,0.05395655,0.05416502,0.0125227
2576.432,0.01845647,0.0253793,0.1002963,0.05444542,0.02497702,0.05384884,0.05426515,0.01257678
2576.914,0.01846674,0.0251216,0.100173,0.05453122,0.02482669,0.05371058,0.05432583,0.01265394
2577.396,0.01848907,0.02493766,0.1000621,0.05456392,0.02464327,0.05356631,0.05432958,0.01273368
2577.878,0.01853521,0.0248364,0.09996535,0.05453928,0.02446278,0.05344032,0.05426199,0.01279262
2578.36,0.01861425,0.02481136,0.09987351,0.05446074,0.0243123,0.05334638,0.05411988,0.0128131
2578.842,0.01872713,0.02484564,0.09977549,0.0543379,0.02420771,0.05328215,0.05391221,0.01278585
2579.324,0.01886251,0.02491698,0.09966774,0.05418508,0.0241543,0.0532304,0.05366131,0.01271278
2579.807,0.01899822,0.02500489,0.09956092,0.05401807,0.02415067,0.05316932,0.05339528,0.01260634
2580.289,0.01910542,0.02509318,0.09947832,0.05385305,0.02419392,0.05308221,0.05314435,0.01248718
2580.771,0.01915755,0.02517178,0.09944917,0.05370383,0.02428206,0.05296933,0.05293458,0.01238127
2581.253,0.01914131,0.02523816,0.09949417,0.05357931,0.02441273,0.05285002,0.0527822,0.01231157
2581.735,0.01906172,0.02529566,0.09961909,0.05348243,0.02457929,0.05275878,0.05269534,0.01229659
2582.217,0.01894469,0.02535222,0.09980876,0.05341117,0.02476741,0.05273265,0.05267423,0.01234382
2582.699,0.01882753,0.0254162,0.1000338,0.05336045,0.02495714,0.05279559,0.05271459,0.01244839
2583.181,0.01875159,0.02549322,0.1002569,0.0533259,0.02512441,0.05295009,0.05280806,0.01259323
2583.664,0.01874706,0.0255811,0.1004466,0.05330798,0.0252489,0.05317363,0.05294258,0.01275234
2584.146,0.01882296,0.02566962,0.100585,0.05331325,0.02532164,0.05342828,0.05310371,0.01289975
2584.628,0.01896455,0.02573968,0.10067,0.0533535,0.02534603,0.053668,0.05327269,0.01301253
2585.11,0.01913719,0.02577043,0.1007117,0.05344039,0.02533709,0.05385341,0.05343011,0.01307707
2585.592,0.01930173,0.02574796,0.1007246,0.05357869,0.02531371,0.05396289,0.05356088,0.01309187
2586.074,0.0194227,0.02567127,0.1007231,0.05376074,0.02529396,0.05399191,0.05365624,0.01306465
2586.556,0.0194838,0.02555677,0.1007166,0.05396395,0.02528775,0.05395393,0.05371816,0.0130096
2587.038,0.01948976,0.0254324,0.1007093,0.05415649,0.02529556,0.05387173,0.05375829,0.01294173
2587.521,0.01946395,0.02533153,0.1007027,0.05430218,0.02531036,0.0537747,0.05379443,0.01287511
2588.002,0.01943707,0.02527829,0.1006969,0.05437372,0.02532236,0.05368946,0.05384305,0.01282038
2588.485,0.01943318,0.02527874,0.1006913,0.05436219,0.02532329,0.0536362,0.05391322,0.01278446
2588.967,0.01946216,0.02531887,0.1006828,0.05427954,0.02530815,0.05362633,0.0540034,0.01277196
2589.449,0.01951485,0.02537075,0.1006645,0.05415709,0.02527732,0.0536583,0.05410198,0.01278356
2589.931,0.0195695,0.02540614,0.1006263,0.05403409,0.02523581,0.05371886,0.05419388,0.01281596
2590.413,0.01959953,0.02540765,0.1005555,0.05394957,0.02519271,0.05378283,0.05426414,0.01285993
2590.895,0.01958729,0.02537926,0.1004438,0.05392832,0.02516055,0.05382155,0.05430612,0.01290142
2591.377,0.01953145,0.0253436,0.1002913,0.05397521,0.02515372,0.05381048,0.05432244,0.01292461
2591.859,0.01944862,0.0253352,0.1001105,0.05407584,0.02518765,0.05373736,0.05432352,0.01291607
2592.342,0.01936761,0.02538277,0.09992361,0.05420347,0.02527356,0.05360807,0.05432257,0.01287142
2592.824,0.01931941,0.02549788,0.09975852,0.05432781,0.02541387,0.05344655,0.05433066,0.01279809
2593.306,0.01932899,0.02566866,0.09964141,0.0544227,0.02559797,0.05328951,0.05435451,0.01271538
2593.788,0.0194051,0.02586393,0.09958772,0.05447309,0.0258024,0.05317284,0.05439528,0.01264768
2594.27,0.0195397,0.02604379,0.09959855,0.05447517,0.02599346,0.05312251,0.05445166,0.01261714
2594.752,0.0197094,0.02617164,0.09965952,0.0544336,0.026134,0.05314759,0.05452246,0.01263587
2595.234,0.01988457,0.02622829,0.09974656,0.0543572,0.02619525,0.05323886,0.05460814,0.01270001
2595.716,0.02003462,0.02621461,0.09983075,0.05425645,0.0261633,0.05337587,0.05471011,0.01279177
2596.198,0.02013531,0.02614988,0.09988637,0.05414297,0.02604236,0.05353457,0.05482708,0.01288451
2596.681,0.02017425,0.026062,0.0998985,0.05402966,0.02585276,0.05369744,0.05495188,0.01295526
2597.163,0.02015018,0.02598103,0.0998646,0.05393294,0.0256258,0.05385564,0.05506947,0.01299037
2597.645,0.02007357,0.02593157,0.09979636,0.0538726,0.02539689,0.05400776,0.05515752,0.01299173
2598.127,0.01996122,0.02592795,0.09971488,0.05386604,0.02519669,0.05415446,0.05519301,0.01297409
2598.609,0.01983387,0.02597546,0.09964789,0.05392385,0.02505106,0.05429269,0.05515633,0.01295946
2599.091,0.01971064,0.02606998,0.0996218,0.05404218,0.02497891,0.05441335,0.05503904,0.01296847
2599.573,0.01960386,0.02619979,0.09965333,0.05420073,0.02499117,0.05450348,0.0548477,0.01301089
2600.055,0.01951846,0.02634587,0.09974592,0.05436259,0.02509107,0.05455101,0.05460445,0.01308379
2600.538,0.01945084,0.02648349,0.099886,0.05448325,0.0252712,0.05455151,0.05434473,0.01317184
2601.02,0.01939297,0.02658912,0.1000474,0.05452467,0.025513,0.05451079,0.05410646,0.01325369
2601.502,0.01933643,0.02664304,0.1001954,0.05446327,0.02578467,0.05444515,0.05392838,0.01330667
2601.984,0.01927817,0.02663846,0.1002976,0.05430061,0.02604645,0.05437548,0.05383813,0.01331464
2602.466,0.01922266,0.02658433,0.1003354,0.05406192,0.02626098,0.05431969,0.05384631,0.01327114
2602.948,0.01918126,0.02650561,0.1003074,0.05379226,0.02639903,0.05428885,0.05394419,0.01317977
2603.43,0.01916763,0.0264365,0.1002313,0.05354244,0.02644996,0.0542841,0.05410369,0.01305311
2603.912,0.01919066,0.0264083,0.1001366,0.05335396,0.0264235,0.05429793,0.05428443,0.01290784
2604.395,0.01924954,0.02644239,0.100057,0.05325447,0.02634547,0.05431898,0.05443744,0.01276386
2604.876,0.01933164,0.02654115,0.1000183,0.05325019,0.02624729,0.05433685,0.05452018,0.01263945
2605.359,0.0194164,0.02668852,0.1000322,0.05332951,0.0261549,0.05434516,0.05450598,0.01254851
2605.841,0.01948068,0.02685436,0.1000958,0.0534687,0.02608185,0.05434271,0.0543897,0.01250117
2606.323,0.01950925,0.02700566,0.1001949,0.05364005,0.02602712,0.05433265,0.05419127,0.01250099
2606.805,0.01950018,0.02711518,0.1003116,0.0538181,0.02597967,0.05432027,0.05394922,0.01254632
2607.287,0.01946652,0.02716645,0.100429,0.05398092,0.02592659,0.05431199,0.05371448,0.01263057
2607.769,0.01943092,0.02715742,0.1005357,0.05411243,0.02586232,0.05431364,0.05353306,0.01274372
2608.251,0.01941774,0.02709681,0.1006255,0.05420206,0.02579118,0.05432975,0.05343658,0.0128735
2608.733,0.01944477,0.02700262,0.1006943,0.05424347,0.02572703,0.05436363,0.05343654,0.01300535
2609.216,0.01951652,0.02689567,0.1007381,0.05423673,0.02568549,0.05441549,0.05352126,0.01312424
2609.698,0.01962407,0.02679875,0.1007534,0.05418821,0.0256779,0.05448188,0.05366341,0.01321461
2610.18,0.01974873,0.0267336,0.1007395,0.05411138,0.02570603,0.05455596,0.05382665,0.01326121
2610.662,0.01987072,0.0267165,0.100702,0.05402285,0.02576188,0.0546289,0.0539792,0.01325256
2611.144,0.01997431,0.02675491,0.1006557,0.05393953,0.02583102,0.05469247,0.05409889,0.01318311
2611.626,0.02005192,0.0268432,0.1006232,0.05387456,0.02589744,0.0547413,0.05417758,0.01305617
2612.108,0.02010404,0.02696211,0.1006277,0.0538337,0.02595028,0.05477501,0.05422105,0.01288501
2612.59,0.02013608,0.02708038,0.1006875,0.05381628,0.02598421,0.05479685,0.05424578,0.01269258
2613.073,0.02015425,0.02716194,0.1008076,0.05381807,0.02599949,0.05481128,0.05427451,0.01250848
2613.555,0.02016324,0.02717945,0.100977,0.05383493,0.02600004,0.05481993,0.05432847,0.01236149
2614.037,0.02016576,0.02712099,0.1011707,0.05386553,0.02599037,0.05481928,0.05442519,0.01227583
2614.519,0.02016405,0.02699736,0.1013565,0.05391119,0.02597534,0.05480008,0.0545723,0.01226529
2615.001,0.02016146,0.02683766,0.1015057,0.05397243,0.02595907,0.05475248,0.0547656,0.0123304
2615.483,0.02016318,0.0266821,0.1015981,0.05404507,0.02594649,0.05466963,0.05498699,0.0124589
2615.965,0.02017463,0.02656801,0.1016272,0.05411755,0.02594191,0.05455364,0.05520671,0.01262842
2616.447,0.02019818,0.02651584,0.1015978,0.05417394,0.02594755,0.0544178,0.05539146,0.01281296
2616.929,0.02023115,0.02652577,0.1015229,0.0541974,0.02596118,0.05428553,0.05550776,0.01298466
2617.412,0.02026412,0.0265772,0.1014182,0.05417905,0.02597472,0.05418408,0.05553393,0.01312056
2617.894,0.02028476,0.02664047,0.1012972,0.0541224,0.02597626,0.05413546,0.05546619,0.01320563
2618.376,0.02028043,0.02668484,0.101173,0.05404534,0.02595279,0.05415117,0.05532002,0.0132337
2618.858,0.02024527,0.02669175,0.1010561,0.05397337,0.02589655,0.05422663,0.05512696,0.01320775
2619.34,0.02018348,0.02665999,0.100956,0.05392897,0.02580936,0.05434315,0.05492385,0.0131383
2619.822,0.0201108,0.02660421,0.1008815,0.05392367,0.02570371,0.05447176,0.0547458,0.01304112
2620.304,0.02005049,0.02654903,0.1008376,0.05395166,0.02559995,0.05458179,0.05461472,0.01293278
2620.786,0.02002611,0.02651942,0.1008233,0.05399233,0.0255188,0.05465116,0.05453611,0.0128264
2621.269,0.02005615,0.02653495,0.1008312,0.05401804,0.02547611,0.05466979,0.05450216,0.01273053
2621.751,0.02014554,0.02660302,0.1008491,0.05400738,0.02547575,0.05464419,0.05449844,0.01264729
2622.233,0.02028459,0.02671813,0.1008646,0.05395463,0.02550958,0.05459488,0.05451274,0.01257475
2622.715,0.0204491,0.02686327,0.100869,0.05387308,0.02556054,0.05455236,0.05453967,0.01251007
2623.197,0.02060795,0.02701506,0.1008636,0.05378952,0.02561034,0.05454649,0.05458324,0.01245323
2623.679,0.02073108,0.02714904,0.1008581,0.05373328,0.02564614,0.05459961,0.05465203,0.01240884
2624.161,0.0207956,0.02724343,0.100869,0.05372661,0.02566424,0.05471947,0.05475262,0.01238591
2624.643,0.02079369,0.0272868,0.100912,0.05377415,0.02567018,0.05489606,0.05488348,0.01239413
2625.125,0.02073317,0.02727935,0.1009958,0.05386328,0.02567583,0.05510346,0.05503216,0.01243934
2625.608,0.0206359,0.02723425,0.1011181,0.05396892,0.02569329,0.05530508,0.05517633,0.01251993
2626.09,0.02052938,0.02717329,0.1012661,0.05406608,0.02572912,0.05546655,0.0552921,0.01262516
2626.572,0.02044117,0.02712135,0.1014199,0.0541359,0.02578269,0.0555633,0.05535933,0.01273665
2627.054,0.02039157,0.02709895,0.1015574,0.05417192,0.02584573,0.05558796,0.05536781,0.01283279
2627.536,0.02038825,0.02711462,0.1016624,0.0541794,0.02590674,0.05555177,0.05532039,0.01289507
2628.018,0.02042736,0.02716282,0.1017256,0.05417002,0.0259537,0.05548064,0.05523011,0.01291157
2628.5,0.02049567,0.02722565,0.1017454,0.05415659,0.02597852,0.05540638,0.05511656,0.01288002
2628.982,0.02057771,0.02728088,0.1017262,0.0541474,0.02597926,0.05535401,0.05499855,0.0128071
2629.465,0.02065976,0.0273089,0.1016753,0.05414608,0.02595992,0.05533737,0.05489251,0.01270681
2629.947,0.02073432,0.02730096,0.101602,0.05415257,0.02592972,0.05535462,0.05481003,0.01259761
2630.429,0.02080047,0.02726144,0.1015164,0.0541651,0.02589913,0.05539276,0.05475767,0.0124982
2630.911,0.02086163,0.02720635,0.1014309,0.05418301,0.02587879,0.05543352,0.05473953,0.01242678
2631.393,0.0209221,0.02715643,0.1013596,0.05420603,0.0258759,0.05546201,0.05475792,0.01239812
2631.875,0.02098201,0.02712753,0.1013163,0.05423363,0.02589231,0.05547196,0.05481406,0.01242114
2632.357,0.02103746,0.02712714,0.1013117,0.05426415,0.02592474,0.05546631,0.05490668,0.01249693
2632.839,0.02107977,0.02715098,0.1013492,0.05429528,0.02596547,0.0554542,0.05503084,0.01261713
2633.322,0.02109991,0.02718626,0.1014225,0.05432508,0.02600479,0.05544474,0.05517779,0.01276579
2633.804,0.02109087,0.02721615,0.1015145,0.05435358,0.02603376,0.0554442,0.05533402,0.01291989
2634.286,0.02105126,0.02722654,0.1016021,0.05438274,0.02604765,0.05545248,0.05548337,0.01305629
2634.768,0.0209868,0.02721005,0.1016639,0.05441589,0.02604747,0.05546574,0.05560971,0.01315786
2635.25,0.02090927,0.02716679,0.1016843,0.0544542,0.0260393,0.05547833,0.05569817,0.01321623
2635.732,0.02083439,0.02710352,0.1016603,0.05449486,0.02603207,0.05548668,0.05573837,0.0132338
2636.214,0.02077763,0.02703021,0.101602,0.05453101,0.02603275,0.05549058,0.0557267,0.01322139
2636.696,0.02075284,0.02695923,0.1015292,0.05455372,0.02604423,0.05549163,0.05566762,0.0131927
2637.178,0.02076843,0.02690164,0.1014646,0.0545574,0.026062,0.05549158,0.05557371,0.0131589
2637.661,0.02082632,0.02686653,0.1014259,0.05454369,0.02607651,0.05549037,0.05546461,0.01312524
2638.143,0.02092118,0.02686047,0.1014219,0.05452364,0.02607519,0.0554859,0.05536541,0.01309155
2638.625,0.02104044,0.02688571,0.1014488,0.05451358,0.02604836,0.05547639,0.05529951,0.01305636
2639.107,0.02116642,0.02693917,0.101493,0.05452988,0.02599262,0.05546274,0.05528408,0.0130203
2639.589,0.0212777,0.02701213,0.1015347,0.05458163,0.02591235,0.05545124,0.05532572,0.01299002
2640.071,0.02135539,0.02709211,0.1015558,0.05466637,0.02581818,0.05545268,0.05541673,0.01297664
2640.553,0.02138594,0.0271647,0.1015433,0.05476998,0.02572403,0.05547826,0.05553693,0.01299172
2641.035,0.02136586,0.02721732,0.1014934,0.05487178,0.0256427,0.05553559,0.05565788,0.01304167
2641.518,0.02130288,0.02724303,0.1014106,0.05495476,0.02558245,0.05562368,0.0557529,0.0131232
2642.0,0.02121449,0.02724179,0.1013073,0.05501062,0.02554573,0.05573153,0.05580296,0.01322192
2642.482,0.02112424,0.02721984,0.1012008,0.05504409,0.0255307,0.0558397,0.05580329,0.01331585
2642.964,0.021053,0.02718705,0.1011079,0.05506904,0.02553423,0.05592851,0.05576382,0.01338435
2643.446,0.02101494,0.02715459,0.101043,0.05510165,0.02555362,0.05598246,0.05570685,0.01341281
2643.928,0.02101305,0.02713158,0.1010163,0.05515279,0.02558846,0.05599668,0.05565956,0.01339821
2644.41,0.02103955,0.02712407,0.1010308,0.05522174,0.02563993,0.05597721,0.0556436,0.01334894
2644.892,0.02107877,0.02713516,0.1010828,0.05529666,0.02570884,0.05593892,0.05567044,0.01328075
2645.375,0.02111355,0.02716594,0.1011626,0.05535944,0.0257933,0.05589831,0.05573733,0.01321071
2645.856,0.02113097,0.02721529,0.1012572,0.05539422,0.02588834,0.05586667,0.05582814,0.01315064
2646.339,0.02112583,0.02728032,0.1013515,0.05539254,0.02598559,0.05584664,0.05591807,0.01310627
2646.821,0.02110112,0.02735517,0.1014321,0.05535696,0.0260756,0.0558307,0.05598045,0.01307704
2647.303,0.02106553,0.02743213,0.1014912,0.05529809,0.02615147,0.0558065,0.05599492,0.01306021
2647.785,0.02102981,0.02750155,0.1015263,0.05523083,0.02620976,0.05576055,0.05595022,0.01305329
2648.267,0.0210025,0.02755535,0.101542,0.05516761,0.02625133,0.05568488,0.05584804,0.01305683
2648.749,0.02098753,0.02758988,0.1015469,0.05511561,0.02628013,0.05558082,0.05570176,0.0130732
2649.231,0.02098412,0.02760747,0.1015522,0.05507656,0.02630064,0.05545815,0.05553472,0.01310567
2649.713,0.02098861,0.02761605,0.1015675,0.05504956,0.02631542,0.05533282,0.05537489,0.01315561
2650.196,0.02099605,0.02762626,0.1015988,0.05503436,0.0263237,0.05522126,0.05524798,0.01322241
2650.678,0.02100214,0.02764757,0.1016477,0.05503323,0.02632218,0.05513869,0.05517543,0.01330375
2651.16,0.02100455,0.02768316,0.1017124,0.05505024,0.02630723,0.0550942,0.05516796,0.01339707
2651.642,0.0210025,0.02772939,0.1017893,0.05508887,0.02627781,0.05509144,0.05522413,0.01349984
2652.124,0.0209957,0.02777558,0.101875,0.05514847,0.02623843,0.0551292,0.05533074,0.01360939
2652.606,0.02098428,0.02780918,0.1019667,0.05522264,0.02619839,0.05520291,0.05546677,0.01372053
2653.088,0.02096844,0.02782082,0.102062,0.05530043,0.02617112,0.05530658,0.05560877,0.01382468
2653.57,0.02094892,0.02780694,0.1021563,0.05536763,0.02617045,0.05543238,0.05573473,0.01390833
2654.052,0.02092762,0.02777134,0.1022417,0.05541174,0.02620554,0.05557156,0.05583102,0.01395762
2654.535,0.02090813,0.02772308,0.102306,0.05542499,0.0262777,0.05571448,0.05589343,0.01396116
2655.017,0.02089527,0.02767283,0.1023342,0.05540477,0.02637901,0.05585036,0.05592695,0.01391585
2655.499,0.02089388,0.02762918,0.1023147,0.05535475,0.02649388,0.05596977,0.05594154,0.01382936
2655.981,0.0209081,0.02759658,0.1022428,0.05528257,0.0266031,0.05606619,0.05594893,0.0137197
2656.463,0.02093988,0.02757644,0.1021263,0.05519933,0.0266873,0.0561374,0.05595811,0.0136115
2656.945,0.02098811,0.02756852,0.1019849,0.05511688,0.02673476,0.05618606,0.05597326,0.01352698
2657.427,0.02104896,0.02757315,0.1018484,0.05504797,0.02674189,0.05621937,0.05599481,0.01348202
2657.909,0.02111604,0.02759183,0.1017489,0.05500488,0.02671523,0.05624581,0.05602091,0.0134816
2658.392,0.02118291,0.02762624,0.1017102,0.05499618,0.02666799,0.05627185,0.05605032,0.01352016
2658.874,0.02124398,0.02767616,0.1017416,0.0550265,0.02661642,0.05630042,0.05608445,0.01358592
2659.356,0.02129609,0.02773764,0.1018341,0.05509321,0.02657512,0.05632852,0.05612663,0.01366546
2659.838,0.02133885,0.02780356,0.1019643,0.05518755,0.02655217,0.05635,0.05618097,0.01374891
2660.32,0.02137531,0.02786507,0.1021005,0.05529572,0.02654802,0.05635734,0.05625011,0.01382998
2660.802,0.0214102,0.02791491,0.102213,0.05540254,0.02655613,0.05634583,0.05633281,0.01390602
2661.284,0.02144845,0.02795066,0.1022849,0.05549698,0.02656632,0.05631624,0.05642422,0.01397428
2661.766,0.02149323,0.02797497,0.1023143,0.05557341,0.026568,0.0562751,0.05651597,0.01403129
2662.249,0.02154512,0.02799432,0.1023133,0.05563309,0.02655514,0.05623263,0.05659925,0.01407117
2662.73,0.02160124,0.02801521,0.1023018,0.0556816,0.02652824,0.05619919,0.05666652,0.01408928
2663.213,0.02165572,0.02804093,0.1022995,0.05572493,0.02649448,0.05618091,0.05671284,0.0140842
2663.695,0.02170216,0.02806944,0.1023187,0.05576644,0.02646612,0.0561778,0.0567366,0.01405969
2664.177,0.02173559,0.02809482,0.1023602,0.05580449,0.02645525,0.05618383,0.05673796,0.01402484
2664.659,0.0217542,0.02810957,0.1024161,0.05583337,0.02647136,0.05618978,0.0567181,0.0139913
2665.141,0.02176034,0.02810945,0.1024738,0.05584662,0.02651667,0.05618807,0.05667827,0.01396967
2665.623,0.02175986,0.02809636,0.102523,0.05584009,0.02658522,0.05617668,0.05662007,0.01396535
2666.105,0.02176053,0.02807877,0.1025593,0.05581474,0.02666328,0.05616105,0.05654686,0.01397823
2666.587,0.02176941,0.02806931,0.1025852,0.05577661,0.02673339,0.05615243,0.05646415,0.01400307
2667.07,0.02179023,0.02807971,0.1026082,0.05573442,0.02677905,0.05616269,0.05638045,0.01403319
2667.552,0.02182225,0.02811672,0.1026374,0.05569789,0.02678812,0.05620103,0.05630682,0.01406198
2668.034,0.02186075,0.02817944,0.1026792,0.05567379,0.02675749,0.05626876,0.05625359,0.01408597
2668.516,0.02189834,0.0282592,0.1027358,0.05566547,0.02669347,0.05635807,0.05622846,0.01410411
2668.998,0.02192678,0.02834208,0.1028052,0.05567381,0.02661106,0.0564543,0.05623446,0.01411639
2669.48,0.02194146,0.02841423,0.1028834,0.05569797,0.0265301,0.05654081,0.05626864,0.01412244
2669.962,0.02194174,0.02846557,0.1029658,0.05573759,0.02647015,0.05660417,0.05632376,0.01412169
2670.444,0.02193294,0.02849203,0.1030475,0.05579244,0.02644767,0.05663668,0.05638981,0.01411455
2670.927,0.02192444,0.02849599,0.1031239,0.05586229,0.02647025,0.0566384,0.05645788,0.01410369
2671.409,0.0219276,0.02848504,0.1031887,0.05594547,0.02653604,0.05661526,0.05652183,0.01409524
2671.891,0.02195238,0.02846834,0.1032336,0.05603814,0.02663335,0.05657679,0.05657846,0.01409817
2672.373,0.02200379,0.02845325,0.1032499,0.056135,0.02674432,0.05653234,0.0566278,0.01411965
2672.855,0.0220791,0.0284443,0.1032309,0.05622974,0.02684792,0.05649029,0.05667053,0.01416236
2673.337,0.02216779,0.02844125,0.1031752,0.05631689,0.0269248,0.05645784,0.05670625,0.01422077
2673.819,0.02225397,0.02844053,0.1030887,0.05639258,0.02696305,0.05644121,0.05673341,0.01428252
2674.301,0.02231968,0.02843654,0.1029851,0.05645403,0.02695979,0.05644625,0.05674897,0.0143308
2674.783,0.02235038,0.02842435,0.1028838,0.05649827,0.02692316,0.05647751,0.05675101,0.01435104
2675.266,0.02234018,0.02840171,0.102803,0.05652138,0.02686898,0.05653639,0.05674059,0.01433732
2675.748,0.02229385,0.02837036,0.1027571,0.05651867,0.02681834,0.05661924,0.05672253,0.01429513
2676.23,0.0222267,0.02833592,0.1027526,0.05648595,0.02679175,0.05671633,0.05670609,0.01424088
2676.712,0.02215947,0.02830614,0.1027863,0.0564223,0.02680226,0.05681372,0.05670109,0.01419531
2677.194,0.0221139,0.02828821,0.1028481,0.05633178,0.02685334,0.05689505,0.05671638,0.0141782
2677.676,0.02210497,0.02828554,0.1029228,0.05622429,0.02693602,0.05694626,0.05675531,0.01420091
