absorbance_6.1_1A,6.1_1A,absorbance_6.1_2A,6.1_2A,6.1_3A,6.1_4A
1700.0,0.0665,1702.836,0.07781623,0.06391449,0.07415557
1700.0,0.0669,1703.318,0.07824363,0.06431566,0.07469718
1700.0,0.0673,1703.801,0.07883445,0.06487092,0.07534817
1700.0,0.0678,1704.283,0.07963485,0.06563946,0.07617559
1700.0,0.0684,1704.765,0.08065568,0.0666462,0.07721886
1700.0,0.0692,1705.247,0.08183872,0.06784965,0.07845133
1710.0,0.0702,1705.729,0.08305694,0.06913728,0.07976705
1710.0,0.0712,1706.211,0.08417639,0.07038184,0.08102963
1710.0,0.0723,1706.693,0.08512018,0.07150476,0.08213997
1710.0,0.0732,1707.175,0.08588663,0.07249688,0.08306786
1710.0,0.0741,1707.657,0.08651648,0.0733863,0.08383135
1710.0,0.075,1708.14,0.08705918,0.07420428,0.08446421
1710.0,0.0759,1708.622,0.08755523,0.07496689,0.08499967
1710.0,0.0767,1709.104,0.08803172,0.07567442,0.0854657
1710.0,0.0774,1709.586,0.08850469,0.0763154,0.08588563
1710.0,0.078,1710.068,0.08897957,0.07687872,0.08627902
1710.0,0.0785,1710.55,0.08945276,0.07735988,0.08665864
1710.0,0.0788,1711.032,0.08990968,0.07775971,0.08702721
1710.0,0.079,1711.514,0.09032719,0.07808135,0.08737486
1710.0,0.0791,1711.996,0.09067641,0.07832383,0.08768081
1710.0,0.0791,1712.479,0.09092313,0.07847987,0.08791681
1710.0,0.0791,1712.961,0.09103829,0.07854012,0.08805741
1710.0,0.0792,1713.443,0.09100685,0.07850283,0.08809183
1710.0,0.0792,1713.925,0.09084548,0.07839257,0.08803894
1710.0,0.0792,1714.407,0.09060651,0.07826722,0.08795123
1710.0,0.0792,1714.889,0.09038034,0.07822159,0.08790901
1710.0,0.0791,1715.371,0.09027644,0.07836708,0.08799672
1720.0,0.0791,1715.853,0.09038385,0.07878602,0.08826353
1720.0,0.079,1716.335,0.09074067,0.07948477,0.08869912
1720.0,0.0789,1716.818,0.09131294,0.08035862,0.0892372
1720.0,0.0789,1717.3,0.09200885,0.08122713,0.0897995
1720.0,0.0791,1717.782,0.09272491,0.08193983,0.09034757
1720.0,0.0795,1718.264,0.09340243,0.08247492,0.0908946
1720.0,0.0801,1718.746,0.09402759,0.08290505,0.09145956
1720.0,0.0809,1719.228,0.09460996,0.08332057,0.09205016
1720.0,0.0817,1719.71,0.09515826,0.08377817,0.09266097
1720.0,0.0824,1720.192,0.09568027,0.0843029,0.09328832
1720.0,0.0831,1720.675,0.09619063,0.08491292,0.09394182
1720.0,0.0839,1721.157,0.09672227,0.08563192,0.09465068
1720.0,0.0846,1721.639,0.09732885,0.08649509,0.09546142
1720.0,0.0855,1722.121,0.09808746,0.08754438,0.0964283
1720.0,0.0866,1722.603,0.09907873,0.08881149,0.09759246
1720.0,0.0879,1723.085,0.1003572,0.09029751,0.09896192
1720.0,0.0895,1723.567,0.1019254,0.09195699,0.1004983
1720.0,0.0913,1724.049,0.1037249,0.09370989,0.1021333
1720.0,0.0932,1724.531,0.1056648,0.0954747,0.1038037
1720.0,0.0952,1725.014,0.1076575,0.09719851,0.1054801
1730.0,0.0972,1725.496,0.1096556,0.09887701,0.1071785
1730.0,0.0992,1725.978,0.1116599,0.1005492,0.108949
1730.0,0.101,1726.46,0.1137083,0.1022859,0.1108574
1730.0,0.103,1726.942,0.1158655,0.1041754,0.1129688
1730.0,0.106,1727.424,0.1182098,0.1063141,0.1153402
1730.0,0.109,1727.906,0.1208192,0.1087973,0.1180109
1730.0,0.112,1728.388,0.1237577,0.1117029,0.1210039
1730.0,0.115,1728.871,0.1270519,0.1150656,0.1243121
1730.0,0.119,1729.353,0.1306613,0.1188385,0.12788
1730.0,0.123,1729.835,0.1344803,0.1228915,0.1316099
1730.0,0.126,1730.317,0.1383619,0.1270317,0.135381
1730.0,0.13,1730.799,0.1421842,0.1310741,0.1391031
1730.0,0.134,1731.281,0.1459464,0.1349483,0.1427989
1730.0,0.138,1731.763,0.1498578,0.1387856,0.1466913
1730.0,0.141,1732.245,0.1544547,0.1430363,0.1513182
1730.0,0.146,1732.728,0.1605978,0.1484828,0.1575303
1730.0,0.152,1733.21,0.1692548,0.1560908,0.1662639
1730.0,0.16,1733.692,0.1805782,0.1662099,0.1776232
1730.0,0.171,1734.174,0.1929683,0.1776183,0.189975
1730.0,0.182,1734.656,0.2039556,0.188153,0.2008708
1730.0,0.193,1735.138,0.2121993,0.1964748,0.2090355
1740.0,0.201,1735.62,0.2179441,0.2026494,0.2147741
1740.0,0.207,1736.102,0.2221083,0.2074325,0.2190476
1740.0,0.211,1736.584,0.2255799,0.2116324,0.2227688
1740.0,0.215,1737.067,0.2290329,0.215907,0.2266266
1740.0,0.219,1737.549,0.2330116,0.2207985,0.231164
1740.0,0.223,1738.031,0.2379447,0.226711,0.2367646
1740.0,0.229,1738.513,0.2440795,0.2338197,0.2435709
1740.0,0.235,1738.995,0.2512997,0.2418604,0.2512847
1740.0,0.243,1739.477,0.2590318,0.2500929,0.2591558
1740.0,0.251,1739.959,0.2664585,0.2576019,0.2663044
1740.0,0.258,1740.441,0.2728902,0.2637241,0.272146
1740.0,0.264,1740.923,0.2780682,0.2683271,0.2766341
1740.0,0.269,1741.406,0.2820815,0.2716514,0.280067
1740.0,0.272,1741.888,0.2851411,0.2740506,0.2828114
1740.0,0.275,1742.37,0.2873921,0.2757792,0.2850723
1740.0,0.276,1742.852,0.2888573,0.2769412,0.2868416
1740.0,0.277,1743.334,0.2894793,0.2775339,0.2879499
1740.0,0.278,1743.816,0.28922,0.2775275,0.2882126
1740.0,0.277,1744.298,0.2881255,0.2769333,0.2875553
1740.0,0.276,1744.78,0.2863244,0.2758088,0.2860541
1740.0,0.275,1745.262,0.2839426,0.2742011,0.2838607
1750.0,0.272,1745.745,0.2810358,0.2720867,0.2811001
1750.0,0.27,1746.227,0.2775553,0.2693363,0.2778001
1750.0,0.266,1746.709,0.2733673,0.2657405,0.2738734
1750.0,0.262,1747.191,0.2683284,0.2610817,0.2691735
1750.0,0.257,1747.673,0.2623804,0.2552521,0.2635823
1750.0,0.251,1748.155,0.2556079,0.2483319,0.2570896
1750.0,0.244,1748.637,0.2481979,0.2405546,0.2497825
1750.0,0.237,1749.119,0.2403171,0.2321626,0.2417632
1750.0,0.229,1749.602,0.2320638,0.2233234,0.2331256
1750.0,0.221,1750.084,0.2234761,0.214131,0.2239598
1750.0,0.213,1750.566,0.2146912,0.2047697,0.2145015
1750.0,0.204,1751.048,0.2060547,0.195632,0.2052078
1750.0,0.196,1751.53,0.1979734,0.1871688,0.1965802
1750.0,0.187,1752.012,0.190752,0.1797099,0.1889686
1750.0,0.18,1752.494,0.1844644,0.1733249,0.1824413
1750.0,0.173,1752.976,0.1789825,0.1678638,0.1768346
1750.0,0.167,1753.458,0.1740481,0.1630347,0.1718424
1750.0,0.162,1753.941,0.1693451,0.1584868,0.1671026
1750.0,0.157,1754.423,0.1645488,0.1538582,0.162249
1750.0,0.152,1754.905,0.1593597,0.148812,0.1569497
1750.0,0.146,1755.387,0.153571,0.1431072,0.1509813
1760.0,0.14,1755.869,0.1471804,0.1367126,0.1443479
1760.0,0.134,1756.351,0.1404667,0.1298978,0.1373652
1760.0,0.127,1756.833,0.1339168,0.1231627,0.1305735
1760.0,0.121,1757.315,0.1280221,0.1170257,0.1245116
1760.0,0.115,1757.798,0.1230345,0.1117619,0.1194471
1760.0,0.11,1758.28,0.1189278,0.1073539,0.1153367
1760.0,0.106,1758.762,0.1154927,0.1035885,0.1119348
1760.0,0.103,1759.244,0.1124585,0.1001894,0.1089313
1760.0,0.0998,1759.726,0.109566,0.09690137,0.1060337
1760.0,0.0969,1760.208,0.1065961,0.09353486,0.1030025
1760.0,0.0938,1760.69,0.1034133,0.09001082,0.09970412
1760.0,0.0906,1761.172,0.1000024,0.08638919,0.09615277
1760.0,0.0871,1761.655,0.09649891,0.08286588,0.09253572
1760.0,0.0837,1762.137,0.09314347,0.07968283,0.08913945
1760.0,0.0805,1762.619,0.09016274,0.07700263,0.0862092
1760.0,0.0777,1763.101,0.08767003,0.07484068,0.08384046
1760.0,0.0755,1763.583,0.08565127,0.0731028,0.08198138
1760.0,0.0736,1764.065,0.08401975,0.07165337,0.08050461
1760.0,0.0721,1764.547,0.08266738,0.07036825,0.07926983
1760.0,0.0708,1765.029,0.0814954,0.06915613,0.07815939
1770.0,0.0696,1765.511,0.08042458,0.06795906,0.07708514
1770.0,0.0685,1765.994,0.07939648,0.06675252,0.07599279
1770.0,0.0674,1766.476,0.07837674,0.06554222,0.07486343
1770.0,0.0663,1766.958,0.07735833,0.06436733,0.07371934
1770.0,0.0652,1767.44,0.07636079,0.06328507,0.07261746
1770.0,0.0643,1767.922,0.07541746,0.06234378,0.07162371
1770.0,0.0634,1768.404,0.07455529,0.06155692,0.07078499
1770.0,0.0626,1768.886,0.07377655,0.06089263,0.07010556
1770.0,0.062,1769.368,0.07305591,0.06029048,0.06955404
1770.0,0.0614,1769.85,0.07234725,0.05967658,0.06907701
1770.0,0.0608,1770.333,0.07159781,0.05898822,0.06862105
1770.0,0.0601,1770.815,0.07076821,0.05819415,0.06814583
1770.0,0.0594,1771.297,0.0698579,0.05732007,0.06763102
1770.0,0.0585,1771.779,0.06893246,0.05646242,0.06708845
1770.0,0.0577,1772.261,0.06810683,0.05575,0.06655576
1770.0,0.0568,1772.743,0.06747656,0.05525899,0.06606741
1770.0,0.0562,1773.225,0.06705889,0.05496649,0.06563172
1770.0,0.0557,1773.707,0.06680814,0.05479116,0.06523418
1770.0,0.0553,1774.189,0.06666066,0.05464837,0.06485263
1770.0,0.0551,1774.672,0.06656803,0.05448586,0.06447275
1770.0,0.0548,1775.154,0.06649981,0.05428072,0.06409011
1780.0,0.0546,1775.636,0.06643718,0.05403108,0.06370886
1780.0,0.0544,1776.118,0.06636851,0.05374865,0.0633374
1780.0,0.0542,1776.6,0.06628513,0.05345327,0.06298443
1780.0,0.054,1777.082,0.06618018,0.05316844,0.062658
1780.0,0.0538,1777.564,0.06604838,0.05291473,0.06236327
1780.0,0.0535,1778.046,0.06588474,0.0527105,0.06210531
1780.0,0.0533,1778.529,0.06568451,0.05256974,0.06189007
1780.0,0.0531,1779.011,0.06544431,0.05249799,0.06172279
1780.0,0.0528,1779.493,0.06516549,0.05248891,0.06160469
1780.0,0.0524,1779.975,0.06485933,0.0525201,0.06152675
1780.0,0.0521,1780.457,0.06454661,0.05255963,0.06146903
1780.0,0.0517,1780.939,0.06425283,0.05257338,0.06140383
1780.0,0.0513,1781.421,0.06399732,0.05253921,0.06130771
1780.0,0.051,1781.903,0.0637853,0.05245125,0.06117062
1780.0,0.0508,1782.385,0.06360853,0.05231255,0.06099495
1780.0,0.0506,1782.868,0.06344899,0.05212779,0.06079306
1780.0,0.0506,1783.35,0.06328724,0.05189833,0.06058039
1780.0,0.0506,1783.832,0.06310835,0.051624,0.06037398
1780.0,0.0506,1784.314,0.06291137,0.05130885,0.06018746
1780.0,0.0507,1784.796,0.06271211,0.05096665,0.06002917
1780.0,0.0507,1785.278,0.06254174,0.05062442,0.05990196
1790.0,0.0508,1785.76,0.06243173,0.05031464,0.05980393
1790.0,0.0508,1786.242,0.06240002,0.05006319,0.0597322
1790.0,0.0507,1786.725,0.06244481,0.04988403,0.05968402
1790.0,0.0506,1787.207,0.06254541,0.04977455,0.05965779
1790.0,0.0505,1787.689,0.06267092,0.04971991,0.05965128
1790.0,0.0503,1788.171,0.06278389,0.04969704,0.05965983
1790.0,0.0502,1788.653,0.06285018,0.04968162,0.05967472
1790.0,0.05,1789.135,0.06284072,0.04965262,0.05968202
1790.0,0.0498,1789.617,0.06273229,0.04959586,0.05966129
1790.0,0.0497,1790.099,0.06250883,0.04950947,0.0595878
1790.0,0.0496,1790.582,0.06216338,0.0494047,0.0594375
1790.0,0.0495,1791.064,0.06170835,0.04930505,0.05919787
1790.0,0.0495,1791.546,0.06118333,0.04923436,0.05888443
1790.0,0.0495,1792.028,0.0606573,0.04920274,0.05854724
1790.0,0.0495,1792.51,0.06020684,0.04919719,0.05825174
1790.0,0.0495,1792.992,0.05988187,0.04919485,0.05804259
1790.0,0.0494,1793.474,0.05969558,0.04917749,0.05792738
1790.0,0.0494,1793.956,0.05963412,0.04914196,0.05788394
1790.0,0.0494,1794.438,0.05967325,0.04909684,0.05787898
1790.0,0.0494,1794.921,0.05978626,0.04905479,0.05787858
1790.0,0.0494,1795.403,0.05994543,0.04902643,0.05785472
1800.0,0.0493,1795.885,0.06012527,0.04901553,0.05778992
1800.0,0.0492,1796.367,0.06030112,0.0490186,0.05767781
1800.0,0.049,1796.849,0.06045493,0.04902597,0.0575246
1800.0,0.0488,1797.331,0.0605785,0.04902664,0.05734643
1800.0,0.0486,1797.813,0.06067128,0.04901076,0.05716643
1800.0,0.0483,1798.295,0.06073622,0.04897285,0.05700921
1800.0,0.0481,1798.777,0.06077446,0.04891082,0.05689476
1800.0,0.0479,1799.26,0.06078148,0.04882426,0.05683694
1800.0,0.0478,1799.742,0.06074797,0.04871177,0.0568387
1800.0,0.0476,1800.224,0.06066752,0.0485702,0.05688962
1800.0,0.0476,1800.706,0.06054484,0.0483963,0.05696679
1800.0,0.0476,1801.188,0.06039954,0.04819037,0.05704265
1800.0,0.0477,1801.67,0.06025865,0.04795937,0.05709617
1800.0,0.0478,1802.152,0.06014531,0.04771596,0.05711779
1800.0,0.0479,1802.634,0.06006851,0.04747668,0.05711128
1800.0,0.048,1803.116,0.06002121,0.04725733,0.05708803
1800.0,0.048,1803.599,0.05998652,0.04707178,0.05706259
1800.0,0.0481,1804.081,0.05994586,0.04692863,0.05704793
1800.0,0.0481,1804.563,0.05988599,0.04683026,0.05705239
1800.0,0.048,1805.045,0.05980407,0.04677358,0.0570795
1810.0,0.048,1805.527,0.05970849,0.04675093,0.05712597
1810.0,0.0479,1806.009,0.05961599,0.0467528,0.05718278
1810.0,0.0479,1806.491,0.05954719,0.04676983,0.05723627
1810.0,0.0478,1806.973,0.0595188,0.04679596,0.05727148
1810.0,0.0478,1807.456,0.05953892,0.04682752,0.05727442
1810.0,0.0479,1807.938,0.05960404,0.04686091,0.05723484
1810.0,0.0479,1808.42,0.05970003,0.04689075,0.05714814
1810.0,0.048,1808.902,0.05980428,0.04690577,0.05701561
1810.0,0.0481,1809.384,0.05988955,0.04688879,0.0568426
1810.0,0.0482,1809.866,0.05993107,0.04682189,0.05663722
1810.0,0.0483,1810.348,0.05990901,0.04669324,0.05640917
1810.0,0.0484,1810.83,0.05981498,0.04650697,0.05616988
1810.0,0.0484,1811.313,0.05965466,0.04628724,0.05593278
1810.0,0.0483,1811.795,0.05944801,0.04607487,0.05571286
1810.0,0.0483,1812.277,0.05922345,0.04591296,0.05552488
1810.0,0.0482,1812.759,0.05900794,0.04582982,0.05537996
1810.0,0.048,1813.241,0.0588223,0.04583438,0.05528506
1810.0,0.048,1813.723,0.05867787,0.0459144,0.0552428
1810.0,0.0479,1814.205,0.05857694,0.04604412,0.05525192
1810.0,0.0478,1814.687,0.05851693,0.04618871,0.05530764
1810.0,0.0478,1815.169,0.05849218,0.04631179,0.05540169
1820.0,0.0478,1815.652,0.05849603,0.04638442,0.05552247
1820.0,0.0477,1816.134,0.05851983,0.04638871,0.05565328
1820.0,0.0476,1816.616,0.05855319,0.04632569,0.05577532
1820.0,0.0475,1817.098,0.05858244,0.04621373,0.05587151
1820.0,0.0474,1817.58,0.0585894,0.04608323,0.05592853
1820.0,0.0473,1818.062,0.05855471,0.04596435,0.05593995
1820.0,0.0472,1818.544,0.05846192,0.04587702,0.05590585
1820.0,0.0472,1819.026,0.05830369,0.04582936,0.05583133
1820.0,0.0471,1819.509,0.05808803,0.04581799,0.05572449
1820.0,0.0471,1819.991,0.05784069,0.04583332,0.05559438
1820.0,0.047,1820.473,0.05760449,0.04586433,0.05544891
1820.0,0.0471,1820.955,0.05742582,0.04590375,0.05529206
1820.0,0.0471,1821.437,0.05734498,0.04594926,0.05512299
1820.0,0.0473,1821.919,0.05738607,0.04600338,0.05493725
1820.0,0.0474,1822.401,0.05754897,0.04607133,0.05472892
1820.0,0.0475,1822.883,0.05780794,0.04615836,0.05449717
1820.0,0.0475,1823.365,0.05810902,0.04626672,0.0542538
1820.0,0.0475,1823.848,0.05838355,0.04639284,0.05402632
1820.0,0.0472,1824.33,0.05856124,0.04652582,0.05385755
1820.0,0.0469,1824.812,0.05859905,0.04664927,0.05379283
1820.0,0.0465,1825.294,0.05850177,0.04674814,0.05385636
1830.0,0.0461,1825.776,0.05831664,0.0468129,0.05404322
1830.0,0.0457,1826.258,0.05810867,0.04683984,0.05432366
1830.0,0.0455,1826.74,0.05792979,0.04682754,0.0546611
1830.0,0.0453,1827.222,0.05781586,0.04677193,0.0550187
1830.0,0.0452,1827.704,0.05778443,0.04666436,0.0553592
1830.0,0.0451,1828.187,0.05783885,0.04649471,0.05564204
1830.0,0.0451,1828.669,0.05796837,0.04626033,0.05581278
1830.0,0.0451,1829.151,0.05814405,0.04598063,0.05581525
1830.0,0.0452,1829.633,0.05832331,0.04570209,0.0556199
1830.0,0.0453,1830.115,0.05845994,0.04548892,0.0552544
1830.0,0.0455,1830.597,0.05852829,0.04538804,0.05480065
1830.0,0.0458,1831.079,0.05852997,0.04540733,0.05435172
1830.0,0.046,1831.561,0.05848511,0.0455214,0.05398168
1830.0,0.0463,1832.043,0.05841701,0.04568853,0.05372893
1830.0,0.0466,1832.526,0.05834298,0.04586644,0.05360248
1830.0,0.0468,1833.008,0.05827457,0.04601423,0.05359447
1830.0,0.047,1833.49,0.05821709,0.04609929,0.05368224
1830.0,0.0471,1833.972,0.05817213,0.04610123,0.0538325
1830.0,0.0472,1834.454,0.05814095,0.04601559,0.05400198
1830.0,0.0473,1834.936,0.05812637,0.04585819,0.05414781
1830.0,0.0473,1835.418,0.05813437,0.04566263,0.05423732
1840.0,0.0473,1835.9,0.05817325,0.04547299,0.05425381
1840.0,0.0473,1836.383,0.05824965,0.04532742,0.0542004
1840.0,0.0472,1836.865,0.05836275,0.04524738,0.05409418
1840.0,0.0472,1837.347,0.05849892,0.04523141,0.05395843
1840.0,0.0472,1837.829,0.05863346,0.04525833,0.05381224
1840.0,0.0472,1838.311,0.05873539,0.04529785,0.05366829
1840.0,0.0471,1838.793,0.05877727,0.0453229,0.0535348
1840.0,0.0471,1839.275,0.05874688,0.04532066,0.05341928
1840.0,0.047,1839.757,0.05864816,0.04529446,0.0533334
1840.0,0.047,1840.24,0.05850143,0.04526003,0.05329508
1840.0,0.0469,1840.722,0.05833296,0.04523702,0.05332549
1840.0,0.0469,1841.204,0.05817193,0.04524564,0.05344676
1840.0,0.0469,1841.686,0.05804218,0.0453016,0.05367457
1840.0,0.0468,1842.168,0.05795607,0.04541263,0.05401121
1840.0,0.0468,1842.65,0.05791103,0.04557675,0.05442998
1840.0,0.0467,1843.132,0.05788636,0.04577852,0.05486959
1840.0,0.0466,1843.614,0.05785403,0.04599246,0.05524847
1840.0,0.0465,1844.096,0.05779026,0.04618654,0.05549436
1840.0,0.0464,1844.579,0.05769363,0.04633541,0.0555859
1840.0,0.0464,1845.061,0.05758253,0.04642662,0.05555596
1850.0,0.0465,1845.543,0.05748058,0.04645852,0.055465
1850.0,0.0466,1846.025,0.05740265,0.04643486,0.05536624
1850.0,0.0467,1846.507,0.05735034,0.04636201,0.05528931
1850.0,0.0468,1846.989,0.05731781,0.0462512,0.05524704
1850.0,0.0469,1847.471,0.05729957,0.04612085,0.05524033
1850.0,0.0469,1847.953,0.05729602,0.04599535,0.05526489
1850.0,0.0468,1848.436,0.05731843,0.04590279,0.05531237
1850.0,0.0467,1848.918,0.05738488,0.04586425,0.05536979
1850.0,0.0466,1849.4,0.05751239,0.04588423,0.05542134
1850.0,0.0465,1849.882,0.05770969,0.04594661,0.05544778
1850.0,0.0464,1850.364,0.05796896,0.0460184,0.05543418
1850.0,0.0463,1850.846,0.05826422,0.04605926,0.05537362
1850.0,0.0461,1851.328,0.05855266,0.04603108,0.05527195
1850.0,0.046,1851.81,0.05878565,0.04591295,0.05514697
1850.0,0.0459,1852.292,0.05891732,0.04570692,0.0550244
1850.0,0.0458,1852.775,0.05891626,0.0454412,0.05493042
1850.0,0.0458,1853.257,0.05877957,0.04516135,0.05487981
1850.0,0.0458,1853.739,0.05853447,0.04491797,0.05486943
1850.0,0.0459,1854.221,0.05823625,0.04475111,0.05487705
1850.0,0.046,1854.703,0.05794775,0.04467678,0.05487183
1850.0,0.0461,1855.185,0.05772962,0.04468672,0.05482517
1860.0,0.0463,1855.667,0.05762574,0.0447543,0.0547224
1860.0,0.0463,1856.149,0.05765438,0.04484871,0.05457022
1860.0,0.0463,1856.631,0.05780709,0.04494281,0.05439605
1860.0,0.0463,1857.114,0.05805079,0.04502181,0.05424087
1860.0,0.0461,1857.596,0.0583387,0.0450845,0.054144
1860.0,0.046,1858.078,0.05861714,0.04513715,0.05413439
1860.0,0.0457,1858.56,0.05883943,0.0451851,0.05422148
1860.0,0.0455,1859.042,0.05897682,0.04522597,0.05439531
1860.0,0.0453,1859.524,0.05901839,0.04524739,0.05463062
1860.0,0.0452,1860.006,0.05897079,0.04523287,0.0548939
1860.0,0.0452,1860.488,0.05885196,0.04517253,0.0551512
1860.0,0.0452,1860.97,0.05868622,0.04507055,0.05536868
1860.0,0.0453,1861.453,0.05849716,0.04495139,0.05551936
1860.0,0.0455,1861.935,0.05830209,0.04485213,0.0555874
1860.0,0.0457,1862.417,0.05811188,0.04481427,0.05557106
1860.0,0.0459,1862.899,0.05793092,0.04486714,0.0554866
1860.0,0.0462,1863.381,0.05776,0.04501948,0.0553644
1860.0,0.0464,1863.863,0.05760081,0.04525661,0.05524875
1860.0,0.0467,1864.345,0.0574584,0.04554585,0.05518494
1860.0,0.0469,1864.827,0.0573428,0.04584862,0.05520963
1860.0,0.0471,1865.31,0.0572691,0.04612723,0.05534062
1870.0,0.0473,1865.792,0.05725509,0.0463587,0.05556828
1870.0,0.0474,1866.274,0.05731755,0.04653778,0.0558525
1870.0,0.0474,1866.756,0.057467,0.0466734,0.05612348
1870.0,0.0474,1867.238,0.0577001,0.04677728,0.05630192
1870.0,0.0473,1867.72,0.05799253,0.04684919,0.05632384
1870.0,0.0471,1868.202,0.05829497,0.04686623,0.05617449
1870.0,0.0469,1868.684,0.05855063,0.04679103,0.05590528
1870.0,0.0467,1869.167,0.0587177,0.04659636,0.05561017
1870.0,0.0464,1869.649,0.05878744,0.04628824,0.05537374
1870.0,0.0463,1870.131,0.05877949,0.04590585,0.05522601
1870.0,0.0462,1870.613,0.05872292,0.04550291,0.0551489
1870.0,0.0462,1871.095,0.05864075,0.04513001,0.05510008
1870.0,0.0463,1871.577,0.05854442,0.04482146,0.05504129
1870.0,0.0464,1872.059,0.05843666,0.04459883,0.0549486
1870.0,0.0466,1872.541,0.05831732,0.04446943,0.0548175
1870.0,0.0467,1873.023,0.05818817,0.0444272,0.05466074
1870.0,0.0468,1873.506,0.05805714,0.04445599,0.05450091
1870.0,0.0469,1873.988,0.05793904,0.04453234,0.05436149
1870.0,0.0468,1874.47,0.05785016,0.04463273,0.05425717
1870.0,0.0467,1874.952,0.05780444,0.04473727,0.05419138
1870.0,0.0465,1875.434,0.05780494,0.04483391,0.05415695
1880.0,0.0463,1875.916,0.05784046,0.04492079,0.05414186
1880.0,0.0462,1876.398,0.05788514,0.04500389,0.05413359
1880.0,0.0461,1876.88,0.05790403,0.04509399,0.05412428
1880.0,0.0461,1877.363,0.05786523,0.04520229,0.05411102
1880.0,0.0462,1877.845,0.05774692,0.04533734,0.05409453
1880.0,0.0464,1878.327,0.05754836,0.04549978,0.05407854
1880.0,0.0466,1878.809,0.05729056,0.0456819,0.05406977
1880.0,0.0467,1879.291,0.05701553,0.04586626,0.05408036
1880.0,0.0467,1879.773,0.05677384,0.04603001,0.05412762
1880.0,0.0467,1880.255,0.05661261,0.04615133,0.05423153
1880.0,0.0465,1880.737,0.05656823,0.04621384,0.05441081
1880.0,0.0463,1881.219,0.05665493,0.04621411,0.05467191
1880.0,0.0461,1881.702,0.05686416,0.04616133,0.05500377
1880.0,0.0459,1882.184,0.05716661,0.04607551,0.05537144
1880.0,0.0457,1882.666,0.05752049,0.0459778,0.05572259
1880.0,0.0456,1883.148,0.05787872,0.04588541,0.05599602
1880.0,0.0455,1883.63,0.05819292,0.04580504,0.056133
1880.0,0.0455,1884.112,0.05842477,0.04573176,0.05610016
1880.0,0.0455,1884.594,0.05855012,0.04565359,0.05590051
1880.0,0.0455,1885.076,0.05856317,0.04555797,0.05557735
1890.0,0.0456,1885.558,0.05847485,0.04543997,0.05519769
1890.0,0.0456,1886.041,0.05830761,0.04530498,0.05483724
1890.0,0.0456,1886.523,0.0580879,0.04516902,0.05455958
1890.0,0.0457,1887.005,0.05783777,0.04505185,0.0544019
1890.0,0.0458,1887.487,0.05757582,0.04497617,0.05437626
1890.0,0.046,1887.969,0.05731717,0.04496033,0.05446757
1890.0,0.0463,1888.451,0.05707514,0.04501424,0.05464071
1890.0,0.0467,1888.933,0.05686375,0.04513453,0.0548446
1890.0,0.047,1889.415,0.05669589,0.04530312,0.05502874
1890.0,0.0472,1889.897,0.05658007,0.04549351,0.055163
1890.0,0.0473,1890.38,0.05651969,0.04567752,0.05524459
1890.0,0.0473,1890.862,0.05651399,0.04583427,0.05529447
1890.0,0.0472,1891.344,0.05656155,0.0459522,0.05533944
1890.0,0.0469,1891.826,0.05666206,0.04602455,0.05540178
