absorbance_6.1_1A,6.1_1A,absorbance_6.1_2A,6.1_2A,6.1_3A,6.1_4A
2300.0,0.0479,2295.84,0.06051971,0.04883242,0.05735109
2300.0,0.048,2296.322,0.06086039,0.04883897,0.05742155
2300.0,0.048,2296.804,0.06116456,0.0488292,0.0575364
2300.0,0.0482,2297.286,0.06143268,0.04882448,0.05766723
2300.0,0.0483,2297.768,0.06167039,0.04884235,0.05778306
2300.0,0.0484,2298.25,0.06187754,0.04889066,0.05785648
2300.0,0.0484,2298.732,0.06204068,0.04896429,0.05786757
2300.0,0.0484,2299.215,0.06213488,0.04904576,0.0578081
2300.0,0.0483,2299.697,0.06213327,0.04911018,0.0576822
2300.0,0.0481,2300.179,0.06202035,0.04912954,0.05750597
2300.0,0.0478,2300.661,0.06180427,0.04908216,0.05730342
2300.0,0.0475,2301.143,0.06152015,0.04895616,0.05710446
2300.0,0.0472,2301.625,0.06122416,0.04875038,0.05694086
2300.0,0.0471,2302.107,0.0609725,0.04847498,0.05683855
2300.0,0.047,2302.589,0.06080799,0.04814968,0.05681401
2300.0,0.047,2303.072,0.06074618,0.0478031,0.05686855
2300.0,0.0471,2303.554,0.06077353,0.04746826,0.05698875
2300.0,0.0472,2304.036,0.06085593,0.0471834,0.05714566
2300.0,0.0474,2304.518,0.06095282,0.04698626,0.05730056
2300.0,0.0477,2305.0,0.06103549,0.04690408,0.05741564
2310.0,0.0479,2305.482,0.0610923,0.04694938,0.05745842
2310.0,0.0482,2305.964,0.06113164,0.04711088,0.05741058
2310.0,0.0485,2306.446,0.06117258,0.04735732,0.05727179
2310.0,0.0487,2306.928,0.06123557,0.04763894,0.05705992
2310.0,0.049,2307.411,0.0613317,0.04790242,0.05680691
2310.0,0.0493,2307.893,0.06145833,0.04810605,0.05654983
2310.0,0.0495,2308.375,0.06159922,0.04822603,0.05632584
2310.0,0.0497,2308.857,0.06172977,0.04826204,0.05616195
2310.0,0.0497,2309.339,0.06182519,0.0482306,0.05606934
2310.0,0.0497,2309.821,0.06186271,0.0481573,0.05604166
2310.0,0.0496,2310.303,0.061827,0.04806441,0.05605604
2310.0,0.0495,2310.785,0.06171236,0.04796569,0.05608058
2310.0,0.0493,2311.268,0.06152324,0.04786965,0.0560795
2310.0,0.0491,2311.75,0.06127528,0.04778412,0.05602538
2310.0,0.0489,2312.232,0.0609938,0.04772342,0.05590856
2310.0,0.0488,2312.714,0.0607136,0.04771164,0.05573963
2310.0,0.0487,2313.196,0.06046907,0.04777317,0.05554833
2310.0,0.0487,2313.678,0.06028708,0.04792191,0.05537385
2310.0,0.0488,2314.16,0.06018032,0.04814768,0.05525561
2310.0,0.0488,2314.642,0.0601424,0.04841182,0.05521653
2310.0,0.0489,2315.125,0.06015177,0.04865361,0.05526032
2320.0,0.049,2315.606,0.06017792,0.0488047,0.05536953
2320.0,0.0491,2316.089,0.06019526,0.04881701,0.05551545
2320.0,0.0491,2316.571,0.06019111,0.04867906,0.05566926
2320.0,0.049,2317.053,0.06017092,0.04842695,0.05581305
2320.0,0.049,2317.535,0.06015564,0.04813061,0.05594598
2320.0,0.0489,2318.017,0.06017434,0.04787759,0.05608123
2320.0,0.0488,2318.499,0.06025289,0.0477424,0.0562354
2320.0,0.0487,2318.981,0.06040309,0.0477577,0.05641504
2320.0,0.0487,2319.463,0.06061726,0.04790648,0.05660678
2320.0,0.0487,2319.946,0.06086869,0.04812642,0.05677511
2320.0,0.0488,2320.428,0.06112156,0.04833879,0.05687581
2320.0,0.0489,2320.91,0.06133731,0.04847069,0.05686992
2320.0,0.0492,2321.392,0.06148639,0.04848188,0.05674472
2320.0,0.0494,2321.874,0.06155636,0.0483731,0.05652181
2320.0,0.0496,2322.356,0.06155287,0.04817815,0.0562571
2320.0,0.0498,2322.838,0.06149802,0.04794461,0.05602509
2320.0,0.05,2323.32,0.06142255,0.04771209,0.05589079
2320.0,0.05,2323.802,0.06136041,0.04750589,0.05589887
2320.0,0.0499,2324.285,0.06133798,0.04733521,0.05605866
2320.0,0.0497,2324.767,0.06136682,0.04720324,0.05634645
2320.0,0.0495,2325.249,0.06144019,0.04711916,0.05671662
2330.0,0.0493,2325.731,0.06153279,0.04710286,0.05711573
2330.0,0.0491,2326.213,0.06160768,0.04718047,0.05749566
2330.0,0.049,2326.695,0.06162244,0.04737467,0.05781678
2330.0,0.0489,2327.177,0.06154501,0.04768728,0.05805206
2330.0,0.0489,2327.659,0.06136476,0.0480914,0.05818568
2330.0,0.0489,2328.142,0.06110039,0.04852407,0.05821281
2330.0,0.0491,2328.624,0.0607967,0.04890402,0.05814246
2330.0,0.0492,2329.106,0.06051198,0.04915212,0.0579973
2330.0,0.0495,2329.588,0.06030273,0.0492118,0.05781626
2330.0,0.0497,2330.07,0.06020048,0.04907019,0.05764448
2330.0,0.05,2330.552,0.0602036,0.04875875,0.05752461
2330.0,0.0502,2331.034,0.06027795,0.04834451,0.05748588
2330.0,0.0504,2331.516,0.06037454,0.04790221,0.05753472
2330.0,0.0505,2331.999,0.06044763,0.04749697,0.05765436
2330.0,0.0505,2332.481,0.06047304,0.04717108,0.05781148
2330.0,0.0504,2332.963,0.06045761,0.04693926,0.05797028
2330.0,0.0502,2333.445,0.06043311,0.04679952,0.05810329
2330.0,0.0499,2333.927,0.0604444,0.04674485,0.05820001
2330.0,0.0497,2334.409,0.06052782,0.04677175,0.05826548
2330.0,0.0494,2334.891,0.06070057,0.04688118,0.05831242
2330.0,0.0492,2335.373,0.06095251,0.04707369,0.05835024
2340.0,0.049,2335.855,0.06125098,0.04734115,0.0583772
2340.0,0.0489,2336.338,0.06154989,0.04766012,0.05838135
2340.0,0.0488,2336.82,0.06180421,0.04799313,0.05834819
2340.0,0.0489,2337.302,0.06198517,0.04830004,0.05827457
2340.0,0.0489,2337.784,0.06208284,0.04854644,0.05817258
2340.0,0.049,2338.266,0.06210665,0.04871638,0.05806839
2340.0,0.0491,2338.748,0.06207753,0.04881478,0.05799149
2340.0,0.0492,2339.23,0.06202061,0.04886331,0.0579619
2340.0,0.0493,2339.712,0.06195752,0.0488873,0.05797929
2340.0,0.0493,2340.195,0.06190045,0.04890238,0.05801927
2340.0,0.0491,2340.677,0.06185275,0.04890763,0.05803959
2340.0,0.049,2341.159,0.06181041,0.04888539,0.0579998
2340.0,0.0487,2341.641,0.06176609,0.04881209,0.05788745
2340.0,0.0485,2342.123,0.06171307,0.0486702,0.0577336
2340.0,0.0482,2342.605,0.06164939,0.04846244,0.05760145
2340.0,0.048,2343.087,0.06157973,0.04821414,0.05755182
2340.0,0.0479,2343.569,0.06151568,0.04797123,0.05761225
2340.0,0.0478,2344.052,0.06147211,0.04778373,0.05776471
2340.0,0.0477,2344.534,0.06146194,0.04768935,0.05795844
2340.0,0.0477,2345.016,0.06149116,0.04770162,0.05813633
2350.0,0.0477,2345.498,0.06155505,0.04780445,0.05825994
2350.0,0.0477,2345.98,0.06163896,0.04796171,0.05831989
2350.0,0.0478,2346.462,0.06172339,0.04813031,0.05832575
2350.0,0.0479,2346.944,0.06179167,0.04827894,0.05829465
2350.0,0.0481,2347.426,0.06183409,0.04839187,0.0582387
2350.0,0.0482,2347.908,0.06184949,0.04847047,0.05816419
2350.0,0.0483,2348.391,0.06184374,0.04852798,0.05807631
2350.0,0.0483,2348.873,0.06182738,0.04858406,0.05798814
2350.0,0.0483,2349.355,0.06181269,0.0486598,0.05792227
2350.0,0.0483,2349.837,0.0618091,0.04877159,0.05790412
2350.0,0.0482,2350.319,0.06182126,0.0489266,0.05795512
2350.0,0.0482,2350.801,0.06184662,0.04911709,0.05807979
2350.0,0.0481,2351.283,0.06187505,0.04931926,0.05825997
2350.0,0.0482,2351.765,0.0618904,0.04949148,0.05845375
2350.0,0.0483,2352.248,0.0618761,0.0495844,0.05860716
2350.0,0.0484,2352.729,0.06182158,0.04955769,0.05867687
2350.0,0.0486,2353.212,0.0617272,0.04939341,0.05864747
2350.0,0.0488,2353.694,0.06160568,0.04910935,0.05854058
2350.0,0.049,2354.176,0.06147835,0.04875537,0.05839456
2350.0,0.0492,2354.658,0.06137199,0.04840917,0.05823985
2350.0,0.0495,2355.14,0.06131028,0.04815284,0.05807911
2360.0,0.0497,2355.622,0.06130784,0.04804702,0.05788806
2360.0,0.05,2356.104,0.06136521,0.04811614,0.0576461
2360.0,0.0504,2356.586,0.06146835,0.04833749,0.05737036
2360.0,0.0507,2357.069,0.06159276,0.04865357,0.05713002
2360.0,0.051,2357.551,0.06170631,0.04898508,0.05701843
2360.0,0.0513,2358.033,0.06177917,0.04925891,0.05707994
2360.0,0.0514,2358.515,0.06179115,0.04942841,0.05726662
2360.0,0.0513,2358.997,0.061736,0.04947817,0.05745853
2360.0,0.0511,2359.479,0.06162647,0.04942366,0.05755891
2360.0,0.0508,2359.961,0.06149037,0.0492994,0.05757439
2360.0,0.0505,2360.443,0.06136753,0.04914482,0.0576026
2360.0,0.0502,2360.926,0.06129755,0.04899009,0.05772786
2360.0,0.0499,2361.408,0.061312,0.04885231,0.0579415
2360.0,0.0499,2361.89,0.06142839,0.04873874,0.05816704
2360.0,0.0499,2362.372,0.0616458,0.04865163,0.05832387
2360.0,0.0501,2362.854,0.06194598,0.0485943,0.05837161
2360.0,0.0503,2363.336,0.06229461,0.04857491,0.05832526
2360.0,0.0505,2363.818,0.062652,0.04860546,0.0582378
2360.0,0.0506,2364.3,0.06297777,0.04869875,0.05815142
2360.0,0.0505,2364.782,0.06323687,0.04886294,0.05807066
2360.0,0.0503,2365.265,0.0634071,0.0490947,0.05796834
2370.0,0.05,2365.747,0.06347691,0.04937432,0.05782394
2370.0,0.0496,2366.229,0.06344666,0.04966073,0.0576447
2370.0,0.0492,2366.711,0.06332742,0.04989965,0.05745735
2370.0,0.0489,2367.193,0.06313941,0.05002758,0.0572987
2370.0,0.0487,2367.675,0.06290923,0.04999126,0.05718975
2370.0,0.0487,2368.157,0.0626663,0.04976893,0.05712658
2370.0,0.0488,2368.639,0.06244075,0.0493801,0.05707933
2370.0,0.0491,2369.122,0.06225924,0.0488912,0.05701511
2370.0,0.0493,2369.604,0.0621399,0.04839633,0.05692201
2370.0,0.0496,2370.086,0.06209245,0.0480026,0.05682063
2370.0,0.0499,2370.568,0.06211329,0.04779226,0.05675963
2370.0,0.0501,2371.05,0.06218821,0.04779576,0.0567899
2370.0,0.0502,2371.532,0.06229215,0.04798651,0.05694152
2370.0,0.0503,2372.014,0.06239687,0.04828721,0.05720158
2370.0,0.0503,2372.496,0.06247846,0.04860289,0.05751857
2370.0,0.0503,2372.979,0.06252154,0.04884485,0.05781443
2370.0,0.0503,2373.46,0.06252564,0.04896703,0.05801773
2370.0,0.0501,2373.943,0.06250426,0.04897348,0.05808955
2370.0,0.05,2374.425,0.06248121,0.04891332,0.05803089
2370.0,0.0498,2374.907,0.06248064,0.04885526,0.05788292
2370.0,0.0496,2375.389,0.06251901,0.04885925,0.05770502
2380.0,0.0495,2375.871,0.06259834,0.04895613,0.05755749
2380.0,0.0494,2376.353,0.06270402,0.04913474,0.05747606
2380.0,0.0494,2376.835,0.06280882,0.04935075,0.05747125
2380.0,0.0494,2377.317,0.06287975,0.04954164,0.05752864
2380.0,0.0495,2377.8,0.06289016,0.04965416,0.05762115
2380.0,0.0495,2378.282,0.06282528,0.04965807,0.05772207
2380.0,0.0496,2378.764,0.06268661,0.04955456,0.05781319
2380.0,0.0497,2379.246,0.06248942,0.04937222,0.05788766
2380.0,0.0497,2379.728,0.06225737,0.04915595,0.05794686
2380.0,0.0498,2380.21,0.06201566,0.04895259,0.05799432
2380.0,0.0499,2380.692,0.06178334,0.04879479,0.05803013
2380.0,0.05,2381.174,0.06157282,0.04869757,0.05804826
2380.0,0.05,2381.656,0.06139034,0.04865522,0.0580379
2380.0,0.05,2382.139,0.06123798,0.04864762,0.0579879
2380.0,0.0499,2382.621,0.06111819,0.04864573,0.05789041
2380.0,0.0497,2383.103,0.06103446,0.04862111,0.05774618
2380.0,0.0495,2383.585,0.06099027,0.04855577,0.05756501
2380.0,0.0493,2384.067,0.06098736,0.04844477,0.05736688
2380.0,0.0491,2384.549,0.06102239,0.04830044,0.0571783
2380.0,0.049,2385.031,0.06108617,0.04814797,0.05702567
2390.0,0.0489,2385.513,0.06116438,0.04802187,0.05693286
2390.0,0.0489,2385.996,0.06124151,0.04795488,0.05691445
2390.0,0.0489,2386.478,0.06130622,0.04796697,0.05697192
2390.0,0.0491,2386.96,0.06135316,0.04805969,0.05709298
2390.0,0.0493,2387.442,0.0613851,0.04821324,0.05725371
2390.0,0.0495,2387.924,0.0614096,0.04839325,0.05742458
2390.0,0.0497,2388.406,0.06143558,0.04855837,0.05757392
2390.0,0.0499,2388.888,0.0614674,0.0486762,0.05767678
2390.0,0.0501,2389.37,0.06150307,0.04873179,0.05771906
2390.0,0.0501,2389.853,0.06153338,0.04873081,0.05769762
2390.0,0.0501,2390.335,0.06154643,0.04869466,0.05762082
2390.0,0.0501,2390.817,0.06153175,0.0486505,0.05750323
2390.0,0.0499,2391.299,0.0614848,0.0486203,0.05736398
2390.0,0.0497,2391.781,0.06140837,0.04861291,0.05722205
2390.0,0.0495,2392.263,0.06131174,0.04862379,0.05709584
2390.0,0.0493,2392.745,0.06120755,0.04864183,0.05700427
2390.0,0.0492,2393.227,0.06110641,0.04865919,0.05696473
2390.0,0.0492,2393.709,0.06101559,0.04867825,0.05699332
2390.0,0.0492,2394.192,0.06093802,0.04871261,0.05710202
2390.0,0.0494,2394.674,0.06087488,0.04878051,0.05729285
2390.0,0.0497,2395.156,0.06082806,0.04889455,0.05755537
2400.0,0.05,2395.638,0.06080294,0.0490509,0.05786319
2400.0,0.0503,2396.12,0.06080748,0.04922745,0.0581802
2400.0,0.0505,2396.602,0.06085049,0.04938562,0.0584638
2400.0,0.0507,2397.084,0.06093709,0.04948332,0.05867404
2400.0,0.0507,2397.566,0.06106512,0.04949088,0.05878609
2400.0,0.0506,2398.049,0.06122321,0.04939933,0.05879312
2400.0,0.0504,2398.531,0.06139286,0.04922545,0.05870873
2400.0,0.05,2399.013,0.06155376,0.04900273,0.05856079
2400.0,0.0497,2399.495,0.06168792,0.04877421,0.05838582
2400.0,0.0493,2399.977,0.06178449,0.04857799,0.05821707
2400.0,0.0491,2400.459,0.06184233,0.04843786,0.05807223
2400.0,0.0489,2400.941,0.06186724,0.04836427,0.05796397
2400.0,0.0488,2401.423,0.06186907,0.04835596,0.05788654
2400.0,0.0489,2401.906,0.06185658,0.04840628,0.05782449
2400.0,0.049,2402.388,0.06183511,0.04850564,0.05775778
2400.0,0.0492,2402.87,0.06180581,0.04864277,0.05767021
2400.0,0.0493,2403.352,0.06176782,0.04880309,0.05755603
2400.0,0.0495,2403.834,0.06172201,0.04896369,0.05742181
2400.0,0.0497,2404.316,0.06167408,0.0490969,0.05728698
2400.0,0.0498,2404.798,0.06163481,0.04917421,0.05717858
2400.0,0.05,2405.28,0.06161886,0.04917339,0.05712709
2410.0,0.05,2405.762,0.06163862,0.04908785,0.05715569
2410.0,0.0501,2406.245,0.06169868,0.04893079,0.05727365
2410.0,0.05,2406.727,0.06179143,0.04873409,0.05747088
2410.0,0.05,2407.209,0.06189715,0.04853805,0.05771877
2410.0,0.0499,2407.691,0.06198711,0.04838125,0.05797439
2410.0,0.0498,2408.173,0.06203013,0.04829152,0.05818781
2410.0,0.0497,2408.655,0.06200356,0.04827822,0.05831758
2410.0,0.0495,2409.137,0.06189908,0.04833225,0.05833985
2410.0,0.0492,2409.619,0.06172686,0.04843077,0.05825482
2410.0,0.049,2410.102,0.06151253,0.04854488,0.05808693
2410.0,0.0487,2410.583,0.06129135,0.04864564,0.05787916
2410.0,0.0486,2411.066,0.06109976,0.04870749,0.05768223
2410.0,0.0485,2411.548,0.06096431,0.0487138,0.05753691
2410.0,0.0486,2412.03,0.06089852,0.04865526,0.05746848
2410.0,0.0489,2412.512,0.06090125,0.04853228,0.05747981
2410.0,0.0492,2412.994,0.06096162,0.04835526,0.05755458
2410.0,0.0495,2413.476,0.06106387,0.04814541,0.05766417
2410.0,0.0499,2413.958,0.06119419,0.04793361,0.05777808
2410.0,0.0501,2414.44,0.06134396,0.04775299,0.05787364
2410.0,0.0503,2414.923,0.06150838,0.04763557,0.05793946
2410.0,0.0503,2415.405,0.06168258,0.04760344,0.05797485
2420.0,0.0502,2415.887,0.06185781,0.04766357,0.05798691
2420.0,0.05,2416.369,0.06201762,0.04780744,0.05798387
2420.0,0.0499,2416.851,0.06213974,0.04801311,0.05797131
2420.0,0.0497,2417.333,0.06220303,0.04825416,0.05795028
2420.0,0.0495,2417.815,0.06219256,0.04850288,0.05791843
2420.0,0.0494,2418.297,0.0621078,0.04873888,0.05787235
2420.0,0.0493,2418.78,0.0619641,0.0489504,0.05780988
2420.0,0.0492,2419.262,0.06179112,0.0491318,0.05773153
2420.0,0.0491,2419.744,0.0616228,0.04928113,0.057641
2420.0,0.049,2420.226,0.06148717,0.04939662,0.05754364
2420.0,0.0489,2420.708,0.06140063,0.04947448,0.05744733
2420.0,0.0489,2421.19,0.06136174,0.04951086,0.05736087
2420.0,0.049,2421.672,0.06135674,0.04950346,0.05729425
2420.0,0.0491,2422.154,0.06136431,0.04945442,0.05725807
2420.0,0.0493,2422.636,0.06136775,0.0493717,0.05726057
2420.0,0.0495,2423.119,0.06135958,0.04926789,0.05730462
2420.0,0.0497,2423.601,0.06134338,0.04915955,0.05738538
2420.0,0.0499,2424.083,0.06132963,0.04906211,0.05748917
2420.0,0.05,2424.565,0.06132871,0.04898854,0.05759554
2420.0,0.05,2425.047,0.06134411,0.04894733,0.0576812
2430.0,0.0499,2425.529,0.06137038,0.0489404,0.05772901
2430.0,0.0497,2426.011,0.06139509,0.04896417,0.0577307
2430.0,0.0494,2426.493,0.06140584,0.04900891,0.05769155
2430.0,0.0492,2426.976,0.06139889,0.04906183,0.05762597
2430.0,0.049,2427.458,0.06138301,0.04910844,0.0575533
2430.0,0.0489,2427.94,0.06137955,0.0491347,0.05748974
2430.0,0.0489,2428.422,0.06141303,0.04913172,0.05744266
2430.0,0.0489,2428.904,0.06150357,0.04909724,0.05740875
2430.0,0.0489,2429.386,0.06165561,0.04903661,0.05737622
2430.0,0.0489,2429.868,0.06185581,0.04896071,0.05733092
2430.0,0.049,2430.35,0.06207405,0.04888379,0.05726085
2430.0,0.049,2430.833,0.06227354,0.04881831,0.05716131
2430.0,0.049,2431.314,0.06242526,0.04877119,0.05703631
2430.0,0.0491,2431.797,0.06251436,0.04874318,0.05689844
2430.0,0.0492,2432.279,0.06254615,0.04872946,0.05676588
2430.0,0.0493,2432.761,0.06254099,0.04872328,0.05665936
2430.0,0.0495,2433.243,0.06252678,0.04871929,0.0566013
2430.0,0.0496,2433.725,0.06252589,0.04871603,0.05661217
2430.0,0.0497,2434.207,0.06254727,0.04871657,0.05670666
2430.0,0.0497,2434.689,0.06258438,0.04872686,0.05689107
2430.0,0.0496,2435.171,0.06261965,0.04875191,0.05715699
2440.0,0.0495,2435.654,0.06263346,0.04879321,0.05748208
2440.0,0.0493,2436.136,0.06261223,0.04884675,0.05782811
2440.0,0.0491,2436.618,0.06255487,0.04890408,0.05815075
2440.0,0.0488,2437.1,0.06247282,0.04895459,0.05841098
2440.0,0.0486,2437.582,0.06238495,0.04898786,0.05858263
2440.0,0.0484,2438.064,0.06230869,0.04899775,0.05866247
2440.0,0.0483,2438.546,0.06225429,0.04898347,0.05866916
2440.0,0.0482,2439.028,0.06222139,0.04894995,0.05863722
2440.0,0.0482,2439.51,0.06220191,0.04890671,0.05860209
2440.0,0.0483,2439.993,0.06218516,0.04886581,0.05858951
2440.0,0.0484,2440.475,0.06216404,0.04884013,0.05860686
2440.0,0.0485,2440.957,0.06213919,0.04883905,0.05864219
2440.0,0.0486,2441.439,0.06211791,0.04886644,0.05867057
2440.0,0.0486,2441.921,0.06211015,0.04891747,0.05866344
2440.0,0.0487,2442.403,0.06212086,0.04897874,0.05860112
2440.0,0.0487,2442.885,0.06214639,0.04902818,0.05847682
2440.0,0.0487,2443.367,0.06217272,0.04903992,0.05829748
2440.0,0.0487,2443.85,0.06218077,0.04899238,0.05807886
2440.0,0.0488,2444.332,0.06215281,0.04887491,0.05784104
2440.0,0.0489,2444.814,0.06208019,0.04869458,0.05760299
2440.0,0.049,2445.296,0.06196846,0.04847588,0.05737965
2450.0,0.0491,2445.778,0.06183637,0.04825931,0.05718493
2450.0,0.0493,2446.26,0.06170911,0.04809068,0.05703188
2450.0,0.0493,2446.742,0.06160809,0.04800544,0.05693202
2450.0,0.0494,2447.224,0.0615436,0.04802271,0.0568953
2450.0,0.0494,2447.707,0.06150947,0.04813527,0.05692519
2450.0,0.0494,2448.189,0.06148605,0.04831425,0.05701721
2450.0,0.0495,2448.671,0.0614462,0.04851497,0.05715674
2450.0,0.0495,2449.153,0.06136771,0.04869268,0.0573239
2450.0,0.0496,2449.635,0.06124222,0.04881755,0.05749812
2450.0,0.0497,2450.117,0.06107982,0.04887938,0.05766069
2450.0,0.0498,2450.599,0.0609068,0.04889156,0.05779898
2450.0,0.0499,2451.081,0.06075608,0.04888201,0.05790477
2450.0,0.05,2451.563,0.06065977,0.04888488,0.05797241
2450.0,0.05,2452.046,0.06063678,0.04892484,0.05799723
2450.0,0.05,2452.528,0.06068875,0.04901157,0.05797653
2450.0,0.0499,2453.01,0.06080209,0.04913642,0.05791298
2450.0,0.0498,2453.492,0.06095376,0.0492784,0.05781855
2450.0,0.0496,2453.974,0.06111997,0.04941154,0.05771538
2450.0,0.0495,2454.456,0.06128141,0.04951333,0.05763515
2450.0,0.0494,2454.938,0.06142759,0.04957198,0.05760806
2450.0,0.0494,2455.42,0.06155577,0.04958652,0.05765474
2460.0,0.0494,2455.903,0.06166668,0.04956501,0.05777689
2460.0,0.0494,2456.385,0.06176149,0.04951809,0.05795613
2460.0,0.0493,2456.867,0.06183986,0.04945509,0.05815788
2460.0,0.0493,2457.349,0.06190039,0.04938225,0.05834218
2460.0,0.0492,2457.831,0.06194317,0.04930274,0.05848013
2460.0,0.0492,2458.313,0.0619709,0.04921976,0.05856048
2460.0,0.0493,2458.795,0.06198952,0.04914097,0.05859241
2460.0,0.0493,2459.277,0.06200505,0.04907802,0.0585992
2460.0,0.0495,2459.76,0.06201984,0.04904627,0.05860811
2460.0,0.0496,2460.242,0.06202943,0.04905972,0.05863844
2460.0,0.0496,2460.724,0.06202359,0.0491252,0.05869477
2460.0,0.0496,2461.206,0.06199019,0.04923824,0.05876717
2460.0,0.0494,2461.688,0.06192216,0.04938268,0.05883643
2460.0,0.0491,2462.17,0.0618245,0.04953491,0.05888366
2460.0,0.0487,2462.652,0.06171757,0.04966842,0.05889394
2460.0,0.0484,2463.134,0.06163425,0.04976287,0.05886061
2460.0,0.0481,2463.616,0.06160873,0.0498102,0.05878355
2460.0,0.0479,2464.099,0.06166865,0.0498157,0.05866615
2460.0,0.0478,2464.581,0.06182219,0.04979576,0.05851337
2460.0,0.0479,2465.063,0.06205579,0.04976959,0.05833269
2470.0,0.048,2465.545,0.06233519,0.04975374,0.05813779
2470.0,0.0482,2466.027,0.0626183,0.04975311,0.05794919
2470.0,0.0484,2466.509,0.06286651,0.04976074,0.05779287
2470.0,0.0485,2466.991,0.06305271,0.04975887,0.05769571
2470.0,0.0486,2467.473,0.06316718,0.04972781,0.0576746
2470.0,0.0487,2467.956,0.06321378,0.04965414,0.0577292
2470.0,0.0487,2468.438,0.06320282,0.04953703,0.05783853
2470.0,0.0487,2468.92,0.06314278,0.0493902,0.05796577
2470.0,0.0486,2469.402,0.06303652,0.04923874,0.05807107
2470.0,0.0485,2469.884,0.06288365,0.04911197,0.05812176
2470.0,0.0485,2470.366,0.06268656,0.04903205,0.05810653
2470.0,0.0485,2470.848,0.06245743,0.04900822,0.05803712
2470.0,0.0486,2471.33,0.06222226,0.0490328,0.05794445
2470.0,0.0488,2471.813,0.0620152,0.0490861,0.05786321
2470.0,0.0491,2472.294,0.06187093,0.04914309,0.05782237
2470.0,0.0495,2472.777,0.06181261,0.04918178,0.05783351
2470.0,0.0498,2473.259,0.06184169,0.04919147,0.05789034
2470.0,0.05,2473.741,0.06193653,0.04917353,0.05797337
2470.0,0.0502,2474.223,0.06205825,0.04913824,0.0580598
2470.0,0.0502,2474.705,0.06216638,0.04909727,0.05813384
2470.0,0.0501,2475.187,0.06222916,0.04905764,0.05818981
2480.0,0.05,2475.669,0.0622354,0.0490172,0.05823177
2480.0,0.0498,2476.151,0.06219482,0.04896637,0.05826726
2480.0,0.0496,2476.634,0.06213142,0.04889242,0.05830161
2480.0,0.0494,2477.116,0.06207119,0.04878726,0.05833404
2480.0,0.0493,2477.598,0.06202943,0.04865307,0.05835782
2480.0,0.0492,2478.08,0.06200631,0.04850389,0.05836506
2480.0,0.0492,2478.562,0.06198744,0.0483622,0.05835161
2480.0,0.0492,2479.044,0.06195474,0.048251,0.05832027
2480.0,0.0492,2479.526,0.0618945,0.04818881,0.05828134
2480.0,0.0492,2480.008,0.06180763,0.04818301,0.05824847
2480.0,0.0493,2480.49,0.06171004,0.04822994,0.05823246
2480.0,0.0493,2480.973,0.06162883,0.04831696,0.05823857
2480.0,0.0493,2481.455,0.06159037,0.04842861,0.0582636
2480.0,0.0494,2481.937,0.06161013,0.04854965,0.05829797
2480.0,0.0493,2482.419,0.06168724,0.04866617,0.05832889
2480.0,0.0493,2482.901,0.06180479,0.04876538,0.05834537
2480.0,0.0492,2483.383,0.06193671,0.04883396,0.05833999
2480.0,0.0491,2483.865,0.06205701,0.04885723,0.0583109
2480.0,0.049,2484.347,0.06214973,0.04882238,0.0582604
2480.0,0.049,2484.83,0.06221331,0.04872393,0.0581948
2480.0,0.0489,2485.312,0.06225849,0.04856914,0.0581239
2490.0,0.0489,2485.794,0.06230187,0.0483806,0.05805985
2490.0,0.0489,2486.276,0.06235701,0.04819436,0.05801691
2490.0,0.049,2486.758,0.0624282,0.04805421,0.05801011
2490.0,0.0491,2487.24,0.0625072,0.04799606,0.05805051
2490.0,0.0493,2487.722,0.06257591,0.04804026,0.05814189
2490.0,0.0495,2488.204,0.06261298,0.04818236,0.05827733
2490.0,0.0496,2488.687,0.06260273,0.04839463,0.05843988
2490.0,0.0498,2489.168,0.06254074,0.04863107,0.05860419
2490.0,0.05,2489.651,0.06243628,0.04883854,0.05874249
2490.0,0.0501,2490.133,0.06230963,0.04897374,0.05883358
2490.0,0.0503,2490.615,0.06218686,0.04900803,0.05886478
2490.0,0.0504,2491.097,0.06209166,0.04893504,0.05883577
2490.0,0.0505,2491.579,0.0620376,0.04876888,0.05875513
2490.0,0.0506,2492.061,0.06202649,0.04854038,0.05863573
2490.0,0.0507,2492.543,0.06204784,0.04828942,0.05848954
2490.0,0.0508,2493.025,0.06208552,0.04805581,0.05832435
2490.0,0.0508,2493.508,0.06212264,0.04787776,0.05814576
2490.0,0.0508,2493.99,0.06214892,0.04778426,0.05796053
2490.0,0.0509,2494.472,0.06216361,0.04779092,0.05778142
2490.0,0.0509,2494.954,0.06217488,0.0478986,0.05763068
2490.0,0.051,2495.436,0.06219553,0.04809064,0.05753692
2500.0,0.0511,2495.918,0.06223698,0.04833623,0.05752815
2500.0,0.0512,2496.4,0.06230489,0.04859185,0.05762373
2500.0,0.0513,2496.882,0.06239644,0.04881214,0.05782403
2500.0,0.0513,2497.365,0.06250113,0.04895985,0.05810749
2500.0,0.0513,2497.847,0.06260358,0.04901186,0.05843047
2500.0,0.0513,2498.329,0.06268916,0.0489668,0.05873928
2500.0,0.0513,2498.811,0.0627474,0.04884352,0.05898391
2500.0,0.0512,2499.293,0.06277303,0.04867712,0.05912746
2500.0,0.0511,2499.775,0.06276689,0.04850688,0.05915849
