absorbance_1.7_1A,1.7_1A,1.7_2A,1.7_3A,1.7_4A,1.7_5,2.8_1A,2.8_2A,2.8_3A,2.8_4A,3.10_1A,3.10_2A,3.10_3A,3.10_4A,3.10_5A,3.1_1,3.1_2,3.1_3,3.1_4,4.3_1A,4.3_2A,4.3_3A,4.3_4A,4.3_5A,5.1_1A,5.1_2A,5.1_3A,5.1_4A,5.1_5A
3473.651,0.0811734,0.08169478,0.06369286,0.07044864,0.08421506,0.05468514,0.07043474,0.0399,0.03282871,0.07248516,0.05190876,0.04351009,0.06936546,0.02200349,0.07386343,0.05473616,0.06302574,0.06159598,0.08373517,0.1518119,0.05538827,0.02171292,0.07630347,0.1354285,0.09327189,0.03228918,0.04827832,0.1150087
3474.133,0.08136171,0.08210522,0.06369554,0.07083561,0.08376926,0.05504571,0.07034849,0.0399029,0.03330182,0.07251446,0.05207925,0.04377783,0.0694521,0.02174366,0.07406549,0.05469693,0.06291169,0.06164749,0.08355077,0.1518531,0.05564632,0.02207238,0.07659039,0.1350158,0.09334226,0.03177912,0.04823004,0.1149806
3474.615,0.08139732,0.08240155,0.06361049,0.07132082,0.08343927,0.05520107,0.07018525,0.03973302,0.0336065,0.07243111,0.05244217,0.04413414,0.06940903,0.02157659,0.07452499,0.0546902,0.06276266,0.06161153,0.08323278,0.1518977,0.05578071,0.02230855,0.07694645,0.1343862,0.09344506,0.03122701,0.04815558,0.1148333
3475.097,0.08133776,0.08253574,0.0635083,0.07181669,0.08324553,0.05517197,0.06995934,0.03942633,0.03366749,0.07223171,0.05296292,0.04452894,0.06924683,0.02148343,0.07522778,0.05470613,0.06260843,0.06149484,0.082809,0.1519123,0.05577357,0.02240383,0.07733528,0.1336667,0.09356194,0.03069861,0.04804511,0.1145992
3475.579,0.08126335,0.08251749,0.06343979,0.07224227,0.08318406,0.05500674,0.06969817,0.03905103,0.0334724,0.07192657,0.05357056,0.04490556,0.06901027,0.02141911,0.07610121,0.05473271,0.06247349,0.06132677,0.08233186,0.151863,0.05563199,0.02235576,0.07769885,0.1329884,0.09369019,0.03024677,0.04792366,0.1143317
3476.062,0.08123742,0.0823992,0.06341013,0.0725493,0.08322997,0.05476333,0.06943852,0.03867719,0.03306944,0.07154068,0.05418266,0.04521727,0.06876142,0.02133949,0.07703387,0.05476283,0.06237158,0.06114885,0.08186076,0.1517328,0.05537888,0.02218303,0.07797801,0.1324472,0.09384052,0.02989719,0.04783789,0.1140824
3476.543,0.08128859,0.08225699,0.06337752,0.07272467,0.08334261,0.05450271,0.06922259,0.03835948,0.03254744,0.07111465,0.05472209,0.0454286,0.06856494,0.02122002,0.07789151,0.05479504,0.0623068,0.0610058,0.0814538,0.1515277,0.05504296,0.0219276,0.0781246,0.1320982,0.09403002,0.02965037,0.04784019,0.113892
3477.026,0.08139967,0.08216637,0.06327246,0.07278816,0.08347587,0.05428102,0.06908449,0.03812205,0.03200785,0.07070016,0.05513556,0.04551368,0.06846689,0.02107091,0.07854907,0.05483237,0.06227829,0.06093179,0.08115409,0.1512736,0.05465367,0.02164786,0.07811616,0.131946,0.09427059,0.02949105,0.04796509,0.1137841
3477.508,0.08152144,0.08218219,0.06303554,0.07277459,0.08359251,0.05413995,0.06903551,0.03795949,0.03153091,0.07034937,0.05540305,0.04545647,0.06847925,0.02092909,0.07892635,0.05487697,0.0622851,0.06093903,0.08098084,0.1510043,0.05423801,0.02139932,0.07796039,0.1319546,0.09456191,0.02940493,0.04821674,0.1137658
3477.99,0.08158742,0.0823409,0.06264295,0.07272079,0.08366735,0.05410739,0.06905792,0.03785105,0.03116934,0.07011314,0.05552993,0.04524927,0.06857843,0.02084441,0.07899012,0.05492479,0.06232833,0.06101723,0.08093441,0.1507505,0.05382977,0.02122425,0.07769447,0.1320592,0.0948879,0.0293893,0.04856484,0.1138321
3478.472,0.08153679,0.08265738,0.06212967,0.07265153,0.08369519,0.05419031,0.06910647,0.03777746,0.03094261,0.07003281,0.05553884,0.04489922,0.06871055,0.02085355,0.07876053,0.05496102,0.06241331,0.06113636,0.08099885,0.1505305,0.05347571,0.0211361,0.07737868,0.1321834,0.09521856,0.02945831,0.04895157,0.1139662
3478.954,0.08133489,0.0831297,0.06158055,0.07257352,0.08369046,0.05437314,0.06912708,0.03773632,0.03084452,0.07013363,0.05545409,0.04443452,0.06881217,0.0209598,0.07829188,0.05496102,0.06254572,0.06125981,0.081152,0.1503475,0.05323201,0.02111802,0.07708066,0.1322617,0.0955184,0.02963453,0.04931176,0.1141393
3479.436,0.08097935,0.08373926,0.0611169,0.07247833,0.08368529,0.05461524,0.06906934,0.03774836,0.03085676,0.07042014,0.05529761,0.04391679,0.06882079,0.02112433,0.07765821,0.05489137,0.06272708,0.06135159,0.08136895,0.1501939,0.0531645,0.02113005,0.07687211,0.1322466,0.09575143,0.02993355,0.04958497,0.1143056
3479.918,0.0805054,0.08444753,0.0608568,0.07235041,0.08372268,0.05485704,0.06891169,0.03784889,0.03095901,0.07086894,0.05508489,0.04343643,0.06869595,0.02127567,0.0769317,0.0547193,0.06294776,0.0613874,0.08162543,0.1500583,0.05332959,0.02112629,0.07681303,0.1321209,0.09589197,0.03034367,0.04973655,0.1144054
3480.4,0.07997511,0.08519846,0.06087091,0.07217908,0.08384129,0.05503657,0.06867082,0.03806701,0.03113637,0.07143047,0.054829,0.04309205,0.06842963,0.02133955,0.07616867,0.05442461,0.0631863,0.0613584,0.0819001,0.1499323,0.05375308,0.02107712,0.07693712,0.1318969,0.09593017,0.0308178,0.04976829,0.1143807
3480.883,0.07947065,0.08591289,0.06116459,0.07196558,0.08406579,0.05509821,0.06839871,0.03840292,0.03137238,0.07202393,0.05454779,0.04297304,0.06804752,0.02126319,0.07541715,0.05400996,0.06340463,0.06126644,0.08216721,0.1498102,0.05441248,0.02097814,0.07724538,0.1316098,0.09587491,0.03127067,0.0497191,0.1141879
3481.365,0.07907092,0.08650422,0.06166888,0.07172859,0.08439279,0.05501152,0.06816134,0.03880974,0.03164531,0.07255402,0.05426692,0.04311975,0.06760155,0.02104605,0.07472195,0.05350877,0.06355716,0.06111965,0.08239755,0.1496846,0.05522985,0.02085188,0.07769736,0.1313023,0.09574979,0.03160346,0.04965278,0.1138226
3481.847,0.07883022,0.08690157,0.06227196,0.07149763,0.08478635,0.05477821,0.06801139,0.03920273,0.03192524,0.07293644,0.05401403,0.0435053,0.06715167,0.02073969,0.07413096,0.05297774,0.06360404,0.06092549,0.08256014,0.1495403,0.05609258,0.02073113,0.07821991,0.1310085,0.09558233,0.03173897,0.04963186,0.1133283
3482.329,0.07876754,0.08706325,0.06284624,0.0713084,0.08518299,0.05442638,0.06797246,0.03947643,0.03217622,0.07311063,0.05381429,0.04403657,0.06675661,0.0204343,0.07369741,0.05248908,0.06351888,0.06069166,0.0826245,0.1493502,0.05687086,0.02064092,0.07871459,0.1307481,0.09539597,0.03164151,0.04970231,0.1127924
3482.811,0.07886156,0.08699353,0.06329462,0.07119258,0.08550932,0.05400034,0.06803418,0.03954798,0.03237016,0.0730611,0.05367933,0.04458515,0.06645704,0.0202178,0.07346435,0.05210699,0.06330116,0.06042999,0.08256976,0.1490826,0.05745946,0.020583,0.0790851,0.1305266,0.09519923,0.03133107,0.04987292,0.1123196
3483.293,0.07906212,0.08673514,0.06356888,0.07117154,0.08570474,0.05354533,0.06816816,0.03938717,0.03249736,0.07281342,0.05360547,0.04503413,0.06627525,0.02014323,0.07344799,0.05186863,0.06297556,0.06016005,0.08238848,0.1487146,0.05779809,0.02053821,0.07926088,0.1303457,0.09498515,0.03086722,0.05011898,0.1119981
3483.775,0.07930205,0.08635782,0.06366061,0.07125873,0.08573225,0.05310389,0.06834385,0.03902294,0.03257037,0.07242296,0.05357768,0.04530169,0.06622041,0.02021752,0.07362977,0.05178162,0.06258839,0.05991351,0.08208658,0.1482455,0.05786934,0.0204791,0.0792041,0.1302134,0.09473757,0.03033156,0.05039099,0.1118879
3484.257,0.07951848,0.08593515,0.06358933,0.07145931,0.08559114,0.05271061,0.06854332,0.03853484,0.03261834,0.07195169,0.05357894,0.04536901,0.06629355,0.02040344,0.07395399,0.05182209,0.06219457,0.05972775,0.08168311,0.1477077,0.05769178,0.02038924,0.07891995,0.1301473,0.09444209,0.02980257,0.05063297,0.1120062
3484.74,0.07966494,0.08552732,0.06338246,0.07177015,0.08531458,0.05239129,0.06876454,0.03802286,0.03267308,0.07144827,0.05359871,0.04527295,0.0664923,0.02064265,0.07434553,0.05194939,0.06184619,0.05963547,0.08120488,0.1471654,0.0573055,0.02027507,0.0784523,0.1301697,0.09409583,0.02934524,0.0507996,0.1123347
3485.222,0.07971415,0.08517705,0.06306632,0.07217588,0.08496458,0.05216542,0.06900987,0.03758653,0.03275434,0.07094172,0.05363754,0.04509626,0.06681015,0.02087424,0.07472049,0.05211528,0.0615841,0.05965428,0.08068879,0.1467127,0.05676539,0.02016927,0.07788172,0.1302954,0.09371557,0.0290171,0.050861,0.1128267
3485.704,0.07966314,0.08490262,0.06266361,0.07264382,0.0846146,0.05203825,0.06927428,0.03728661,0.03285543,0.07043755,0.05370578,0.044936,0.06723218,0.02105905,0.0750159,0.05228448,0.06142486,0.05977516,0.08017593,0.1464448,0.05613562,0.02011987,0.0773093,0.1305133,0.09333672,0.028865,0.05081066,0.1134199
3486.186,0.07952808,0.08470173,0.06219608,0.07312378,0.08433088,0.0519967,0.06953471,0.03713095,0.03294211,0.06992924,0.05381517,0.04487512,0.06773092,0.02118483,0.07520291,0.05244329,0.06135701,0.05996207,0.07970942,0.1464362,0.0554882,0.02017106,0.07683732,0.1307794,0.09300298,0.02892729,0.05066164,0.1140459
3486.668,0.07933942,0.08455875,0.06169445,0.07354761,0.08416096,0.05200575,0.06974568,0.03707282,0.0329591,0.06941543,0.05396983,0.04496343,0.06825951,0.02126033,0.07528898,0.05260411,0.06134124,0.06015875,0.07933286,0.1467158,0.05490611,0.0203471,0.07655464,0.1310144,0.09275676,0.02922581,0.05044069,0.1146317
3487.15,0.07913317,0.08445194,0.06119619,0.07384879,0.08411926,0.05201764,0.0698529,0.03703412,0.03285572,0.06891659,0.0541583,0.04519609,0.0687582,0.02130115,0.07530721,0.05279652,0.06132417,0.06031263,0.07907975,0.1472519,0.05446493,0.02063589,0.07650529,0.1311319,0.0926178,0.02975084,0.05017669,0.1151128
3487.632,0.07894478,0.08436195,0.06074369,0.07398137,0.08419126,0.051988,0.06981133,0.03693892,0.03260854,0.06848162,0.05435294,0.04551807,0.06916142,0.02131172,0.07529502,0.05305076,0.06125505,0.06039455,0.07896907,0.1479571,0.05421979,0.02099159,0.07667888,0.131067,0.09257662,0.03045035,0.04989291,0.1154399
3488.114,0.0788076,0.08427305,0.06037616,0.07393758,0.08434465,0.05189408,0.06960005,0.03674715,0.03223537,0.06818462,0.0545167,0.04583749,0.06940851,0.02127736,0.07527489,0.05337952,0.06110078,0.06041458,0.07900224,0.1487039,0.05419001,0.02134507,0.07701204,0.1308041,0.09259607,0.03122495,0.04960487,0.1155839
3488.596,0.07874908,0.08417637,0.06011779,0.07375665,0.08454973,0.05174991,0.06923345,0.036475,0.03179164,0.06809731,0.05461815,0.04605926,0.06946368,0.02116911,0.0752452,0.05376401,0.06086023,0.06041636,0.07916415,0.1493664,0.0543491,0.02163101,0.07741147,0.1303886,0.09263014,0.03195182,0.04932106,0.1155452
3489.079,0.07878826,0.08406646,0.05997378,0.07351561,0.08478943,0.05160546,0.06875584,0.03618953,0.03135309,0.06826846,0.05464245,0.046108,0.06932432,0.02095967,0.0751886,0.05415627,0.06056167,0.06046181,0.079429,0.1498418,0.05463193,0.02180231,0.07777796,0.1299125,0.09264035,0.03250837,0.04905003,0.1153538
3489.561,0.07893482,0.08394045,0.05992869,0.07331089,0.08506187,0.05153362,0.06822938,0.03598602,0.03099167,0.06870185,0.05459821,0.04594803,0.06902719,0.02064191,0.07508972,0.05449174,0.06025482,0.06060372,0.07976676,0.1500667,0.0549513,0.02183736,0.07803101,0.1294887,0.09261248,0.03279955,0.04880483,0.1150688
3490.043,0.07918245,0.08379604,0.05995502,0.07322013,0.08537365,0.05159876,0.06771329,0.0359455,0.03074946,0.06934989,0.05451456,0.04559311,0.06864045,0.02023924,0.07495453,0.05471746,0.05999193,0.06085989,0.08015289,0.1500279,0.05523114,0.02174112,0.07813157,0.1292052,0.09256015,0.03278837,0.04860368,0.114761
3490.525,0.07950573,0.08363393,0.06001846,0.07328328,0.0857265,0.05183784,0.06725506,0.03611156,0.03063281,0.0701217,0.05443372,0.0451002,0.06825303,0.01980505,0.07481706,0.05480861,0.05981853,0.06120468,0.0805705,0.1497538,0.05542447,0.02153731,0.07808296,0.1291087,0.09251663,0.0324948,0.04846672,0.1145025
3491.007,0.07985979,0.08345971,0.06008639,0.07348627,0.08610707,0.05224115,0.06688426,0.03647336,0.03061513,0.07090038,0.05440057,0.0445581,0.06795898,0.01940967,0.07473247,0.05478235,0.05976466,0.06157027,0.08101015,0.1493087,0.05552536,0.02126388,0.07792738,0.129196,0.09252056,0.03198949,0.04841124,0.1143489
3491.489,0.08019157,0.08328442,0.06013507,0.07376853,0.0864864,0.05275455,0.06661219,0.03697396,0.03065154,0.07157774,0.0544478,0.04405891,0.06782816,0.01911407,0.07475232,0.054691,0.05984041,0.06187318,0.08146809,0.1487752,0.05556481,0.02096375,0.07772583,0.129428,0.09259669,0.03136384,0.04844557,0.1143236
3491.971,0.08044694,0.08312609,0.06014778,0.07403991,0.08682407,0.05328836,0.06643841,0.03752474,0.03069426,0.07206557,0.05459173,0.04368483,0.0678983,0.01895741,0.07490432,0.05460898,0.06004008,0.06202966,0.08194061,0.1482503,0.05559198,0.02068793,0.07754282,0.1297501,0.09274773,0.030714,0.04856882,0.1144161
3492.453,0.08058578,0.08300728,0.06011592,0.07421134,0.08708062,0.05373945,0.06635489,0.03803243,0.03070553,0.07231238,0.05482659,0.04348982,0.06816114,0.01894665,0.07517279,0.05460745,0.06034332,0.06198228,0.08241878,0.1478314,0.05564883,0.02049009,0.07742769,0.1301156,0.0929525,0.03011995,0.04877092,0.1145863
3492.936,0.08059467,0.08294827,0.06003604,0.07422872,0.08723255,0.05402486,0.06635053,0.03842935,0.03066589,0.07230791,0.05512799,0.04348778,0.0685687,0.01906161,0.07549874,0.05472664,0.06072021,0.06171712,0.08288784,0.1475939,0.05574601,0.02041385,0.07739747,0.130499,0.09317508,0.02963078,0.04903802,0.1147821
3493.418,0.08048651,0.08296204,0.0599069,0.07408731,0.08727756,0.05409259,0.06641098,0.03867988,0.03057091,0.07207748,0.05545446,0.04365577,0.06904014,0.01926872,0.07579133,0.05496513,0.0611288,0.06126292,0.08332535,0.1475853,0.05585454,0.02048568,0.07743729,0.130889,0.0933753,0.02927095,0.04935334,0.1149516
3493.9,0.08029624,0.08304797,0.05973063,0.07383692,0.08723519,0.05393782,0.06651892,0.03878791,0.03042812,0.07167595,0.05575483,0.04394165,0.06948259,0.01953872,0.0759557,0.05527495,0.06151754,0.06068587,0.08370542,0.1478058,0.05591082,0.02069799,0.07750355,0.1312747,0.09352117,0.02904141,0.04969918,0.1150594
3494.382,0.08006284,0.08318887,0.05951356,0.07355911,0.08713432,0.05359876,0.06665656,0.03878348,0.03025126,0.07117248,0.05598211,0.04428462,0.06981767,0.01985764,0.0759308,0.05558245,0.06183389,0.06006572,0.08400374,0.1482095,0.05584735,0.02100664,0.07754288,0.1316306,0.09359754,0.02892484,0.05005866,0.1150917
3494.864,0.07981879,0.0833514,0.05927114,0.07334591,0.08700327,0.05315109,0.06680571,0.03870995,0.03006049,0.07065124,0.05609749,0.04462429,0.06998961,0.02022472,0.07570414,0.05580435,0.06202839,0.05948567,0.0841998,0.1487071,0.05561649,0.02133214,0.07750578,0.1319049,0.09360449,0.02888761,0.0504131,0.1150514
3495.346,0.07957707,0.08349606,0.05903192,0.0732641,0.08685566,0.05268928,0.06695126,0.03860502,0.02988203,0.0701981,0.05608293,0.04491544,0.06997772,0.02063936,0.07532151,0.05587694,0.06207087,0.05901255,0.08428026,0.1491884,0.05522181,0.02158374,0.07736768,0.1320334,0.09355427,0.02888224,0.05074432,0.114946
3495.828,0.0793335,0.08358949,0.05883582,0.07333245,0.08668787,0.05230186,0.06708277,0.03848762,0.02974605,0.06988482,0.05594435,0.04513299,0.0697946,0.0210841,0.07486605,0.05577736,0.06196183,0.05868709,0.08424073,0.1495564,0.0547216,0.02169441,0.07713698,0.1319672,0.09346282,0.02885933,0.05104028,0.1147773
3496.31,0.0790751,0.08361389,0.05873473,0.07352174,0.08648427,0.0520626,0.06719288,0.03835913,0.02968635,0.06976344,0.05571004,0.0452641,0.06947806,0.02151435,0.07443956,0.05552648,0.06173836,0.05852756,0.08408421,0.149742,0.05422089,0.02164246,0.07685358,0.1317001,0.09334791,0.02877604,0.05129749,0.1145371
3496.792,0.07879531,0.08357517,0.05878176,0.07376917,0.08622999,0.05200975,0.06727504,0.03820889,0.02972912,0.06984846,0.05541949,0.0453011,0.06908146,0.02186443,0.07412839,0.05518335,0.06146673,0.05853266,0.08382128,0.1497249,0.05383321,0.02146674,0.07657579,0.1312869,0.0932269,0.02861858,0.05152341,0.1142128
3497.275,0.07850301,0.08349715,0.05901641,0.07400981,0.08592301,0.05214031,0.06732205,0.03802582,0.0298827,0.07011414,0.05510679,0.04523557,0.06865767,0.02207258,0.07398044,0.05482159,0.06121962,0.05868994,0.08346742,0.1495288,0.05363956,0.02124764,0.07635718,0.1308282,0.09311635,0.02841315,0.05172975,0.1137991
3497.757,0.07822403,0.08341412,0.05945671,0.07419352,0.08558016,0.05241054,0.06732659,0.03780795,0.03013316,0.07049657,0.05479161,0.04505589,0.06825902,0.02210102,0.07400886,0.05451507,0.06106124,0.0589807,0.08304339,0.1492086,0.05367117,0.02108393,0.0762365,0.1304473,0.09303254,0.02822864,0.05192327,0.1133106
3498.239,0.07799214,0.0833548,0.06008943,0.07430235,0.08523525,0.05274521,0.06728531,0.03756865,0.03044505,0.070911,0.05447173,0.04475288,0.06792754,0.02195964,0.07419519,0.05431446,0.06102286,0.05938288,0.08257235,0.1488267,0.05390009,0.02105094,0.07622661,0.1302413,0.092988,0.02815695,0.05209117,0.1127883
3498.721,0.07783425,0.08332974,0.06087062,0.07434364,0.08492869,0.05305639,0.06720366,0.03733371,0.03077243,0.07127615,0.05413092,0.04432889,0.0676915,0.02170308,0.07450587,0.05423662,0.06109809,0.05987132,0.08207707,0.1484361,0.05425984,0.0211761,0.07631852,0.1302489,0.09298617,0.02827985,0.0521968,0.1122919
3499.203,0.07776403,0.08333005,0.06172235,0.07433799,0.08470242,0.05324974,0.06710052,0.03714169,0.03106726,0.07152477,0.05375089,0.0438061,0.06756615,0.021421,0.07489838,0.05426244,0.06124629,0.06041024,0.08158282,0.1480789,0.05466366,0.02143551,0.0764899,0.1304421,0.09301785,0.0286461,0.05217655,0.1118981
3499.685,0.07777485,0.08332886,0.06254733,0.07430226,0.08458605,0.05324886,0.06700759,0.0370355,0.03129509,0.07162455,0.053331,0.04322963,0.0675489,0.02120602,0.07532817,0.05433917,0.06140916,0.06095087,0.08111427,0.1477841,0.05503348,0.02176392,0.07671654,0.1307345,0.09306062,0.02924025,0.05195754,0.1116794
3500.167,0.07784543,0.08329279,0.06324556,0.07423907,0.0845914,0.05300934,0.06696204,0.03705398,0.03144224,0.07158039,0.05289837,0.04266139,0.06761879,0.02112221,0.07574811,0.05439164,0.06153037,0.06143321,0.08069504,0.1475734,0.05531623,0.02208154,0.07698002,0.1310139,0.09308384,0.02997872,0.05148293,0.1116882
3500.649,0.07794753,0.08319282,0.06372297,0.07413516,0.08470702,0.05253153,0.06699878,0.03722614,0.03151581,0.07143248,0.05251676,0.0421753,0.06773633,0.02118602,0.07610109,0.05433166,0.06156824,0.06178306,0.08035083,0.1474658,0.05548429,0.02231297,0.07726701,0.1311694,0.09305602,0.0307119,0.05074136,0.1119454
3501.132,0.07805854,0.08301889,0.06392602,0.07396887,0.08489649,0.05186875,0.06713392,0.03755873,0.03153775,0.0712423,0.05227081,0.04183451,0.06785499,0.02135465,0.07633085,0.05409073,0.06151157,0.06193158,0.08010377,0.1474719,0.05553821,0.02241676,0.07756796,0.1311391,0.09295854,0.03126841,0.04979479,0.1124269
3501.614,0.07817046,0.08278252,0.06385761,0.07372325,0.08510344,0.05112182,0.06735525,0.03802755,0.03153151,0.07107244,0.0522409,0.04167379,0.06793463,0.02154147,0.07639239,0.05364779,0.0613794,0.06183665,0.07996906,0.1475856,0.0554953,0.02239273,0.07786857,0.1309314,0.09279278,0.03150935,0.04878359,0.113065
3502.096,0.07829031,0.08251653,0.06358936,0.0733997,0.08525791,0.05042757,0.06761957,0.03857184,0.03150996,0.07097322,0.05247413,0.04168731,0.06795632,0.02164401,0.07626843,0.05305428,0.06121376,0.06150312,0.07994926,0.1477716,0.05538329,0.02227616,0.07814285,0.1306283,0.09258199,0.03137513,0.04791242,0.1137541
3502.578,0.07843102,0.08225828,0.06323994,0.07302488,0.08529957,0.04991333,0.06786995,0.03910836,0.03146779,0.0709625,0.05295344,0.0418306,0.06793312,0.0215947,0.07598467,0.0524305,0.06105862,0.06099663,0.08002692,0.147968,0.05522765,0.02211321,0.07835636,0.1303491,0.09235954,0.0309194,0.0473737,0.1143861
3503.06,0.07859888,0.0820353,0.06293911,0.07264195,0.08519805,0.04966316,0.06805691,0.03955348,0.03138577,0.07102709,0.05359731,0.04203736,0.06790396,0.02138784,0.07560535,0.05193078,0.06094343,0.06043303,0.08016653,0.1481024,0.05504988,0.02193536,0.07847422,0.1302015,0.09215413,0.03028628,0.04728045,0.1148783
3503.542,0.07878175,0.08185755,0.06278554,0.07229831,0.08496366,0.04969713,0.06815741,0.039847,0.03124569,0.07113019,0.05427837,0.04224176,0.06791581,0.02108435,0.07521789,0.05169245,0.06087661,0.05995271,0.08031829,0.1481162,0.05486927,0.021747,0.07847494,0.1302382,0.09197761,0.02966011,0.04762151,0.1151938
3504.024,0.07895052,0.08172176,0.06280892,0.07202377,0.08464359,0.04997026,0.06818207,0.03997473,0.031045,0.07123093,0.05487527,0.04240554,0.06799624,0.02077914,0.07489546,0.05176971,0.06085035,0.05966556,0.08043887,0.1479944,0.05470321,0.02153124,0.0783615,0.1304401,0.09182698,0.02918244,0.04827148,0.1153434
3504.506,0.07906947,0.08162221,0.06297293,0.07182402,0.08430503,0.05039845,0.06816105,0.0399638,0.03080125,0.07129516,0.05530411,0.04252211,0.06814069,0.02056213,0.07467922,0.05211828,0.06085365,0.05962684,0.08050225,0.147772,0.05457101,0.02126973,0.07816104,0.1307386,0.09169675,0.02892287,0.04904989,0.1153647
3504.989,0.07911216,0.08156356,0.0631969,0.0716833,0.08401392,0.05088178,0.06812754,0.0398681,0.03054677,0.07130187,0.0555325,0.04261097,0.06831268,0.02049143,0.07457343,0.05260751,0.0608847,0.05982421,0.08050887,0.1475249,0.05449161,0.02096175,0.07791506,0.1310495,0.09159328,0.02888331,0.04978511,0.1152983
3505.471,0.07907324,0.08156258,0.0633972,0.07157652,0.08380992,0.05133419,0.06810089,0.0397426,0.03031368,0.07124256,0.05557534,0.04270071,0.06846251,0.02057893,0.07455759,0.05307659,0.06095299,0.06019276,0.08048346,0.1473412,0.0544784,0.02062892,0.07766356,0.1313099,0.09154057,0.02902734,0.05037535,0.1151666
3505.953,0.07897192,0.08164344,0.06351021,0.07147992,0.08370436,0.0516877,0.06808238,0.03962826,0.03012617,0.07111557,0.05547255,0.04281719,0.06854474,0.02080351,0.07460734,0.0533734,0.06107559,0.06063703,0.08046698,0.1473048,0.05453737,0.02030965,0.07743631,0.131484,0.09157653,0.02931312,0.05078968,0.1149708
3506.435,0.07885022,0.0818242,0.06350808,0.07137984,0.0836806,0.05189611,0.06805905,0.03954086,0.02999469,0.07092294,0.05527244,0.04297547,0.06853427,0.02112525,0.0747111,0.05339575,0.06126677,0.06105295,0.08050525,0.1474779,0.05466213,0.02004597,0.07724909,0.1315614,0.09173984,0.02970839,0.05105584,0.1146958
3506.917,0.07875909,0.08210263,0.06340237,0.07127882,0.08370537,0.05194268,0.06801394,0.03946716,0.02991629,0.07066865,0.0550176,0.04317796,0.06843669,0.02150344,0.07487845,0.0531202,0.06152863,0.06135673,0.08063188,0.1478885,0.05483556,0.01986635,0.07710182,0.1315471,0.09204979,0.03019088,0.05122773,0.114327
3507.399,0.07875317,0.0824446,0.06323501,0.07119376,0.08374108,0.05184166,0.06793433,0.03936927,0.02988053,0.07036103,0.05474837,0.04341787,0.06828499,0.02189737,0.07513428,0.05260386,0.06184402,0.06149065,0.0808596,0.1485275,0.05502632,0.01977815,0.0769866,0.1314496,0.09249201,0.03072842,0.05135715,0.1138663
3507.881,0.07887398,0.0827825,0.06306575,0.07115495,0.08376182,0.05164542,0.0678197,0.03919691,0.02987558,0.07001629,0.05450694,0.04368465,0.06813257,0.02226743,0.07550294,0.05197633,0.06217426,0.06143591,0.08116966,0.1493446,0.05519427,0.01976531,0.0768927,0.1312777,0.09300631,0.03126003,0.05146795,0.1133518
3508.363,0.07913503,0.08303715,0.06294933,0.07119466,0.0837652,0.05143475,0.06768431,0.03891077,0.02989664,0.06965914,0.05433653,0.0439674,0.06803104,0.0225776,0.07598492,0.05139275,0.06247092,0.06121321,0.08151761,0.1502588,0.05529879,0.01979742,0.07681415,0.1310396,0.09350337,0.03169953,0.05154618,0.1128559
3508.845,0.07951486,0.08313851,0.06292193,0.07133844,0.08377519,0.05130761,0.06755204,0.03850123,0.02994622,0.06932611,0.05428119,0.04425665,0.06801694,0.02279216,0.07654007,0.05100005,0.06268542,0.06087638,0.0818435,0.1511641,0.05530844,0.01984207,0.07675048,0.1307519,0.09388168,0.03194529,0.05154885,0.1124794
3509.328,0.07995798,0.08306329,0.06298786,0.071591,0.08383128,0.05134491,0.06744858,0.03800558,0.03003254,0.06906104,0.05436891,0.04454074,0.06809669,0.0228848,0.07708505,0.05088069,0.06278721,0.06049272,0.08209734,0.1519527,0.05521209,0.01988369,0.0767044,0.130445,0.09407069,0.03192566,0.0514306,0.1123143
3509.81,0.08039597,0.08284807,0.06312253,0.07193114,0.08396635,0.05157747,0.06739044,0.037498,0.03016149,0.06890734,0.05459569,0.04480325,0.06824955,0.02284855,0.07752302,0.05103211,0.0627742,0.06011697,0.0822605,0.152545,0.05502451,0.01993036,0.07667508,0.1301575,0.09405954,0.03163907,0.05117492,0.1124008
3510.292,0.08076179,0.08257954,0.06328319,0.07231179,0.08419161,0.05197727,0.06738359,0.03707263,0.03032932,0.06890519,0.05491759,0.04501898,0.06843984,0.02269771,0.07776583,0.05138458,0.06266727,0.05978375,0.08234634,0.1528962,0.05478306,0.02000625,0.07665075,0.1299289,0.09389617,0.03116479,0.05080797,0.112709
3510.774,0.08101032,0.08236133,0.06342533,0.0726716,0.08448775,0.05246811,0.0674243,0.03681087,0.03051976,0.06908424,0.05525697,0.04515489,0.06863652,0.0224638,0.07776777,0.05184188,0.0624991,0.05950558,0.08238461,0.1530011,0.05453789,0.02013438,0.07660837,0.1297823,0.09366082,0.03064056,0.05039368,0.1131417
3511.256,0.08112567,0.08227051,0.06351593,0.07295422,0.08481602,0.05295996,0.06750505,0.03675756,0.03070807,0.06945685,0.05552891,0.04517941,0.06882568,0.02217978,0.07753465,0.05232884,0.06229763,0.05928496,0.0823952,0.1528842,0.0543349,0.02031833,0.07652178,0.1297145,0.09342408,0.03020655,0.05000495,0.1135771
3511.738,0.08111554,0.08234455,0.06353093,0.07311442,0.0851329,0.05336819,0.06761466,0.03691836,0.03086504,0.07001497,0.05565627,0.04506763,0.06900799,0.02186954,0.07711565,0.05280258,0.06208199,0.05912935,0.0823721,0.1525895,0.05421222,0.02053497,0.07636754,0.1296956,0.09322914,0.029976,0.04970661,0.1138941
