absorbance_6.4_1A,6.4_1A,6.4_1AA,6.8_1A,6.8_2A
3235.003,0.05078118,0.028709,0.08693663,0.05992343
3235.485,0.05059579,0.02875892,0.08670916,0.06014704
3235.967,0.05045077,0.02880894,0.08658564,0.06029784
3236.449,0.05037243,0.02885302,0.08657332,0.06038407
3236.932,0.05038466,0.02887436,0.08665251,0.06042818
3237.414,0.05049884,0.02884914,0.08678327,0.06045262
3237.896,0.05070938,0.02875684,0.08692166,0.06046705
3238.378,0.05099386,0.02859136,0.08703168,0.06046199
3238.86,0.05131938,0.02837208,0.08709986,0.06041219
3239.342,0.0516525,0.02814267,0.08713487,0.06028819
3239.824,0.05196592,0.02796444,0.08716137,0.06006857
3240.306,0.05224571,0.02789141,0.08720408,0.05975385
3240.789,0.05248728,0.02795111,0.0872757,0.05936857
3241.271,0.05268978,0.02813059,0.08736902,0.05895898
3241.753,0.05284961,0.02837686,0.08746057,0.05857767
3242.235,0.05295624,0.02861003,0.08752009,0.0582699
3242.717,0.0529958,0.02874507,0.08752418,0.05806459
3243.199,0.05295862,0.02872526,0.08746844,0.05796633
3243.681,0.05284647,0.02853627,0.08737104,0.05795895
3244.163,0.05267791,0.02821637,0.08726785,0.05801219
3244.646,0.05248314,0.02783861,0.08719522,0.05809531
3245.127,0.05229774,0.02749257,0.0871788,0.05818291
3245.61,0.05215121,0.02725251,0.0872222,0.05826059
3246.092,0.0520561,0.02715315,0.08730723,0.05832359
3246.574,0.05201137,0.02718739,0.08740101,0.05837182
3247.056,0.05200702,0.02731421,0.08746891,0.05840363
3247.538,0.05203409,0.02748331,0.08748818,0.05841395
3248.02,0.05208804,0.0276485,0.08745049,0.05839523
3248.502,0.05216891,0.02778502,0.08736618,0.05834126
3248.984,0.05227794,0.02789058,0.08725764,0.05825323
3249.467,0.05240966,0.02797612,0.0871564,0.05814219
3249.949,0.05254932,0.02805078,0.08709489,0.05802907
3250.431,0.05267498,0.02810836,0.08709863,0.05793876
3250.913,0.05276176,0.02812082,0.08718462,0.05789705
3251.395,0.05279085,0.0280447,0.08735542,0.05792287
3251.877,0.05275481,0.02783907,0.08759858,0.05802359
3252.359,0.0526572,0.02748365,0.08788595,0.05819545
3252.841,0.05250977,0.02699921,0.08817929,0.05842347
3253.323,0.05232761,0.02645079,0.08843893,0.05868648
3253.806,0.05212732,0.02594261,0.08863111,0.05895803
3254.288,0.05192526,0.02558542,0.08873931,0.05921362
3254.77,0.05174046,0.02546465,0.08876567,0.05943284
3255.252,0.05159954,0.02561758,0.08872845,0.05960127
3255.734,0.05153257,0.02601788,0.08865205,0.0597134
3256.216,0.051568,0.02658606,0.08855809,0.05977278
3256.698,0.05172194,0.02720642,0.08845863,0.05979172
3257.18,0.05198779,0.02776913,0.08835434,0.05978788
3257.663,0.05233292,0.02819257,0.08823865,0.05978043
3258.145,0.05270033,0.02844051,0.08810442,0.05978493
3258.627,0.05302685,0.02852616,0.08794901,0.0598077
3259.109,0.05325564,0.02849667,0.08777557,0.05984371
3259.591,0.05335002,0.0284124,0.08759042,0.05987811
3260.073,0.05330136,0.0283197,0.08739872,0.05989224
3260.555,0.05312489,0.02824322,0.08720231,0.05986909
3261.037,0.05285104,0.02818193,0.08700337,0.05980108
3261.52,0.05251237,0.02812056,0.08680825,0.0596923
3262.002,0.05213961,0.02804441,0.08663543,0.0595589
3262.484,0.05175874,0.02795174,0.08651628,0.05942408
3262.966,0.05139272,0.02785831,0.08648554,0.05931024
3263.448,0.05106675,0.02779341,0.08657134,0.05923375
3263.93,0.05080848,0.02778726,0.08677707,0.05920018
3264.412,0.05064267,0.02785704,0.0870738,0.05920191
3264.894,0.0505872,0.02799921,0.08739987,0.05922028
3265.376,0.05064519,0.02818643,0.08767831,0.05922846
3265.859,0.05080371,0.02837773,0.08784583,0.05919823
3266.341,0.05103587,0.02852486,0.08786996,0.05910182
3266.823,0.05130884,0.02858881,0.0877651,0.05891966
3267.305,0.05159149,0.02854756,0.08758351,0.0586446
3267.787,0.05185609,0.02839829,0.08739898,0.05828604
3268.269,0.05208205,0.02815806,0.08727431,0.05787188
3268.751,0.05225384,0.02785643,0.08723918,0.05744577
3269.233,0.05235973,0.02753435,0.08728097,0.05706639
3269.716,0.05239416,0.02723351,0.08735296,0.05679306
3270.198,0.05236058,0.02699042,0.08739579,0.05667332
3270.68,0.05227546,0.02683296,0.08735943,0.05673473
3271.162,0.05216828,0.02677355,0.08722619,0.05697271
3271.644,0.05207741,0.02680617,0.08701446,0.05735169
3272.126,0.05204195,0.02690735,0.08677264,0.05780734
3272.608,0.05208978,0.02704333,0.08655772,0.0582669
3273.09,0.05222926,0.02717755,0.08642009,0.05866225
3273.573,0.05244634,0.02728217,0.08639026,0.05894738
3274.055,0.05270803,0.02734732,0.08647426,0.05911187
3274.537,0.05296953,0.0273836,0.08666077,0.05917896
3275.019,0.05318249,0.02741655,0.08692974,0.05919849
3275.501,0.05330603,0.02747316,0.08726154,0.05922622
3275.983,0.05330746,0.02757066,0.08763765,0.05930979
3276.465,0.05316536,0.02770526,0.0880388,0.05947378
3276.947,0.05287461,0.02785378,0.08844434,0.05971236
3277.429,0.05244834,0.02797903,0.08882868,0.05999286
3277.912,0.05192335,0.02804626,0.08916511,0.06026562
3278.394,0.05135602,0.02803835,0.08943084,0.06048222
3278.876,0.05082297,0.02796355,0.08960771,0.06060405
3279.358,0.05040505,0.02785496,0.08968232,0.06061409
3279.84,0.05016709,0.02775645,0.08964561,0.0605181
3280.322,0.05014603,0.02771053,0.08948879,0.06034122
3280.804,0.05033531,0.02773957,0.08920685,0.06011814
3281.286,0.05069153,0.02783735,0.08880528,0.05988136
3281.769,0.05113917,0.02797083,0.08830927,0.05965696
3282.25,0.0515963,0.02809267,0.08777054,0.05945988
3282.733,0.05199731,0.0281607,0.0872599,0.05929593
3283.215,0.05229925,0.02814973,0.08686073,0.05916857
3283.697,0.05249068,0.02806217,0.08663873,0.05908251
3284.179,0.05258348,0.02792366,0.08661952,0.05904587
3284.661,0.05260224,0.02777313,0.08677636,0.05906676
3285.143,0.05257375,0.02764569,0.08703484,0.05914694
3285.625,0.05252055,0.02755947,0.08729772,0.05927557
3286.107,0.05246231,0.0275126,0.08747146,0.05942421
3286.59,0.05241466,0.02748488,0.08750466,0.05955222
3287.072,0.05239049,0.02744957,0.08740076,0.05961568
3287.554,0.05239716,0.02738223,0.08721489,0.05957819
3288.036,0.05243255,0.02727221,0.08702589,0.05942698
3288.518,0.05248337,0.02712571,0.08690508,0.05917874
3289.0,0.05252736,0.02696337,0.08688804,0.05888151
3289.482,0.05254129,0.02681237,0.08696207,0.05859935
3289.964,0.05251054,0.02670154,0.08707819,0.05840057
3290.447,0.05243608,0.02665426,0.08717722,0.05833995
3290.929,0.0523353,0.02668448,0.08722281,0.05844269
3291.411,0.05223643,0.02679659,0.08721713,0.05870186
3291.893,0.05216729,0.02698369,0.08720016,0.05907848
3292.375,0.05214242,0.02722901,0.08722321,0.05951711
3292.857,0.05216061,0.02750612,0.08732412,0.05995416
3293.339,0.05220592,0.0277814,0.08749999,0.06033352
3293.821,0.05225995,0.02802294,0.08770678,0.06061888
3294.303,0.05231057,0.02820211,0.08787256,0.0607925
3294.786,0.05235976,0.02830178,0.08792966,0.06085592
3295.268,0.05242137,0.02831972,0.08784685,0.06082421
3295.75,0.05251283,0.02826733,0.08764042,0.06072251
3296.232,0.05264353,0.0281662,0.08737274,0.06058087
3296.714,0.05280551,0.02803805,0.08712112,0.06042811
3297.196,0.05297384,0.02790093,0.08695346,0.0602915
3297.678,0.05311321,0.02776309,0.0868943,0.06019084
3298.16,0.05319342,0.02762412,0.08691808,0.06013609
3298.643,0.05319912,0.02748159,0.08696006,0.06012771
3299.125,0.05313887,0.02733762,0.08694655,0.06015624
3299.607,0.05304256,0.02720226,0.08682685,0.06020527
3300.089,0.05295554,0.02709407,0.08658835,0.06025232
3300.571,0.05292208,0.02703216,0.08626126,0.06027406
3301.053,0.05297352,0.02702793,0.08590171,0.06024941
3301.535,0.05311943,0.02707802,0.08557434,0.06016184
3302.017,0.05334254,0.02716278,0.08532695,0.06000478
3302.5,0.05360131,0.02725135,0.08518429,0.05978388
3302.981,0.05383501,0.02731154,0.08515134,0.0595201
3303.464,0.0539799,0.02732277,0.08522075,0.05924639
3303.946,0.05398,0.02728328,0.08538321,0.05900342
3304.428,0.05380098,0.02721186,0.0856287,0.05883227
3304.91,0.05344061,0.02714084,0.08594375,0.05875958
3305.392,0.05292995,0.02710716,0.08630166,0.05879173
3305.874,0.05232837,0.02714323,0.08665711,0.05890897
3306.356,0.05170663,0.02726642,0.08695476,0.05907078
3306.838,0.05113393,0.02747862,0.08713837,0.05922266
3307.321,0.05066303,0.02776446,0.08717307,0.05931079
3307.803,0.05031945,0.02809747,0.08706188,0.05929973
3308.285,0.05010486,0.02844156,0.086852,0.05917969
3308.767,0.05000496,0.02875705,0.08662204,0.0589704
3309.249,0.05000177,0.02900993,0.08645005,0.05871034
3309.731,0.05008043,0.0291738,0.0863918,0.05844703
3310.213,0.05023158,0.02923794,0.08645692,0.05822118
3310.695,0.05044649,0.02921024,0.08661157,0.05805788
3311.177,0.05070731,0.02911854,0.08679088,0.05796774
3311.66,0.050984,0.02900606,0.08692949,0.05795124
3312.142,0.05124074,0.02891952,0.08698785,0.05800429
3312.624,0.0514442,0.02890168,0.08696422,0.0581233
3313.106,0.05157993,0.02897573,0.08689494,0.0583037
3313.588,0.0516581,0.0291396,0.0868341,0.05853748
3314.07,0.05171228,0.02936669,0.08683489,0.05880584
3314.552,0.05178196,0.0296147,0.08692431,0.05908019
3315.034,0.05189457,0.02983889,0.08709551,0.05932631
3315.517,0.0520536,0.02999938,0.0873095,0.05951259
3315.999,0.05223704,0.03007046,0.087511,0.05962209
3316.481,0.05241226,0.03004036,0.08764575,0.05966114
3316.963,0.05255369,0.02990702,0.08767091,0.05965878
3317.445,0.05266248,0.02967497,0.08756816,0.05965613
3317.927,0.05276841,0.02935545,0.0873408,0.05969114
3318.409,0.05291868,0.02896967,0.08701245,0.05978343
3318.891,0.05314788,0.02855206,0.08661831,0.05992153
3319.374,0.0534552,0.02815251,0.08620132,0.0600652
3319.856,0.05378985,0.02783354,0.08580957,0.06015462
3320.338,0.05406643,0.02765103,0.0854878,0.06013484
3320.82,0.05419081,0.02764165,0.08527604,0.05997066
3321.302,0.05409779,0.02780374,0.08520256,0.05966157
3321.784,0.0537849,0.02809343,0.08527643,0.05924224
3322.266,0.05332016,0.02842834,0.08548422,0.05877527
3322.748,0.05282747,0.02870836,0.08578854,0.05833486
3323.23,0.0524358,0.02885036,0.08613657,0.05798207
3323.713,0.05224756,0.0288073,0.08646438,0.05775608
3324.195,0.05229754,0.02858817,0.08671016,0.05766347
3324.677,0.05254627,0.02824978,0.08682864,0.05768101
3325.159,0.05289311,0.02788376,0.08679482,0.05776439
3325.641,0.05321388,0.02758361,0.08661264,0.05786078
3326.123,0.05340815,0.0274111,0.08631237,0.0579265
3326.605,0.05341622,0.02738439,0.08595101,0.05793228
3327.087,0.05324004,0.02746967,0.08560268,0.05787376
3327.57,0.05292849,0.02760061,0.08534108,0.0577694
3328.052,0.0525635,0.02769532,0.08523296,0.05765844
3328.534,0.0522299,0.02768898,0.08531567,0.05758866
3329.016,0.05199096,0.02755474,0.08558816,0.05760135
3329.498,0.05188354,0.02730823,0.08600558,0.05772275
3329.98,0.05190737,0.02700369,0.08648775,0.05795168
3330.462,0.05203048,0.02671338,0.08694065,0.05825865
3330.944,0.05219474,0.02651197,0.0872706,0.0585903
3331.427,0.05233354,0.0264496,0.08741567,0.05888718
3331.909,0.05238879,0.02654126,0.08735994,0.05910178
3332.391,0.05232532,0.02676356,0.08713587,0.05921113
3332.873,0.05214746,0.02706424,0.0868149,0.05922848
3333.355,0.05189908,0.02737847,0.08648623,0.05919834
3333.837,0.05165651,0.02764276,0.08623821,0.059187
3334.319,0.05149969,0.02781758,0.08612846,0.05925693
3334.801,0.05148684,0.02789056,0.08617426,0.05944945
3335.283,0.05162974,0.02787803,0.08634772,0.0597708
3335.766,0.05188414,0.02781173,0.08658869,0.06018828
3336.248,0.05216029,0.02772815,0.08681828,0.06063842
3336.73,0.05235081,0.02765528,0.08696041,0.06104239
3337.212,0.05237558,0.02760673,0.08696596,0.06133157
3337.694,0.05220246,0.02758442,0.08681888,0.06145603
3338.176,0.05186393,0.02758771,0.08654249,0.06139412
3338.658,0.05144082,0.02761977,0.08618876,0.06115234
3339.14,0.05104125,0.02769073,0.08582965,0.06075978
3339.623,0.05076661,0.02781402,0.08553753,0.0602616
3340.104,0.05067979,0.02799622,0.08536489,0.05970697
3340.587,0.05079906,0.0282275,0.08533612,0.05914847
3341.069,0.0510947,0.02847663,0.08543825,0.05863289
3341.551,0.05150815,0.02869862,0.08563019,0.05819416
3342.033,0.05196379,0.02884232,0.08585164,0.05785292
3342.515,0.0523894,0.02887053,0.0860455,0.0576128
3342.997,0.05273187,0.02877428,0.0861778,0.05746373
3343.479,0.05295499,0.0285761,0.08624366,0.05738691
3343.961,0.05304694,0.02832364,0.08626896,0.0573627
3344.444,0.05301775,0.02807087,0.08629618,0.05737768
3344.926,0.05289693,0.02786605,0.08636954,0.05742534
3345.408,0.05272923,0.02773401,0.08651575,0.057506
3345.89,0.05256482,0.02767481,0.08673419,0.05762051
3346.372,0.05245285,0.02767,0.08699636,0.05776484
3346.854,0.05242449,0.02769539,0.0872565,0.05792661
3347.336,0.05248684,0.02773297,0.08746694,0.05808828
3347.818,0.05262294,0.02777511,0.08758964,0.05823124
3348.301,0.05279849,0.02782305,0.0876085,0.05834515
3348.783,0.05297783,0.02787864,0.08752954,0.05843121
3349.265,0.05313453,0.02793395,0.08737841,0.05850128
3349.747,0.05326265,0.02797016,0.08718985,0.05856992
3350.229,0.0533731,0.02796092,0.08700334,0.05864585
3350.711,0.0534835,0.02788258,0.0868564,0.05872408
3351.193,0.05360291,0.0277284,0.08677923,0.05878647
3351.675,0.05372215,0.02751558,0.08679231,0.05880931
3352.157,0.05380899,0.027286,0.08690374,0.05877631
3352.64,0.0538225,0.02709321,0.08710527,0.05869171
3353.122,0.05372672,0.02699136,0.0873688,0.05858663
3353.604,0.05351096,0.02701837,0.08764651,0.05851419
3354.086,0.0531996,0.02718307,0.08788045,0.05852987
3354.568,0.05285386,0.02746377,0.08800901,0.05867418
3355.05,0.0525567,0.02781124,0.08798391,0.058951
3355.532,0.0523815,0.02816608,0.08778656,0.05932274
3356.014,0.05237759,0.02846524,0.08743586,0.05971454
3356.497,0.05254927,0.02865871,0.08699124,0.06003804
3356.979,0.05285794,0.02871832,0.08653687,0.06022266
3357.461,0.05323102,0.02863762,0.08617526,0.06023112
3357.943,0.05358447,0.02843166,0.08600027,0.0600736
3358.425,0.05384826,0.02812983,0.08607437,0.05979916
3358.907,0.053973,0.02777279,0.08641964,0.05948543
3359.389,0.05394258,0.02740237,0.087003,0.05921298
3359.871,0.05376953,0.02705418,0.08774321,0.05904371
3360.354,0.05348793,0.02675435,0.08851446,0.05901506
3360.835,0.05314212,0.02651522,0.08917826,0.05912932
3361.318,0.05277558,0.02633618,0.08961681,0.05936045
3361.8,0.05242838,0.02620905,0.08975379,0.05965876
3362.282,0.05212919,0.02612581,0.08958171,0.05996486
3362.764,0.05189587,0.0260832,0.08915848,0.06022082
3363.246,0.05173883,0.02608473,0.08859563,0.0603759
3363.728,0.05166153,0.02613677,0.08801881,0.06040095
3364.21,0.05166341,0.02624188,0.08753631,0.06029305
3364.692,0.05174243,0.02639132,0.08721578,0.06008105
3365.175,0.05189639,0.02656394,0.08706424,0.05981973
3365.657,0.05212229,0.02672818,0.08703799,0.05957957
3366.139,0.05241669,0.02685153,0.08706322,0.05942981
3366.621,0.05277098,0.02691435,0.08707253,0.05941032
3367.103,0.05316922,0.02691588,0.08702767,0.05952043
3367.585,0.05358434,0.02687729,0.08693402,0.05971351
3368.067,0.05398256,0.02683104,0.08683158,0.0599156
3368.549,0.05432383,0.02681078,0.08677696,0.0600447
3369.031,0.05457144,0.02683799,0.0868157,0.0600426
3369.514,0.05470426,0.02691417,0.08696118,0.05989734
3369.996,0.05472076,0.02702202,0.087189,0.05964724
3370.478,0.05464181,0.0271342,0.08744395,0.05937093
3370.96,0.05450478,0.02722626,0.08766589,0.05915388
3371.442,0.05435311,0.02728419,0.08780444,0.05906726
3371.924,0.05422053,0.02730955,0.08783877,0.05913794
3372.406,0.05411894,0.02731524,0.0877808,0.05934184
3372.888,0.05403414,0.0273181,0.08766755,0.05961034
3373.371,0.05392944,0.02732896,0.08754646,0.05985467
3373.853,0.053761,0.0273477,0.08745559,0.06000126
3374.335,0.05349255,0.02736449,0.08741811,0.06000695
3374.817,0.05311213,0.02736678,0.08743706,0.05987613
3375.299,0.05264059,0.02734806,0.08750031,0.05964942
3375.781,0.05212967,0.02731366,0.08758805,0.05938848
3376.263,0.0516483,0.02728055,0.08767955,0.05914669
3376.745,0.05126334,0.02726851,0.08775735,0.05895181
3377.228,0.051027,0.02729049,0.0878035,0.0587998
3377.71,0.05095916,0.02734185,0.08780023,0.0586631
3378.192,0.05104817,0.02739819,0.08773006,0.05850831
3378.674,0.05125395,0.02742064,0.08757973,0.0583147
3379.156,0.05152401,0.02737308,0.08735007,0.05808805
3379.638,0.05180585,0.02723818,0.08706219,0.0578597
3380.12,0.0520554,0.02703087,0.08676402,0.05767526
3380.602,0.05224807,0.0267976,0.0865187,0.05757206
3381.084,0.05237671,0.02660641,0.08639345,0.05756253
3381.567,0.05244913,0.02652675,0.08644081,0.05762446
3382.049,0.05248094,0.0266001,0.08667686,0.05770868
3382.531,0.05248924,0.02682587,0.08707258,0.05775464
3383.013,0.0524863,0.02715239,0.087553,0.05771464
3383.495,0.05247444,0.02749514,0.08802184,0.05757659
3383.977,0.05244548,0.02775618,0.08838029,0.05736996
3384.459,0.05238286,0.0278584,0.0885596,0.05715862
3384.941,0.0522676,0.02777516,0.0885441,0.05701035
3385.424,0.05208453,0.02753607,0.08837281,0.05697488
3385.906,0.05183088,0.02721788,0.08812551,0.05706029
3386.388,0.05151658,0.02690863,0.08788835,0.05723269
3386.87,0.05116826,0.02668455,0.08773167,0.05742865
3387.352,0.05082157,0.02658015,0.08768541,0.05758314
3387.834,0.05051278,0.02658135,0.08773534,0.05765763
3388.316,0.05027367,0.02663441,0.08783359,0.05764934
3388.798,0.05012378,0.02666952,0.08792179,0.05759139
3389.281,0.05006757,0.02663138,0.08795739,0.05753019
3389.763,0.05009864,0.02649339,0.08792615,0.05750366
3390.245,0.0502032,0.02627128,0.08784923,0.05751752
3390.727,0.0503647,0.02601258,0.08777016,0.05754126
3391.209,0.05056277,0.02578539,0.08773927,0.05751871
3391.691,0.05077588,0.02565121,0.08778883,0.05739854
3392.173,0.0509816,0.02564593,0.08792041,0.0571649
3392.655,0.05115776,0.02577296,0.08810459,0.05685609
3393.137,0.0512871,0.02600458,0.08829626,0.05655694
3393.62,0.05135984,0.02629543,0.08845604,0.05636585
3394.102,0.05137736,0.02659263,0.08856455,0.05636463
3394.584,0.05135199,0.02684919,0.08862962,0.05657943
3395.066,0.05130195,0.02702459,0.08867668,0.05697608
3395.548,0.05124527,0.0270843,0.08873133,0.05746632
3396.03,0.05119488,0.02700562,0.08880218,0.05794509
3396.512,0.05115408,0.02678386,0.08887137,0.05831967
3396.994,0.05112066,0.02644253,0.08889694,0.05854153
3397.477,0.05108958,0.02603483,0.08883165,0.05861989
3397.958,0.05106329,0.02564014,0.08864179,0.05860994
3398.441,0.05105571,0.02534938,0.0883263,0.05858494
3398.923,0.05108917,0.02523478,0.08792047,0.05860119
3399.405,0.05118975,0.02533633,0.08748923,0.05868236
3399.887,0.05137329,0.02564486,0.08710817,0.05881624
3400.369,0.05163766,0.02610584,0.08683563,0.05896918
3400.851,0.05195085,0.02662675,0.0866996,0.05910357
3401.333,0.05225609,0.02710082,0.08668656,0.05919732
3401.815,0.05249089,0.02744046,0.08675162,0.05925249
3402.298,0.05259746,0.02758718,0.08683116,0.05929109
3402.78,0.05254422,0.02752651,0.08686598,0.05934465
3403.262,0.05233638,0.0272815,0.08682097,0.05943957
3403.744,0.05201358,0.02690211,0.08668657,0.05959054
3404.226,0.05163993,0.02644836,0.08647685,0.05979755
3404.708,0.05128195,0.02597567,0.08621585,0.06004978
3405.19,0.05100043,0.02553517,0.08592829,0.06032664
3405.672,0.05083283,0.02516815,0.08562938,0.06060195
3406.155,0.05078984,0.02490614,0.08532797,0.06084396
3406.637,0.05085952,0.0247729,0.08503459,0.0610138
3407.119,0.05101174,0.0247794,0.08476903,0.06107293
3407.601,0.0512084,0.02492039,0.08456419,0.0609951
3408.083,0.05140395,0.02517325,0.08446506,0.06077574
3408.565,0.0515556,0.02550137,0.08451311,0.0604445
3409.047,0.05162904,0.02586318,0.08473182,0.06006056
3409.529,0.05160134,0.02621682,0.08511398,0.05970389
3410.011,0.05146869,0.02653003,0.08561736,0.05944431
3410.494,0.05126632,0.02678103,0.08617371,0.05932072
3410.976,0.05101501,0.02695466,0.08669169,0.05932547
3411.458,0.05077107,0.02704282,0.08709516,0.05940837
3411.94,0.05060161,0.02704323,0.08733405,0.05949462
3412.422,0.05056955,0.02696596,0.08739401,0.05951266
3412.904,0.05071036,0.02683654,0.08729817,0.05942743
3413.386,0.05102503,0.02670199,0.0870968,0.05924947
3413.868,0.05147445,0.02662632,0.08685436,0.05903095
3414.351,0.05199512,0.02667023,0.08662782,0.05883615
3414.833,0.05251303,0.02687697,0.08646216,0.05871711
3415.315,0.05296412,0.02724882,0.08638248,0.05868834
3415.797,0.05331383,0.02774266,0.08639442,0.05872337
3416.279,0.05355959,0.0282724,0.08648803,0.05876722
3416.761,0.05372905,0.02873367,0.08664228,0.05876426
3417.243,0.05386662,0.02904026,0.08683075,0.05868659
3417.725,0.05402508,0.0291422,0.08702119,0.05854617
3418.208,0.05424913,0.02904562,0.08717864,0.05839397
3418.689,0.05456229,0.02880386,0.08727085,0.05829298
3419.172,0.05496002,0.02850277,0.0872705,0.05829464
3419.654,0.05540182,0.02822358,0.0871634,0.05840549
3420.136,0.05581798,0.0280121,0.08695498,0.05858018
3420.618,0.05611394,0.02786836,0.08667345,0.05873196
3421.1,0.05619718,0.02775128,0.08636356,0.05877197
3421.582,0.05600433,0.0276093,0.08607493,0.05865063
3422.064,0.05551451,0.02740566,0.08585429,0.05837645
3422.546,0.05476414,0.02714177,0.08573163,0.05801788
3423.029,0.05383676,0.02685439,0.08571611,0.05767326
3423.511,0.05285253,0.0266041,0.08579808,0.05744502
3423.993,0.05193273,0.02644845,0.08595345,0.05739812
3424.475,0.05117197,0.02642222,0.08615358,0.05754375
3424.957,0.05062472,0.02652869,0.08637208,0.0578386
3425.439,0.05029256,0.02673922,0.08659409,0.05820416
3425.921,0.05013885,0.02700443,0.0868192,0.0585533
3426.403,0.05010812,0.02726495,0.08705945,0.05881555
3426.885,0.0501548,0.02747119,0.08733161,0.05896202
3427.368,0.05025494,0.02758737,0.0876476,0.0590055
3427.85,0.05040791,0.02759485,0.08800546,0.05898963
3428.332,0.0506221,0.02749245,0.08838356,0.05896315
3428.814,0.05089484,0.02729355,0.08874129,0.05895993
3429.296,0.05119466,0.02702543,0.08902586,0.05898498
3429.778,0.05146428,0.02672369,0.08918893,0.0590166
3430.26,0.0516317,0.02643014,0.08919568,0.05901809
3430.742,0.05164095,0.02618388,0.08903845,0.05895763
3431.225,0.05148097,0.02600842,0.08873854,0.05882552
3431.707,0.05120093,0.02590618,0.08834338,0.0586386
3432.189,0.05090319,0.02585465,0.08791436,0.05843559
3432.671,0.05070479,0.02581747,0.08750555,0.05825965
3433.153,0.05070801,0.02575738,0.08715712,0.05814696
3433.635,0.05095717,0.02565476,0.08688483,0.05811562
3434.117,0.0514241,0.02551874,0.08668162,0.05816567
3434.599,0.05201035,0.02538932,0.08652642,0.0582867
3435.082,0.05257753,0.0253258,0.08639564,0.0584676
3435.564,0.05299801,0.02538442,0.0862743,0.05870251
3436.046,0.05318068,0.02560231,0.08616207,0.05898864
3436.528,0.05310997,0.02597808,0.0860745,0.05931808
3437.01,0.05284303,0.02647266,0.08603469,0.0596698
3437.492,0.0524953,0.02701171,0.08606616,0.06000198
3437.974,0.05219787,0.02750912,0.08617937,0.06026017
3438.456,0.05205529,0.02788737,0.08636615,0.06039371
3438.938,0.05212231,0.02808592,0.08659849,0.06037051
3439.421,0.0523854,0.0280758,0.08683558,0.06019512
3439.903,0.05277625,0.02785828,0.08703693,0.05990888
3440.385,0.05318897,0.02746479,0.08717058,0.05958301
3440.867,0.05351947,0.02695124,0.08722626,0.05929046
3441.349,0.05369427,0.02639427,0.08721645,0.05908324
3441.831,0.05368638,0.02588716,0.08717327,0.05897587
3442.313,0.05352074,0.02551733,0.08713447,0.05894207
3442.795,0.05325719,0.0253519,0.08713016,0.05893346
3443.278,0.05296756,0.02542227,0.08717304,0.05890515
3443.76,0.05270438,0.02571509,0.08725497,0.05884328
3444.242,0.05249443,0.02617555,0.08735267,0.05877307
3444.724,0.05233978,0.02671455,0.0874388,0.0587543
3445.206,0.05223086,0.02723331,0.08749525,0.0588518
3445.688,0.05216397,0.02763505,0.08752,0.05911147
3446.17,0.05215206,0.02785006,0.08752966,0.05952662
3446.652,0.05222147,0.02785872,0.08755185,0.06003287
3447.135,0.05239908,0.02769473,0.08761253,0.06052048
3447.617,0.05268943,0.02743206,0.08772169,0.06088058
3448.099,0.05306403,0.02715052,0.08786765,0.06105046
3448.581,0.05346245,0.02691704,0.08802205,0.06102657
3449.063,0.05381062,0.02676863,0.08814993,0.06085647
3449.545,0.05404515,0.02671418,0.08822244,0.060607
3450.027,0.05412586,0.0267455,0.0882197,0.06034204
3450.509,0.05405021,0.02684497,0.08813512,0.06009718
3450.991,0.05384934,0.02699334,0.08797327,0.05987177
3451.474,0.05357878,0.02716943,0.08774608,0.05963322
3451.956,0.05329417,0.02735152,0.08746976,0.05933348
3452.438,0.05302912,0.02751704,0.08716046,0.05893288
3452.92,0.05278626,0.027642,0.0868351,0.05841723
3453.402,0.05253953,0.02770503,0.08651085,0.05781239
3453.884,0.05225378,0.027692,0.08620548,0.05717954
3454.366,0.05190654,0.02760024,0.08593824,0.05661048
3454.848,0.05150928,0.02744083,0.08572607,0.05620037
3455.331,0.05111145,0.02723669,0.08558246,0.05602647
3455.813,0.05079319,0.02702058,0.08551682,0.05613624
3456.295,0.05063576,0.02682594,0.08553669,0.05653355
3456.777,0.05069613,0.02668152,0.08565169,0.05718128
3457.259,0.0509872,0.02661008,0.08587733,0.05800749
3457.741,0.05147028,0.02662477,0.08623189,0.05892392
3458.223,0.05206272,0.02673077,0.08673037,0.05983482
3458.705,0.0526548,0.02692569,0.08737236,0.06064574
3459.188,0.05314534,0.02719954,0.08813243,0.06128302
3459.669,0.05345744,0.0275321,0.08895285,0.06169217
3460.152,0.05355753,0.02788837,0.08974424,0.06184378
3460.634,0.05346087,0.02822248,0.09040889,0.06173645
3461.116,0.0532252,0.02847418,0.09085457,0.06139433
3461.598,0.05293693,0.0285801,0.09102371,0.06086674
3462.08,0.05268124,0.02849193,0.09091264,0.06021534
3462.562,0.05252809,0.02818709,0.09057372,0.0595082
3463.044,0.0525107,0.02768376,0.09010077,0.05880512
3463.526,0.05262313,0.02703915,0.08959248,0.05814517
3464.009,0.05282653,0.02634752,0.08913432,0.05754912
3464.491,0.05306531,0.02572405,0.08877259,0.0570244
3464.973,0.05328754,0.02527709,0.08851088,0.0565774
3465.455,0.05345384,0.02509942,0.08831917,0.05622545
3465.937,0.0535482,0.02523722,0.08814909,0.05600395
3466.419,0.05357847,0.025679,0.08795914,0.05595885
3466.901,0.05356705,0.02635159,0.08772711,0.05613635
