absorbance_2.3_1_oilA,2.3_1_oilA,2.3_2_oilA,2.3_3_oilA
3066.744,0.07901263,0.05638324,0.03896317
3067.227,0.07903571,0.05641162,0.03896736
3067.708,0.07907394,0.056449,0.03898831
3068.191,0.07911408,0.05646733,0.03902924
3068.673,0.07913011,0.05643705,0.03908555
3069.155,0.0790951,0.05633882,0.03914808
3069.637,0.07899342,0.05617019,0.03920767
3070.119,0.07882813,0.05594801,0.03925878
3070.601,0.07862415,0.05570557,0.03930184
3071.083,0.07842147,0.05548457,0.03934269
3071.565,0.07826571,0.05532745,0.03938926
3072.048,0.07818959,0.0552629,0.03944705
3072.53,0.07820538,0.05530227,0.03951494
3073.012,0.07829972,0.05543599,0.0395839
3073.494,0.07844066,0.05563802,0.03963869
3073.976,0.07858736,0.05586987,0.03966194
3074.458,0.07870343,0.0560878,0.03963884
3074.94,0.07876962,0.05625296,0.03956338
3075.422,0.07878722,0.05633469,0.03944011
3075.905,0.07877591,0.05631737,0.03928468
3076.387,0.0787643,0.05620196,0.03911758
3076.869,0.07878133,0.05600677,0.03896116
3077.351,0.07884517,0.05576362,0.03883179
3077.833,0.0789578,0.05550767,0.0387356
3078.315,0.07910498,0.05527311,0.03866807
3078.797,0.07926035,0.05508363,0.03861634
3079.279,0.07939553,0.05494854,0.03856505
3079.761,0.07948451,0.05486523,0.03850129
3080.244,0.07951184,0.05482493,0.03841891
3080.726,0.07947436,0.05481967,0.03831964
3081.208,0.0793806,0.05484667,0.03821098
3081.69,0.07924709,0.05490927,0.03810142
3082.172,0.07909285,0.05501007,0.03799699
3082.654,0.0789381,0.05514507,0.03789934
3083.136,0.07879975,0.05529767,0.03780711
3083.618,0.07869019,0.05543986,0.03771859
3084.101,0.07861798,0.05553646,0.03763506
3084.583,0.07858609,0.05555899,0.03756253
3085.065,0.07859323,0.05549685,0.03751015
3085.547,0.07863228,0.05536231,0.03748804
3086.029,0.07869146,0.05519013,0.03750185
3086.511,0.07875507,0.05502641,0.03755122
3086.993,0.07880455,0.05491813,0.03762826
3087.475,0.07882372,0.05489421,0.0377217
3087.958,0.07880152,0.05496056,0.03781963
3088.44,0.07873552,0.05509853,0.03791364
3088.922,0.07863349,0.05527428,0.03799958
3089.404,0.07851256,0.05544883,0.03807576
3089.886,0.07839666,0.05558805,0.03813868
3090.368,0.07830849,0.05567217,0.03818121
3090.85,0.07826536,0.05569282,0.03819089
3091.332,0.07827449,0.05565171,0.03815406
3091.814,0.07832941,0.05555557,0.03806185
3092.297,0.07841227,0.0554137,0.03791565
3092.779,0.07849792,0.05523817,0.03773038
3093.261,0.07856234,0.05504514,0.03753194
3093.743,0.07858729,0.0548574,0.03735296
3094.225,0.0785665,0.05470325,0.03722382
3094.707,0.07850604,0.05460849,0.03716325
3095.189,0.07842294,0.05459106,0.03717489
3095.671,0.07833807,0.05465139,0.03724702
3096.154,0.07826779,0.05476927,0.037358
3096.636,0.07821931,0.05490721,0.03748141
3097.118,0.07818651,0.0550218,0.03759514
3097.6,0.07815181,0.05507854,0.03768615
3098.082,0.0780898,0.05506018,0.03775119
3098.564,0.07797627,0.05497393,0.03779742
3099.046,0.07779577,0.05484746,0.03784022
3099.528,0.07754723,0.05472074,0.03790092
3100.01,0.07724784,0.05462962,0.03800095
3100.493,0.07692979,0.05459435,0.03815534
3100.975,0.07663731,0.05461388,0.03836659
3101.457,0.07641232,0.0546678,0.03861934
3101.939,0.07628565,0.05472714,0.0388811
3102.421,0.07626966,0.05476617,0.0391066
3102.903,0.07635447,0.05477367,0.03925332
3103.385,0.07651073,0.05475498,0.03929331
3103.867,0.07669614,0.05472779,0.03922303
3104.35,0.07687049,0.0547111,0.03906541
3104.832,0.07700254,0.05471619,0.03886372
3105.314,0.07707933,0.05474024,0.03866791
3105.796,0.07710806,0.05476817,0.03851576
3106.278,0.0771135,0.05477876,0.03842415
3106.76,0.07712883,0.05475486,0.03838552
3107.242,0.07718256,0.05469187,0.03837728
3107.724,0.07729132,0.05460057,0.03837431
3108.207,0.0774525,0.05450277,0.0383645
3108.688,0.07764749,0.0544214,0.03835399
3109.171,0.07784607,0.0543732,0.03836296
3109.653,0.07801751,0.05436124,0.03841235
3110.135,0.07814015,0.05437727,0.03850804
3110.617,0.07820391,0.05440502,0.03863264
3111.099,0.07821161,0.05442844,0.03874863
3111.581,0.07817442,0.05443845,0.03881425
3112.063,0.078106,0.05443346,0.03879939
3112.545,0.07801852,0.05441779,0.03870315
3113.028,0.07792121,0.05439579,0.03855531
3113.51,0.07782243,0.05436979,0.03840975
3113.992,0.07773257,0.0543383,0.03832081
3114.474,0.07766422,0.05429869,0.03832166
3114.956,0.07763183,0.05425146,0.03841273
3115.438,0.07764545,0.05420204,0.03855976
3115.92,0.07770578,0.05415994,0.03870906
3116.402,0.07780105,0.05413574,0.03880445
3116.885,0.077909,0.05413605,0.0388114
3117.367,0.07800375,0.05416073,0.03872414
3117.849,0.07806276,0.05420415,0.0385641
3118.331,0.07807701,0.05426006,0.03836769
3118.813,0.07805205,0.05432469,0.03817261
3119.295,0.07800487,0.05440112,0.03800973
3119.777,0.07795541,0.05449504,0.03789623
3120.259,0.07791784,0.05461024,0.03784076
3120.741,0.07789465,0.05474046,0.03784575
3121.224,0.07787546,0.05486798,0.03791022
3121.706,0.0778429,0.05496483,0.03802619
3122.188,0.07778071,0.05500188,0.03817352
3122.67,0.07768358,0.05496202,0.03832027
3123.152,0.07755992,0.05484813,0.03842313
3123.634,0.07743107,0.05468443,0.03843983
3124.116,0.07732309,0.05450643,0.03834435
3124.598,0.07726014,0.05435171,0.03813733
3125.081,0.07725698,0.0542459,0.03785101
3125.563,0.07731503,0.05419542,0.0375395
3126.045,0.07742391,0.05418983,0.03727017
3126.527,0.07756311,0.0542089,0.0371011
3127.009,0.07770853,0.054234,0.03706427
3127.491,0.07783233,0.05425483,0.03716074
3127.973,0.07790878,0.05427236,0.03736157
3128.455,0.07791708,0.05429287,0.03762179
3128.938,0.0778419,0.05432379,0.03788979
3129.419,0.07767896,0.05436749,0.03812209
3129.902,0.07743677,0.05442085,0.03828918
3130.384,0.07713826,0.05447875,0.03837426
3130.866,0.07681832,0.05453848,0.03837453
3131.348,0.07651661,0.05460341,0.03829809
3131.83,0.07627377,0.05467998,0.03816498
3132.312,0.0761181,0.05477239,0.03800289
3132.794,0.07606314,0.05487522,0.03784437
3133.276,0.07610582,0.05497093,0.03772109
3133.759,0.076231,0.05503456,0.03765338
3134.241,0.07641631,0.0550415,0.03764609
3134.723,0.07663672,0.05497974,0.03768618
3135.205,0.07686929,0.05485611,0.03774861
3135.687,0.07709156,0.05469578,0.0378033
3136.169,0.07728102,0.0545338,0.03782444
3136.651,0.07741808,0.05440102,0.03779821
3137.133,0.07748649,0.05431457,0.03772349
3137.615,0.07747803,0.05427293,0.03760935
3138.098,0.07739644,0.05425999,0.03746942
3138.58,0.07725777,0.05425357,0.03731781
3139.062,0.07708685,0.05423665,0.03716725
3139.544,0.07690976,0.05420457,0.03702942
3140.026,0.07675084,0.05416434,0.03691886
3140.508,0.07662709,0.05412836,0.03685322
3140.99,0.07654833,0.05410683,0.03684888
3141.472,0.07652154,0.0541029,0.03691659
3141.955,0.07655296,0.05411281,0.03705401
3142.437,0.07664834,0.05413049,0.03724381
3142.919,0.07681025,0.05415301,0.03745575
3143.401,0.07703196,0.05418318,0.03765719
3143.883,0.07729486,0.05422612,0.03782576
3144.365,0.07756567,0.05428451,0.03795463
3144.847,0.07780468,0.05435143,0.03805491
3145.329,0.07797679,0.05440997,0.03814667
3145.812,0.07805875,0.05443615,0.03824845
3146.294,0.07804846,0.05441066,0.03836387
3146.776,0.07796248,0.05432791,0.03847891
3147.258,0.07782934,0.05420189,0.03856445
3147.74,0.07767607,0.05406319,0.03859034
3148.222,0.0775198,0.05394794,0.03853904
3148.704,0.07736608,0.05388829,0.03841502
3149.186,0.07721218,0.05389857,0.03824535
3149.668,0.0770577,0.05397403,0.03807139
3150.151,0.07691359,0.05409481,0.03793607
3150.633,0.07680283,0.05423628,0.03786629
3151.115,0.07675676,0.05437711,0.03786767
3151.597,0.07680217,0.05450342,0.03792429
3152.079,0.07694701,0.05460881,0.03800994
3152.561,0.07717369,0.05468635,0.03809764
3153.043,0.07743926,0.05472286,0.03817135
3153.525,0.07769123,0.05470019,0.03822997
3154.008,0.07787888,0.05459782,0.0382844
3154.49,0.07797157,0.05440484,0.03835077
3154.972,0.07796666,0.05412817,0.03844057
3155.454,0.07788728,0.05379894,0.03855584
3155.936,0.07777294,0.05346813,0.03868629
3156.418,0.07766218,0.05319103,0.03881324
3156.9,0.07758569,0.05301802,0.03891115
3157.382,0.0775566,0.05297566,0.03895546
3157.865,0.0775716,0.05306082,0.0389277
3158.347,0.07761621,0.05323992,0.03881847
3158.829,0.07767175,0.05345878,0.03863174
3159.311,0.07772163,0.05365827,0.03838487
3159.793,0.07775399,0.05378339,0.03810902
3160.275,0.07776373,0.05379855,0.03784409
3160.757,0.07775271,0.05369415,0.03762973
3161.239,0.0777294,0.05348711,0.03750072
3161.721,0.07770695,0.05321692,0.03747528
3162.204,0.07769975,0.05293694,0.03755182
3162.686,0.07771855,0.05270721,0.03770963
3163.168,0.07776423,0.05257724,0.03791637
3163.65,0.07782367,0.0525772,0.03813647
3164.132,0.07786932,0.05271101,0.03833817
3164.614,0.07786768,0.05295534,0.03850086
3165.096,0.0777887,0.0532649,0.03861402
3165.578,0.07761761,0.05358176,0.03867343
3166.061,0.07736362,0.05385296,0.03867694
3166.542,0.07705936,0.05404023,0.03862131
3167.025,0.07675417,0.05412764,0.0385028
3167.507,0.0764953,0.0541242,0.03832015
3167.989,0.07631774,0.05405941,0.03807974
3168.471,0.07623313,0.05397491,0.03779803
3168.953,0.07623027,0.05391001,0.03749945
3169.435,0.07628205,0.05389682,0.03721382
3169.917,0.07635974,0.05395067,0.0369699
3170.399,0.07644635,0.05406681,0.03678839
3170.882,0.07653935,0.05422276,0.03668216
3171.364,0.07664987,0.05438248,0.03665611
3171.846,0.07679204,0.05450866,0.03670889
3172.328,0.07697199,0.05456829,0.03683476
3172.81,0.07718003,0.05454569,0.0370234
3173.292,0.07739119,0.05444603,0.03725865
3173.774,0.07756972,0.05429654,0.03751573
3174.256,0.07768203,0.05413682,0.03776321
3174.739,0.07770789,0.05400556,0.03796953
3175.221,0.0776442,0.05393176,0.03810552
3175.703,0.07750677,0.05392334,0.03815477
3176.185,0.07732216,0.05396846,0.03811585
3176.667,0.07712232,0.05404061,0.03800268
3177.149,0.07693405,0.05411322,0.03783804
3177.631,0.07677504,0.05417076,0.03764622
3178.113,0.07665403,0.05421523,0.03744873
3178.595,0.07657233,0.05426293,0.03726027
3179.078,0.07652831,0.05433307,0.03709272
3179.56,0.07651924,0.0544357,0.03696179
3180.042,0.07654314,0.05456161,0.03688846
3180.524,0.07659736,0.05468238,0.03689907
3181.006,0.07667656,0.05475718,0.03701712
3181.488,0.07677387,0.05475089,0.03725188
3181.97,0.07688026,0.05464507,0.03758942
3182.452,0.07698709,0.05444828,0.03798913
3182.935,0.07708827,0.05419378,0.03839525
3183.417,0.07718047,0.05393158,0.03874777
3183.899,0.07726236,0.05371318,0.03900099
3184.381,0.0773331,0.05357328,0.03913911
3184.863,0.07738993,0.05352388,0.03917505
3185.345,0.07742778,0.05355132,0.03914373
3185.827,0.07744148,0.05362514,0.03908061
3186.309,0.0774278,0.05370778,0.03900864
3186.792,0.0773889,0.05376628,0.03892784
3187.273,0.0773325,0.05378285,0.03881944
3187.756,0.07727084,0.05375313,0.03865873
3188.238,0.07721567,0.05368628,0.03843267
3188.72,0.07717329,0.05359835,0.03815122
3189.202,0.07714113,0.053508,0.03785019
3189.684,0.0771081,0.0534304,0.0375796
3190.166,0.07705951,0.05337406,0.03738467
3190.648,0.07698229,0.05334064,0.03729314
3191.13,0.0768731,0.05332508,0.0373024
3191.613,0.07674015,0.05331888,0.03738409
3192.095,0.07660274,0.05331318,0.03749325
3192.577,0.07648309,0.053302,0.03758759
3193.059,0.07639876,0.05328462,0.03764026
3193.541,0.07635795,0.05326597,0.03764236
3194.023,0.07635768,0.05325373,0.03760054
3194.505,0.07638904,0.05325622,0.03752667
3194.987,0.07644379,0.05327923,0.03742985
3195.469,0.07652087,0.05332373,0.03731232
3195.952,0.07662706,0.05338639,0.03717374
3196.434,0.07677107,0.05346131,0.03701974
3196.916,0.07695378,0.05354249,0.03686778
3197.398,0.07715949,0.05362588,0.03674897
3197.88,0.07735217,0.05370929,0.03670075
3198.362,0.07748655,0.05378991,0.03675088
3198.844,0.07751976,0.05386383,0.03690695
3199.326,0.07742852,0.0539235,0.03714722
3199.809,0.07722045,0.05396,0.03742708
3200.291,0.07693455,0.05396444,0.03768611
3200.773,0.07663111,0.05393191,0.03786571
3201.255,0.0763685,0.05386417,0.03792738
3201.737,0.07619213,0.05377012,0.0378561
3202.219,0.07611939,0.05366468,0.03766475
3202.701,0.07614186,0.05356363,0.03738456
3203.183,0.07623496,0.05348143,0.03706066
3203.666,0.07637244,0.0534277,0.03674046
3204.148,0.07653961,0.05340429,0.03646574
3204.63,0.07673384,0.05340706,0.03627367
3205.112,0.07695883,0.05342627,0.03619143
3205.594,0.0772135,0.05344942,0.03623239
3206.076,0.07748138,0.05346161,0.0363936
3206.558,0.07772963,0.05344949,0.03665137
3207.04,0.07791805,0.05340337,0.0369635
3207.522,0.07800947,0.05331793,0.03727003
3208.005,0.07798826,0.05319596,0.03750924
3208.487,0.07786622,0.05304675,0.03763317
3208.969,0.07768187,0.05288737,0.03761901
3209.451,0.07748552,0.0527373,0.03747979
3209.933,0.07732285,0.05261483,0.03726001
3210.415,0.07722285,0.05253511,0.03702501
3210.897,0.07719003,0.0525067,0.0368364
3211.379,0.07721074,0.05253201,0.03673793
3211.862,0.07726298,0.05260863,0.03674466
3212.344,0.07732847,0.05273042,0.03684103
3212.826,0.07739733,0.05288647,0.03698863
3213.308,0.0774679,0.05306013,0.03713807
3213.79,0.07754143,0.0532311,0.03724777
3214.272,0.07761498,0.05337457,0.03729249
3214.754,0.07767878,0.0534669,0.03727031
3215.236,0.07771835,0.05349093,0.03719914
3215.719,0.07771838,0.05343986,0.03710999
3216.201,0.07766996,0.05332056,0.03703534
3216.683,0.07757357,0.05315204,0.03699831
3217.165,0.07743905,0.05296268,0.03700902
3217.647,0.07728311,0.0527854,0.03706165
3218.129,0.07712307,0.05264976,0.03713926
3218.611,0.07697599,0.05257996,0.03721788
3219.093,0.07685488,0.05258951,0.03727536
3219.575,0.07676684,0.05267937,0.03729878
3220.058,0.07671453,0.05283761,0.0372859
3220.54,0.07669355,0.05303982,0.03724498
3221.022,0.07669327,0.05325374,0.03718929
3221.504,0.07669675,0.0534419,0.03713175
3221.986,0.07668461,0.0535717,0.03707956
3222.468,0.07664157,0.05362381,0.03703314
3222.95,0.0765613,0.05359779,0.03698771
3223.432,0.07645083,0.05351477,0.036938
3223.915,0.0763298,0.05341249,0.03688261
3224.396,0.07622559,0.05333617,0.0368261
3224.879,0.07616226,0.05332134,0.0367769
3225.361,0.07615227,0.05338345,0.03674429
3225.843,0.07619197,0.05351126,0.03673354
3226.325,0.07626357,0.0536722,0.03674328
3226.807,0.07634182,0.05382395,0.03676745
3227.289,0.0764041,0.05392984,0.03679853
3227.771,0.07643814,0.0539748,0.03683379
3228.253,0.07644475,0.05396773,0.03687763
3228.736,0.07643413,0.05393778,0.03694062
3229.218,0.07641932,0.05391747,0.03703314
3229.7,0.07641099,0.05393173,0.03715877
3230.182,0.07641547,0.05398703,0.03730911
3230.664,0.07643615,0.05407242,0.03746444
3231.146,0.07647812,0.05416812,0.03759864
3231.628,0.07655045,0.05425867,0.03768883
3232.11,0.0766649,0.05434328,0.03772625
3232.593,0.07683232,0.05443897,0.03771962
3233.075,0.0770556,0.05457395,0.03769321
3233.557,0.07732656,0.05477313,0.03767661
3234.039,0.07762589,0.05504503,0.03769685
3234.521,0.07792928,0.05537083,0.03776683
3235.003,0.07821525,0.05570665,0.0378829
3235.485,0.07846847,0.05598655,0.03802571
3235.967,0.0786817,0.05614142,0.03816804
3236.449,0.07885171,0.05611921,0.03828264
3236.932,0.07897193,0.05589464,0.03834504
3237.414,0.07902835,0.05548051,0.03833869
3237.896,0.07900228,0.05492317,0.03825428
3238.378,0.07887431,0.05429836,0.03808962
3238.86,0.07863766,0.05369013,0.0378533
3239.342,0.07830402,0.05317359,0.03756698
3239.824,0.07790793,0.05280456,0.0372708
3240.306,0.07749767,0.05260419,0.0370184
3240.789,0.07712387,0.05256041,0.03686843
3241.271,0.07682817,0.05263286,0.03687342
3241.753,0.07663053,0.05277058,0.03705914
3242.235,0.07652867,0.052924,0.03741544
3242.717,0.07650237,0.05305557,0.03789091
3243.199,0.07652532,0.05314894,0.03840695
3243.681,0.076573,0.05320343,0.03887072
3244.163,0.07663035,0.05322842,0.03919873
3244.646,0.07669516,0.05323333,0.03934366
3245.127,0.07677436,0.05322296,0.03930074
3245.61,0.07688075,0.05319633,0.03910804
3246.092,0.07702553,0.05315078,0.03882759
3246.574,0.077215,0.05308855,0.03852936
3247.056,0.07744597,0.05302009,0.03827184
3247.538,0.07770544,0.05296275,0.03808836
3248.02,0.07796741,0.05293434,0.03798934
3248.502,0.07819704,0.0529453,0.03796443
3248.984,0.07835826,0.05299414,0.03799148
3249.467,0.0784198,0.05306695,0.03804071
3249.949,0.07836842,0.05314477,0.03808158
3250.431,0.07821429,0.05321255,0.03808739
3250.913,0.0779927,0.05326454,0.03803581
3251.395,0.07775494,0.0533068,0.03791304
3251.877,0.0775523,0.05335093,0.03771808
3252.359,0.07742451,0.05340758,0.03746542
3252.841,0.07738492,0.05347855,0.03718501
3253.323,0.0774188,0.05355703,0.03691754
3253.806,0.07748944,0.05363114,0.03670907
3254.288,0.07755438,0.05369267,0.03659553
3254.77,0.07758157,0.05374175,0.03659401
3255.252,0.07755867,0.05378734,0.03669608
3255.734,0.07749566,0.05383948,0.03686846
3256.216,0.07741886,0.05390104,0.03705985
3256.698,0.07736,0.05396093,0.03720796
3257.18,0.07734326,0.05399779,0.03725804
3257.663,0.07738048,0.0539899,0.037171
3258.145,0.07746825,0.05392948,0.03693227
3258.627,0.07759128,0.05383296,0.03655541
3259.109,0.07772584,0.05374375,0.03607967
3259.591,0.07784284,0.05372156,0.03556608
3260.073,0.07791464,0.05381655,0.03508007
3260.555,0.07791559,0.05405284,0.03468738
3261.037,0.07782834,0.05441222,0.03444073
3261.52,0.07764941,0.05483808,0.03436844
3262.002,0.07739323,0.05524691,0.03447433
3262.484,0.07709274,0.05555267,0.03473612
3262.966,0.07679037,0.05569529,0.03511449
3263.448,0.07653324,0.05564716,0.03555673
3263.93,0.07635719,0.05542106,0.03600997
3264.412,0.07627755,0.05505776,0.0364334
3264.894,0.07628676,0.05461744,0.03680019
3265.376,0.07635915,0.05416337,0.03710423
3265.859,0.07646342,0.05374772,0.03735555
3266.341,0.0765716,0.05341328,0.03757443
3266.823,0.07666942,0.05318617,0.03778003
3267.305,0.07675578,0.0530751,0.03798009
3267.787,0.07683669,0.05307253,0.03816671
3268.269,0.07691624,0.05315375,0.0383159
3268.751,0.07699082,0.05328262,0.03839739
3269.233,0.07704763,0.05341703,0.03838408
3269.716,0.07707129,0.05352319,0.038267
3270.198,0.07705194,0.05358353,0.03806236
3270.68,0.07699206,0.05360085,0.03781233
3271.162,0.07690831,0.05359449,0.03757318
3271.644,0.07682582,0.05358889,0.03739909
3272.126,0.07677189,0.0536003,0.03732684
3272.608,0.07676387,0.05362778,0.03735956
3273.09,0.07680588,0.05365204,0.03746669
3273.573,0.07689033,0.05364295,0.03758976
3274.055,0.07700504,0.05357449,0.03766764
3274.537,0.07714123,0.0534353,0.03765221
3275.019,0.07729805,0.05323538,0.03752472
3275.501,0.07748124,0.05300112,0.0372998
3275.983,0.0776958,0.05276797,0.03701727
3276.465,0.07793602,0.05257055,0.03672776
3276.947,0.07817972,0.05243353,0.03647299
3277.429,0.07838708,0.05237268,0.03627977
3277.912,0.07850821,0.05239612,0.03615627
3278.394,0.07850061,0.05250661,0.03609844
3278.876,0.07833891,0.05270072,0.03609888
3279.358,0.07802912,0.05296453,0.03615372
3279.84,0.07760707,0.05327225,0.03626514
3280.322,0.07713655,0.05358052,0.03643585
3280.804,0.07669164,0.05383708,0.03666313
3281.286,0.0763353,0.05399587,0.03693399
3281.769,0.07610965,0.05402445,0.03722239
3282.25,0.07602292,0.05391878,0.03749563
3282.733,0.0760528,0.05370104,0.03772468
3283.215,0.07615642,0.05341324,0.03788867
3283.697,0.07628899,0.05310071,0.03798287
3284.179,0.07642028,0.05279928,0.03801638
3284.661,0.07654047,0.05253256,0.03800707
3285.143,0.07665978,0.0523128,0.03797266
3285.625,0.07679595,0.05215021,0.03792507
3286.107,0.07695956,0.05206312,0.03786926
3286.59,0.07714127,0.05207683,0.03780436
3287.072,0.07730902,0.05221734,0.03772941
3287.554,0.07741432,0.05249803,0.03764781
3288.036,0.07741208,0.05290729,0.0375678
3288.518,0.07727594,0.05340506,0.03750164
3289.0,0.07701093,0.05392805,0.03746081
3289.482,0.0766511,0.05441124,0.03745127
3289.964,0.07624922,0.05480248,0.03747167
3290.447,0.07585972,0.05507447,0.03751404
3290.929,0.07551984,0.05522588,0.03756896
3291.411,0.0752477,0.05527195,0.03762892
3291.893,0.075045,0.05522885,0.03769327
3292.375,0.07490937,0.05510362,0.03776736
3292.857,0.07484525,0.05489272,0.03786068
3293.339,0.07486867,0.05458949,0.0379807
3293.821,0.07499871,0.05419662,0.03812675
3294.303,0.07524657,0.05373704,0.03828642
3294.786,0.07560045,0.05325577,0.03843437
3295.268,0.07602344,0.05280922,0.03853827
3295.75,0.07645565,0.05245552,0.03856214
3296.232,0.07683425,0.05223693,0.03847757
3296.714,0.07711551,0.052168,0.03827379
3297.196,0.07728475,0.05223701,0.03796236
3297.678,0.07736246,0.05241063,0.03757947
3298.16,0.07738767,0.05264865,0.0371776
3298.643,0.07740235,0.05291024,0.03682169
3299.125,0.07743042,0.05316307,0.0365711
3299.607,0.0774707,0.05338357,0.03646708
3300.089,0.07750302,0.05355405,0.03652682
3300.571,0.07750264,0.05366264,0.03673681
3301.053,0.07745437,0.05370416,0.0370578
3301.535,0.07736,0.05368262,0.03742854
3302.017,0.07723527,0.05361185,0.0377838
3302.5,0.07709979,0.05351376,0.03806564
3302.981,0.07696676,0.05341426,0.03823326
3303.464,0.07683764,0.0533342,0.03827414
3303.946,0.07670721,0.05328406,0.03820346
3304.428,0.07657342,0.0532645,0.03805994
3304.91,0.07644671,0.0532681,0.03789122
3305.392,0.07635283,0.05328614,0.03774321
3305.874,0.07632636,0.05331347,0.03764735
3306.356,0.07639462,0.05335146,0.03761035
3306.838,0.07656683,0.0534032,0.03761584
3307.321,0.07682665,0.05346939,0.03762865
3307.803,0.07714055,0.05354421,0.03761083
3308.285,0.0774673,0.05361537,0.03753269
3308.767,0.07777555,0.05366796,0.03738612
3309.249,0.0780526,0.05369172,0.03718639
3309.731,0.07829839,0.05368621,0.03696737
3310.213,0.07851306,0.05366082,0.03676776
3310.695,0.0786839,0.05363056,0.03661513
3311.177,0.07877944,0.05360894,0.03651844
3311.66,0.0787591,0.05360172,0.03646456
3312.142,0.07859418,0.05360398,0.0364256
3312.624,0.0782853,0.05360361,0.03636894
3313.106,0.07787426,0.05358755,0.0362717
3313.588,0.07743154,0.05354988,0.03613042
3314.07,0.07703995,0.05349517,0.03596216
3314.552,0.07676064,0.05343735,0.0357992
3315.034,0.0766142,0.05339483,0.03567778
3315.517,0.07658021,0.05338556,0.03563133
3315.999,0.07661233,0.05341991,0.03567925
3316.481,0.07666593,0.05349972,0.0358251
3316.963,0.07671775,0.0536189,0.03605633
3317.445,0.07677671,0.05376599,0.03634776
3317.927,0.07687298,0.0539267,0.03666635
3318.409,0.07703547,0.05408441,0.03697431
3318.891,0.07726706,0.05422241,0.03723865
3319.374,0.07753479,0.05432514,0.03743489
3319.856,0.07777419,0.05438039,0.03755372
3320.338,0.07791993,0.05438232,0.03760318
3320.82,0.07793045,0.05433481,0.03760716
3321.302,0.0778112,0.0542507,0.03759899
3321.784,0.07761527,0.05414746,0.0376062
3322.266,0.07743,0.05404317,0.0376424
3322.748,0.07734637,0.05395021,0.03769745
3323.23,0.07742223,0.05387043,0.03774272
3323.713,0.07766894,0.0537983,0.03773971
3324.195,0.07804469,0.05372396,0.03766024
3324.677,0.07847461,0.05364017,0.03750154
3325.159,0.07886828,0.05354616,0.03729362
3325.641,0.07914682,0.05344822,0.03709252
3326.123,0.0792629,0.05335649,0.03695712
3326.605,0.07920122,0.05327931,0.03693154
3327.087,0.07897905,0.05322015,0.03702159
3327.57,0.07863511,0.05317593,0.03719283
3328.052,0.07822436,0.05314113,0.03737705
3328.534,0.07780384,0.05311225,0.03749834
3329.016,0.07742258,0.05309056,0.03750057
3329.498,0.07711741,0.05308228,0.03736195
3329.98,0.0769037,0.0530944,0.03710304
3330.462,0.07677565,0.05312908,0.03677521
3330.944,0.07671155,0.05318085,0.03644623
3331.427,0.07668632,0.05323688,0.03617553
3331.909,0.07668539,0.05328302,0.03600126
3332.391,0.07671392,0.05331147,0.0359385
3332.873,0.07679745,0.05332813,0.03598174
3333.355,0.07697166,0.05335369,0.03611424
3333.837,0.07726436,0.05342066,0.03631534
3334.319,0.07767427,0.05356152,0.03656605
3334.801,0.07816169,0.05379819,0.03684811
3335.283,0.07864754,0.05413173,0.03714056
3335.766,0.07904021,0.05453851,0.03742152
3336.248,0.07925726,0.05497196,0.03766773
3336.73,0.07925201,0.05537056,0.03785899
3337.212,0.07902728,0.05567315,0.03798456
3337.694,0.07862969,0.05582589,0.03804275
3338.176,0.07813247,0.05579309,0.03804239
3338.658,0.0776059,0.05556516,0.03799848
3339.14,0.07710693,0.05515682,0.03793142
3339.623,0.07666723,0.05461001,0.03786553
3340.104,0.07629426,0.05398446,0.03782653
3340.587,0.07598303,0.05335492,0.03784398
3341.069,0.07572456,0.0527982,0.03794631
3341.551,0.07551282,0.0523742,0.03815185
3342.033,0.07534613,0.05212034,0.0384628
3342.515,0.0752242,0.05203856,0.038856
3342.997,0.07514662,0.05209794,0.03928657
3343.479,0.07511284,0.05223852,0.03968947
3343.961,0.07512429,0.05238858,0.03999928
3344.444,0.0751877,0.05248471,0.04016757
3344.926,0.07531505,0.05248007,0.04017201
3345.408,0.07551868,0.05236029,0.04002452
3345.89,0.0758036,0.05214558,0.03976364
3346.372,0.07615808,0.05188704,0.03944439
3346.854,0.07655086,0.05165097,0.03911902
3347.336,0.07693462,0.05150089,0.0388241
3347.818,0.07725195,0.05148343,0.03857838
3348.301,0.07745437,0.05160803,0.03838233
3348.783,0.07751297,0.05184654,0.03822673
3349.265,0.07742578,0.05213556,0.03809968
3349.747,0.07721867,0.05240063,0.03799189
3350.229,0.07693862,0.05257729,0.03789758
3350.711,0.07664425,0.05263315,0.03781348
3351.193,0.07638959,0.05258319,0.03773743
3351.675,0.07621832,0.05248675,0.03767037
3352.157,0.07615775,0.05243015,0.03761784
3352.64,0.07621514,0.05249211,0.03759194
3353.122,0.07638033,0.05272058,0.03760985
3353.604,0.07662572,0.05311116,0.03768908
3354.086,0.0769135,0.05360919,0.03783671
3354.568,0.07719485,0.05412479,0.03804329
3355.05,0.07741814,0.05456416,0.03827711
3355.532,0.07753943,0.05486544,0.03849267
3356.014,0.07752493,0.05501103,0.03863722
3356.497,0.07736135,0.05503117,0.03866778
3356.979,0.07705827,0.05498088,0.03856447
3357.461,0.07664948,0.0549203,0.03833398
3357.943,0.07619003,0.05488754,0.03800747
3358.425,0.07574402,0.0548885,0.03762867
3358.907,0.0753834,0.05490252,0.03724588
