absorbance_1.7_1A,1.7_1A,1.7_2A,1.7_3A,1.7_4A,1.7_5
3153.525,0.08039413,0.08045579,0.06123146,0.0711266,0.08349878
3154.008,0.08028919,0.08055647,0.06125588,0.07124587,0.08364007
3154.49,0.08018661,0.08066031,0.06117639,0.07149681,0.08378296
3154.972,0.0800885,0.08075462,0.06100961,0.07184339,0.08391041
3155.454,0.07998722,0.08083571,0.06079813,0.07223413,0.08401354
3155.936,0.07986897,0.08090845,0.06059496,0.07261056,0.08409887
3156.418,0.07972039,0.08098184,0.06044392,0.07291838,0.08418574
3156.9,0.07953362,0.08106709,0.06037051,0.07310966,0.08430085
3157.382,0.0793128,0.08117316,0.0603734,0.07315572,0.0844646
3157.865,0.07907567,0.08130331,0.06042985,0.07305359,0.08468108
3158.347,0.07885496,0.0814517,0.06050359,0.07282896,0.08493286
3158.829,0.07869093,0.08160219,0.06055959,0.0725318,0.08518469
3159.311,0.07862064,0.0817315,0.06057455,0.07222343,0.08539492
3159.793,0.07866996,0.08181208,0.06053967,0.07196771,0.08552485
3160.275,0.07884143,0.08182269,0.06046146,0.07181135,0.08555117
3160.757,0.07911172,0.08175521,0.06035607,0.071775,0.08547045
3161.239,0.07943327,0.08161866,0.0602444,0.07185242,0.08529652
3161.721,0.07974831,0.08143726,0.06014632,0.07201459,0.08505421
3162.204,0.08000505,0.0812433,0.0600769,0.07222106,0.08477223
3162.686,0.08016809,0.08106907,0.06004713,0.07242905,0.0844806
3163.168,0.08023044,0.08093649,0.06006216,0.07260524,0.08420593
3163.65,0.08020872,0.08085396,0.06012194,0.07272885,0.08397223
3164.132,0.08013508,0.08081979,0.0602224,0.07279074,0.08380105
3164.614,0.08003984,0.08082702,0.06035698,0.07279319,0.08370625
3165.096,0.07994148,0.08087093,0.06051761,0.07274706,0.08369088
3165.578,0.07984112,0.08095077,0.06069572,0.07267179,0.08374238
3166.061,0.07972693,0.08106893,0.06088299,0.07259174,0.08383576
3166.542,0.07958278,0.08122399,0.06106878,0.07253375,0.08393705
3167.025,0.07939995,0.08140546,0.06123728,0.0725219,0.08401395
3167.507,0.07918358,0.08159269,0.06136946,0.07256784,0.08404747
3167.989,0.07895232,0.0817568,0.061443,0.07266602,0.0840359
3168.471,0.0787321,0.08186937,0.06144098,0.07279201,0.08399347
3168.953,0.07854476,0.08191344,0.06136176,0.07291055,0.08394071
3169.435,0.07840305,0.08188716,0.06122719,0.07298513,0.08389375
3169.917,0.07830755,0.08180521,0.06108516,0.07299308,0.0838552
3170.399,0.07825065,0.08168997,0.06099581,0.07293661,0.08381292
3170.882,0.07822277,0.08156515,0.06102012,0.07284324,0.08374689
3171.364,0.07821748,0.08144668,0.06119426,0.0727577,0.08364218
3171.846,0.078233,0.08134059,0.06151375,0.07272306,0.08350088
3172.328,0.07826853,0.0812462,0.06192782,0.07276753,0.08334696
3172.81,0.07832038,0.08116223,0.06235071,0.07289157,0.08322188
3173.292,0.07837898,0.08109141,0.06269318,0.07306934,0.08316839
3173.774,0.07842942,0.08104084,0.06288225,0.07325666,0.08321851
3174.256,0.07845844,0.08101851,0.06289121,0.07341076,0.0833774
3174.739,0.07846091,0.08102735,0.06274346,0.07350478,0.08362197
3175.221,0.07844427,0.08106098,0.06250335,0.07353367,0.08390401
3175.703,0.0784278,0.08110473,0.06224823,0.07351281,0.08416604
3176.185,0.07843504,0.0811419,0.06203807,0.07346568,0.08435706
3176.667,0.07848611,0.08116051,0.06189915,0.07341282,0.08444111
3177.149,0.07858759,0.08116077,0.06181371,0.07335971,0.08440826
3177.631,0.07872984,0.08115514,0.06173594,0.07329704,0.08427256
3178.113,0.07888907,0.08116284,0.06161103,0.07320773,0.08406772
3178.595,0.07903741,0.08119784,0.06140376,0.07307985,0.08383553
3179.078,0.07915086,0.08126112,0.06111009,0.07291573,0.08361619
3179.56,0.07921419,0.08133627,0.06075746,0.07273624,0.08344293
3180.042,0.07922305,0.08139597,0.06038927,0.07257225,0.08333356
3180.524,0.07918005,0.08141126,0.06004827,0.07245316,0.08329169
3181.006,0.07909191,0.08136313,0.05976363,0.07239444,0.08330745
3181.488,0.07896705,0.08125106,0.05954487,0.0723896,0.08336274
3181.97,0.07881803,0.08109339,0.05938696,0.07241181,0.08343807
3182.452,0.07866532,0.08092333,0.05928032,0.07242234,0.08351833
3182.935,0.07853695,0.08077615,0.0592201,0.07238896,0.08360015
3183.417,0.0784677,0.08068413,0.05920897,0.07229541,0.08369096
3183.899,0.0784918,0.08066957,0.05925413,0.07215176,0.08380497
3184.381,0.07862915,0.08074304,0.05935877,0.07198924,0.0839533
3184.863,0.07887844,0.08090459,0.05951609,0.07185408,0.08413468
3185.345,0.0792108,0.081145,0.05970666,0.07179102,0.08432878
3185.827,0.07957877,0.08144496,0.05990415,0.07182726,0.08450092
3186.309,0.07992246,0.08177195,0.06008286,0.07196754,0.08460832
3186.792,0.08018732,0.0820801,0.06022668,0.07219055,0.08461592
3187.273,0.0803377,0.08231735,0.06033366,0.07245778,0.08450997
3187.756,0.08036019,0.08242981,0.06041364,0.07271738,0.08430147
3188.238,0.08026449,0.08237933,0.06048236,0.07291746,0.08402398
3188.72,0.08007582,0.08215674,0.06055301,0.0730165,0.08371948
3189.202,0.07982919,0.08178931,0.06063283,0.07298602,0.08342893
3189.684,0.07955976,0.08133817,0.06072129,0.07281882,0.08317772
3190.166,0.07929747,0.08088163,0.06081298,0.07252927,0.08297367
3190.648,0.07906727,0.0805029,0.06090028,0.07215352,0.08281221
3191.13,0.07888672,0.08026379,0.06097577,0.07174338,0.08268633
3191.613,0.07876689,0.08019253,0.06103221,0.07135412,0.08259605
3192.095,0.07871261,0.08028463,0.0610584,0.0710398,0.08255318
3192.577,0.07872288,0.0805089,0.06104042,0.07083615,0.08257721
3193.059,0.07879108,0.08082337,0.0609632,0.07075483,0.08268578
3193.541,0.07890721,0.08118571,0.06081545,0.07078123,0.08288557
3194.023,0.07905976,0.08156624,0.06059811,0.07088169,0.08316414
3194.505,0.07923731,0.08194741,0.06032809,0.0710135,0.08349191
3194.987,0.07942694,0.08231884,0.06004075,0.07113693,0.0838247
3195.469,0.07961411,0.08267127,0.05978018,0.07123062,0.08411843
3195.952,0.07977931,0.08299089,0.05958971,0.07129427,0.08433592
3196.434,0.07989766,0.08325724,0.05950053,0.07134783,0.08445274
3196.916,0.07994526,0.08344907,0.05951981,0.07141972,0.084461
3197.398,0.07990438,0.08354872,0.0596308,0.07153431,0.08436655
3197.88,0.07977307,0.08354859,0.05979787,0.07169928,0.08418559
3198.362,0.07956903,0.08345401,0.05998167,0.07189924,0.08393876
3198.844,0.07933006,0.08328167,0.06014864,0.07209833,0.08364975
3199.326,0.07910712,0.08305558,0.06028073,0.07225106,0.08334298
3199.809,0.07894706,0.08280014,0.06037712,0.07232238,0.08303984
3200.291,0.07888529,0.08253764,0.06044958,0.07229696,0.08276033
3200.773,0.07893321,0.0822856,0.06051432,0.07219107,0.08252158
3201.255,0.07907702,0.08205516,0.06058355,0.07204855,0.08233561
3201.737,0.0792813,0.08185314,0.06066201,0.07193384,0.0822128
3202.219,0.07949915,0.08168285,0.06074517,0.07191245,0.08216028
3202.701,0.07968781,0.08154485,0.06082262,0.07202797,0.08218224
3203.183,0.07981322,0.08143823,0.0608817,0.07229047,0.08227918
3203.666,0.07985917,0.08136074,0.06091178,0.07266682,0.08244405
3204.148,0.07982684,0.0813099,0.06090789,0.07309058,0.08265929
3204.63,0.07973198,0.08128293,0.06087093,0.07347108,0.08289523
3205.112,0.07959948,0.08127751,0.06080833,0.07372252,0.08311476
3205.594,0.07945633,0.08129245,0.06073179,0.0737881,0.08328278
3206.076,0.07932995,0.08132643,0.06065779,0.07365106,0.08337377
3206.558,0.07924098,0.08137771,0.06060496,0.07334237,0.08338418
3207.04,0.07920095,0.0814437,0.06059112,0.07292946,0.08333297
3207.522,0.07921056,0.08151981,0.06063098,0.07250398,0.08326087
3208.005,0.07926042,0.08159986,0.0607322,0.0721526,0.08321437
3208.487,0.07933445,0.08167686,0.06089272,0.07193914,0.08323219
3208.969,0.07941533,0.08174345,0.06109823,0.07189521,0.08333267
3209.451,0.07949229,0.08179387,0.061325,0.07201422,0.08350682
3209.933,0.07956536,0.0818244,0.06154321,0.07226191,0.08372325
3210.415,0.07964517,0.08183218,0.06172092,0.07258703,0.08393849
3210.897,0.0797466,0.08181432,0.06183156,0.07294092,0.08411434
3211.379,0.07988064,0.08176564,0.06185718,0.07328325,0.08422639
3211.862,0.08004536,0.08167756,0.06179056,0.07358412,0.08426819
3212.344,0.08022265,0.08154052,0.06163762,0.07382499,0.08424746
3212.826,0.08037969,0.08134779,0.06141639,0.07399217,0.08417709
3213.308,0.08047722,0.0811025,0.06115822,0.07407574,0.0840679
3213.79,0.08048633,0.08082227,0.06090039,0.0740703,0.08392366
3214.272,0.08039624,0.08054309,0.06068625,0.07398004,0.08374193
3214.754,0.08022166,0.08031476,0.06055751,0.07382093,0.08351932
3215.236,0.07999613,0.08018622,0.06054249,0.07361885,0.08325676
3215.719,0.0797643,0.08019596,0.06065481,0.07340811,0.08296276
3216.201,0.07956633,0.0803552,0.06088517,0.07322156,0.08265432
3216.683,0.07942488,0.08064336,0.06120454,0.07308222,0.08235155
3217.165,0.079343,0.08100779,0.06156349,0.07299828,0.08207688
3217.647,0.07930448,0.08137615,0.06190125,0.07296146,0.08185168
3218.129,0.07928398,0.08167958,0.0621621,0.07295097,0.08169398
3218.611,0.07925434,0.08186522,0.06229913,0.07293913,0.08162056
3219.093,0.07919867,0.08191537,0.06229146,0.07289965,0.08164595
3219.575,0.07911548,0.08184699,0.06214745,0.0728151,0.08178037
3220.058,0.07901884,0.0817046,0.06190331,0.0726793,0.0820277
3220.54,0.07893346,0.08153983,0.06161302,0.07249784,0.08237941
3221.022,0.07888548,0.0813918,0.06133143,0.07228526,0.08281272
3221.504,0.07889781,0.08128104,0.06110697,0.07206342,0.08328641
3221.986,0.07898116,0.08120707,0.06096824,0.07185743,0.0837471
3222.468,0.07913212,0.08115917,0.06092212,0.07169266,0.08413722
3222.95,0.07933256,0.08112893,0.06095639,0.0715921,0.08440097
3223.432,0.07955325,0.08112033,0.06104605,0.07157031,0.08450091
3223.915,0.07976016,0.08114977,0.06115954,0.07162894,0.08442532
3224.396,0.07991766,0.08124031,0.06126346,0.07175455,0.08419304
3224.879,0.0799993,0.08140742,0.06132865,0.07191923,0.08385056
3225.361,0.07999154,0.08164988,0.06133232,0.07208686,0.08346218
3225.843,0.07989635,0.08194342,0.06125918,0.07221936,0.08310085
3226.325,0.07973097,0.08224709,0.06110591,0.07229026,0.08282528
3226.807,0.07952375,0.08251418,0.06088247,0.07229102,0.08266992
3227.289,0.07930963,0.08270352,0.06061571,0.07223508,0.08263708
3227.771,0.07912032,0.08279277,0.06034398,0.07215211,0.08269837
3228.253,0.07898066,0.08277984,0.06011467,0.07208192,0.08280505
3228.736,0.07890482,0.08267916,0.05997661,0.07206343,0.08290263
3229.218,0.07889456,0.08251297,0.05996536,0.07212218,0.08295043
3229.7,0.07894073,0.08230454,0.06009949,0.0722669,0.08292933
3230.182,0.07902542,0.08207508,0.06037311,0.07248661,0.08284464
3230.664,0.07912694,0.08184103,0.06075805,0.07275497,0.08271896
3231.146,0.07922099,0.08161914,0.06120715,0.07303337,0.08258124
3231.628,0.07928625,0.08142672,0.06166225,0.07327791,0.08245471
3232.11,0.07930803,0.08128021,0.06206897,0.07344916,0.08234839
3232.593,0.07928033,0.08119337,0.06237897,0.07351471,0.08225814
3233.075,0.07920673,0.08117211,0.06256047,0.07345659,0.08217197
3233.557,0.079099,0.0812129,0.06260171,0.07327561,0.08207893
3234.039,0.07897384,0.08130323,0.06250958,0.072991,0.08197464
3234.521,0.07884721,0.08142477,0.06230754,0.07263809,0.08186412
3235.003,0.07873043,0.08155972,0.06202823,0.07225929,0.0817583
3235.485,0.07862753,0.08169151,0.06170865,0.07189932,0.08166906
3235.967,0.07853661,0.08180846,0.06138074,0.0715936,0.08160523
3236.449,0.07845332,0.08190307,0.06106414,0.07136268,0.08157114
3236.932,0.07837582,0.08196995,0.06076734,0.07121419,0.08156982
3237.414,0.07830875,0.08200532,0.06048958,0.07114523,0.08160674
3237.896,0.07826459,0.08200775,0.0602278,0.07114903,0.08169078
3238.378,0.07826161,0.08197749,0.05998573,0.07121988,0.08183239
3238.86,0.07831752,0.08191719,0.05977854,0.07135382,0.08203615
3239.342,0.0784419,0.08182958,0.05963042,0.07154613,0.08229388
3239.824,0.07863154,0.08171709,0.05956936,0.0717847,0.08257862
3240.306,0.07886752,0.08158018,0.05961302,0.07204837,0.08284982
3240.789,0.07911872,0.08142047,0.05975979,0.07230749,0.08306284
3241.271,0.0793465,0.08124559,0.05998545,0.07252869,0.08318
3241.753,0.07951684,0.08107387,0.06025063,0.07268874,0.0831876
3242.235,0.07960626,0.08093763,0.06051297,0.0727793,0.08309858
3242.717,0.07960751,0.08087994,0.06074021,0.07281157,0.08295264
3243.199,0.07953061,0.08093982,0.06092246,0.07280989,0.08280014
3243.681,0.07939973,0.08113815,0.06106992,0.07280149,0.08268919
3244.163,0.07924763,0.08146109,0.06120249,0.07280456,0.08264972
3244.646,0.07910433,0.0818578,0.06133423,0.07281683,0.08268356
3245.127,0.07899328,0.0822458,0.06146125,0.07281706,0.08276749
3245.61,0.07892537,0.08253439,0.0615598,0.07277367,0.08286195
3246.092,0.07889734,0.08265804,0.06159683,0.07266127,0.08292963
3246.574,0.07889603,0.08259249,0.06154697,0.0724728,0.08294571
3247.056,0.07890215,0.08236589,0.06140983,0.07222831,0.0829077
3247.538,0.07889821,0.08204381,0.06121583,0.07196983,0.08283335
3248.02,0.07887045,0.0817142,0.0610197,0.07175159,0.08275528
3248.502,0.07881343,0.08145761,0.06088076,0.07162414,0.08270855
3248.984,0.07873113,0.08132271,0.06083672,0.07161698,0.0827183
3249.467,0.07863713,0.08132362,0.06089108,0.0717343,0.08279446
3249.949,0.07855307,0.0814392,0.06100727,0.07195206,0.0829275
3250.431,0.07850434,0.08163048,0.06112615,0.07222943,0.08309489
3250.913,0.07851799,0.08185227,0.06118502,0.0725145,0.08326779
3251.395,0.0786143,0.08206785,0.06114496,0.07276049,0.08342258
3251.877,0.07880169,0.0822523,0.06100422,0.07293392,0.08354848
3252.359,0.07907078,0.08238629,0.0607968,0.07301561,0.08364829
3252.841,0.07939361,0.08245298,0.06057711,0.07300462,0.08373509
3253.323,0.0797287,0.08243725,0.06039638,0.07291342,0.08382285
3253.806,0.08002603,0.08232695,0.06028912,0.07276631,0.08391724
3254.288,0.08024363,0.08212272,0.06026058,0.07259113,0.08401099
3254.77,0.08035874,0.08184263,0.06029244,0.07241252,0.08408573
3255.252,0.08037204,0.08152515,0.06035526,0.07224819,0.08412066
3255.734,0.08030722,0.08121826,0.0604233,0.07210366,0.08410556
3256.216,0.08020009,0.08096775,0.06048199,0.07197374,0.08404966
3256.698,0.08008774,0.0808066,0.0605275,0.07184637,0.08398398
3257.18,0.07999256,0.08074269,0.06056193,0.07171112,0.08395012
3257.663,0.07991704,0.08076022,0.06058794,0.07156532,0.0839859
3258.145,0.07984441,0.08082469,0.0606053,0.07141823,0.08410883
3258.627,0.07974822,0.08089781,0.0606139,0.07128884,0.08430615
3259.109,0.07960384,0.08094533,0.06061719,0.0712007,0.08453806
3259.591,0.07940073,0.08094559,0.06062572,0.07117226,0.0847525
3260.073,0.07914819,0.08089364,0.06065352,0.07120854,0.08490928
3260.555,0.07887486,0.08079738,0.06071256,0.07129759,0.08499538
3261.037,0.07862096,0.08067555,0.06080313,0.07141237,0.08503313
3261.52,0.07842363,0.0805511,0.06091071,0.07152135,0.08506683
3262.002,0.07831118,0.0804487,0.06100513,0.07159449,0.08514541
3262.484,0.07829475,0.08039127,0.06104925,0.07161277,0.08529595
3262.966,0.07836811,0.08039342,0.0610129,0.07157236,0.08550844
3263.448,0.07851165,0.08045992,0.06087886,0.07148015,0.08573483
3263.93,0.07869881,0.0805817,0.06064954,0.0713498,0.08590522
3264.412,0.07890388,0.08073914,0.0603433,0.07119559,0.08595806
3264.894,0.07910461,0.08090599,0.05999017,0.07103057,0.08585769
3265.376,0.07928751,0.08105932,0.05962492,0.07086556,0.08561181
3265.859,0.07944953,0.08118861,0.05928116,0.07071207,0.08526353
3266.341,0.07959821,0.08129866,0.05899553,0.07058466,0.08487727
3266.823,0.07974825,0.08140711,0.05880428,0.07050032,0.08451147
3267.305,0.07991464,0.08153447,0.05874018,0.07047445,0.08419941
3267.787,0.08010639,0.08169373,0.05882858,0.07051637,0.08394703
3268.269,0.08031583,0.08188087,0.05907392,0.07062473,0.08373772
3268.751,0.0805153,0.08207395,0.05945268,0.07078619,0.08354764
3269.233,0.08065581,0.08223744,0.05990917,0.07097653,0.08335854
3269.716,0.08067917,0.08233568,0.06036763,0.07116877,0.08316603
3270.198,0.08053501,0.08234467,0.06075043,0.07133984,0.08297779
3270.68,0.08019468,0.0822572,0.06099439,0.07147429,0.08280721
3271.162,0.07966951,0.08208439,0.06107314,0.07156854,0.08266479
3271.644,0.07901239,0.08184889,0.06099983,0.0716278,0.08255518
3272.126,0.07831526,0.08157789,0.06082242,0.07166269,0.08247859
3272.608,0.07768326,0.08129504,0.06060386,0.07168405,0.08243797
3273.09,0.07721427,0.08101927,0.0604049,0.07170045,0.08244103
3273.573,0.07697676,0.08076772,0.06027057,0.07171557,0.08250229
3274.055,0.07699003,0.08055695,0.06021916,0.07172801,0.08263345
3274.537,0.07722414,0.08040568,0.06024794,0.07173195,0.08283666
3275.019,0.07760703,0.08033163,0.06034032,0.07171807,0.08309478
3275.501,0.07804909,0.08034327,0.06047582,0.07167603,0.08337513
3275.983,0.07845613,0.0804357,0.06063192,0.07159678,0.08363404
3276.465,0.07874975,0.08058678,0.06078495,0.07147594,0.08383121
3276.947,0.07888396,0.08076329,0.06091017,0.07131695,0.08394381
3277.429,0.0788476,0.08092835,0.06098039,0.07113416,0.08397049
3277.912,0.07866722,0.08105279,0.0609713,0.07095078,0.08392942
3278.394,0.0783963,0.08112483,0.06086893,0.07079346,0.08384747
3278.876,0.07811041,0.0811499,0.06067492,0.07068957,0.0837506
3279.358,0.07788884,0.08114749,0.0604096,0.07065754,0.08365329
3279.84,0.07779396,0.08114064,0.06010612,0.07070267,0.08355586
3280.322,0.07786273,0.08115,0.05980501,0.0708164,0.0834483
3280.804,0.07809222,0.08118669,0.05954445,0.07097884,0.08331724
3281.286,0.07844431,0.08125114,0.0593508,0.07116707,0.08315325
3281.769,0.07885126,0.0813354,0.05924072,0.07135901,0.08295487
3282.25,0.07923813,0.08142529,0.05921884,0.07154143,0.08272994
3282.733,0.07954457,0.08150374,0.05928147,0.0717107,0.08249371
3283.215,0.07973411,0.08155007,0.05941593,0.07187065,0.08226788
3283.697,0.0798049,0.08154356,0.05960007,0.07202645,0.08207729
3284.179,0.07978246,0.0814679,0.05980305,0.07218038,0.0819478
3284.661,0.07971016,0.08131577,0.05998567,0.07232722,0.08190445
3285.143,0.07963092,0.08109523,0.06011036,0.07245373,0.08196396
3285.625,0.07957534,0.08083148,0.06015354,0.07254205,0.08212834
3286.107,0.07955682,0.08056487,0.06011415,0.07257278,0.0823797
3286.59,0.0795695,0.08033802,0.060019,0.07253171,0.08267999
3287.072,0.07959405,0.08018347,0.05991585,0.07241333,0.08297808
3287.554,0.07960395,0.08011487,0.05986112,0.07222378,0.08321788
3288.036,0.07957514,0.08012088,0.05989712,0.07197996,0.0833599
3288.518,0.07949241,0.08017246,0.06003923,0.07170708,0.08339084
3289.0,0.07935549,0.08023474,0.06027036,0.07143702,0.08332986
3289.482,0.07918271,0.08028567,0.06054912,0.07119934,0.08322106
3289.964,0.07901067,0.08032443,0.06082517,0.07102066,0.08312025
3290.447,0.0788903,0.08037324,0.06105625,0.07092205,0.08307616
3290.929,0.07886972,0.08046425,0.061222,0.07091662,0.08311101
3291.411,0.07898205,0.08062521,0.06132169,0.07101087,0.0832163
3291.893,0.07922661,0.08086184,0.06136749,0.07120277,0.08335365
3292.375,0.07956357,0.08115251,0.06137164,0.07148066,0.0834728
3292.857,0.07991449,0.08145152,0.06133887,0.07182097,0.08352498
3293.339,0.0801831,0.08170466,0.06126594,0.07218563,0.08348125
3293.821,0.08028907,0.08187109,0.06114818,0.07252927,0.08334051
3294.303,0.08018739,0.08193102,0.0609893,0.07279937,0.08312898
3294.786,0.07988971,0.0818924,0.06080743,0.07294858,0.08289105
3295.268,0.0794592,0.0817816,0.06063282,0.07294779,0.08267382
3295.75,0.07899816,0.08163439,0.06050038,0.07279253,0.08251832
3296.232,0.07861415,0.08148084,0.06043751,0.07250966,0.08244561
3296.714,0.0783838,0.08133677,0.06045401,0.07215031,0.08245302
3297.196,0.07833736,0.08120401,0.06054184,0.07178287,0.08251435
3297.678,0.07844834,0.08107419,0.06067989,0.07147185,0.08258937
3298.16,0.07865269,0.08093719,0.06084637,0.07126041,0.08263642
3298.643,0.07886729,0.08078723,0.06102433,0.07116634,0.08262223
3299.125,0.07902394,0.08062726,0.06120665,0.07118045,0.08253404
3299.607,0.07908566,0.08046799,0.06139216,0.07127737,0.08238146
3300.089,0.07904793,0.08032668,0.06157745,0.071426,0.08219366
3300.571,0.07893287,0.08022227,0.06175208,0.07160142,0.08200782
3301.053,0.07877337,0.08017297,0.06189818,0.07178778,0.08185741
3301.535,0.07860231,0.08019413,0.06199327,0.07197322,0.0817638
3302.017,0.07844408,0.08029382,0.06201879,0.07214493,0.08173049
3302.5,0.07831609,0.0804702,0.06196423,0.07228436,0.08174669
3302.981,0.0782354,0.0807078,0.06182841,0.07236702,0.08179512
3303.464,0.07822049,0.08097794,0.06161606,0.07237291,0.08186294
3303.946,0.07829169,0.08124276,0.06133448,0.07229462,0.081947
3304.428,0.07846621,0.0814602,0.06099291,0.07214765,0.08205548
3304.91,0.07874923,0.08159867,0.06060447,0.07196669,0.08220047
3305.392,0.07912745,0.08164273,0.06019273,0.07179831,0.08239076
3305.874,0.07956838,0.081599,0.05979558,0.07168482,0.08262245
3306.356,0.08002824,0.08149292,0.05946098,0.07164703,0.08287854
3306.838,0.08045717,0.08136187,0.05923783,0.0716776,0.08313008
3307.321,0.08081141,0.08124397,0.05916048,0.07174176,0.08334459
3307.803,0.08106454,0.08116411,0.05923316,0.07179404,0.08349901
3308.285,0.08120795,0.08112983,0.05942686,0.07179269,0.08358366
3308.767,0.08125257,0.08113026,0.05968691,0.0717174,0.08360633
3309.249,0.08121988,0.08114334,0.05995747,0.07157419,0.08358471
3309.731,0.08113761,0.08114489,0.0601976,0.07139029,0.08354157
3310.213,0.0810321,0.08111835,0.06039792,0.0712013,0.0834948
3310.695,0.08092254,0.08105969,0.06057526,0.07103565,0.08345337
3311.177,0.08082204,0.08097624,0.06075891,0.07090972,0.08341975
3311.66,0.08073518,0.08088291,0.06096685,0.07082684,0.08339172
3312.142,0.08065945,0.0807922,0.06119059,0.07078442,0.0833663
3312.624,0.08058579,0.08071145,0.06139129,0.0707829,0.08334026
3313.106,0.08050184,0.08063725,0.06151412,0.07082909,0.08330908
3313.588,0.08039612,0.08055835,0.06151221,0.07093406,0.08326624
3314.07,0.08026205,0.08045921,0.06136547,0.07110591,0.0832027
3314.552,0.08010247,0.0803282,0.0610933,0.07134087,0.08311073
3315.034,0.07993114,0.08016283,0.06074542,0.07161885,0.08298931
3315.517,0.07977205,0.07997439,0.06038795,0.071903,0.08284981
3315.999,0.07965261,0.07978548,0.06007759,0.07215074,0.08271676
3316.481,0.0795962,0.07962438,0.0598464,0.07232503,0.0826243
3316.963,0.07961559,0.07951877,0.05970032,0.07240187,0.0826081
3317.445,0.07970659,0.07948468,0.05962674,0.07237872,0.08269121
3317.927,0.07984848,0.07952215,0.05960824,0.07227294,0.08287569
3318.409,0.08000547,0.07961559,0.05963326,0.07211821,0.08313622
3318.891,0.08013941,0.07974013,0.05970013,0.07195431,0.08342645
3319.374,0.08021589,0.07987023,0.05981009,0.07182147,0.08368813
3319.856,0.08021417,0.07998887,0.05995694,0.07175449,0.08386318
3320.338,0.08013174,0.08009301,0.06012185,0.07177455,0.08391178
3320.82,0.07998446,0.08019163,0.06027245,0.07188605,0.08381747
3321.302,0.07980221,0.08029886,0.06037174,0.07207072,0.08359071
3321.784,0.07961818,0.08042399,0.06039461,0.07229076,0.08326217
3322.266,0.07946248,0.08056556,0.06033549,0.07249045,0.08287655
3322.748,0.07935473,0.08071017,0.06021323,0.07260859,0.08248331
3323.23,0.07929928,0.08084071,0.06006161,0.07259982,0.08212478
3323.713,0.07928714,0.08094444,0.05992058,0.07244591,0.08183558
3324.195,0.07929996,0.08102462,0.05982104,0.07216889,0.08163942
3324.677,0.07931879,0.0810992,0.05977654,0.07182464,0.08154824
3325.159,0.07932694,0.08119731,0.05978465,0.07149257,0.08156624
3325.641,0.07931603,0.08134241,0.05983118,0.07125107,0.08168978
3326.123,0.07928558,0.08153828,0.05990017,0.07115095,0.08190912
3326.605,0.07924125,0.08175875,0.05997491,0.07120664,0.08220566
3327.087,0.07919303,0.08195169,0.06004144,0.07139129,0.08255129
3327.57,0.07915215,0.08205649,0.06008765,0.0716553,0.08291024
3328.052,0.07913233,0.08201964,0.06010089,0.07194075,0.08323853
3328.534,0.07914815,0.08181898,0.06007036,0.07220574,0.08349222
3329.016,0.0792136,0.08147212,0.05999297,0.07243426,0.08363692
3329.498,0.07934073,0.08103375,0.05987755,0.07263165,0.08365352
3329.98,0.07953361,0.08057854,0.05974688,0.07281511,0.08354633
3330.462,0.07978436,0.08017723,0.05963187,0.07299725,0.08334045
3330.944,0.08006925,0.07988314,0.05956582,0.07317767,0.0830797
3331.427,0.08035217,0.07971723,0.05957007,0.07334109,0.08281032
3331.909,0.08059071,0.07967018,0.05964927,0.07346546,0.08256857
3332.391,0.08074275,0.07971071,0.05978898,0.07353126,0.08237329
3332.873,0.08077895,0.0798022,0.05996263,0.07353209,0.08222095
3333.355,0.08068721,0.07991218,0.06014121,0.07347696,0.0820931
3333.837,0.08047477,0.08001782,0.0602992,0.07338411,0.08196775
3334.319,0.08016435,0.08010887,0.06042262,0.07327107,0.08183572
3334.801,0.07979038,0.08018426,0.06050633,0.07314559,0.08170884
3335.283,0.07939433,0.08024846,0.06055075,0.07300283,0.08162139
3335.766,0.07901808,0.08030932,0.06055753,0.07282869,0.08161776
3336.248,0.07870404,0.08037749,0.06052794,0.07261033,0.08173658
3336.73,0.07849336,0.08046485,0.06046449,0.07234688,0.08199412
3337.212,0.07841723,0.08058073,0.06036981,0.07205474,0.08237359
3337.694,0.07849383,0.08072796,0.06025031,0.07176828,0.08282582
3338.176,0.07871879,0.08089905,0.06011148,0.07153074,0.08328063
3338.658,0.07906197,0.08107682,0.05995547,0.07137943,0.08366978
3339.14,0.07946578,0.0812364,0.05977898,0.07133859,0.08393763
3339.623,0.07985396,0.08135337,0.05957561,0.07141041,0.08405581
3340.104,0.08015279,0.0814134,0.05934362,0.07157733,0.08402696
3340.587,0.08030115,0.08141593,0.05909546,0.07180599,0.08387949
3341.069,0.08027098,0.08137386,0.05886425,0.0720566,0.08365797
3341.551,0.08007241,0.08130684,0.0586984,0.07229385,0.08340916
3342.033,0.0797518,0.08123264,0.05865554,0.0724884,0.08317836
3342.515,0.07937869,0.08115914,0.05877906,0.07262201,0.08300173
3342.997,0.07902344,0.08108246,0.05908087,0.07268755,0.08290387
3343.479,0.07875025,0.08099371,0.05953168,0.07268622,0.08290106
3343.961,0.07860084,0.08088862,0.06006484,0.07262715,0.08300015
3344.444,0.07859305,0.08077656,0.06059819,0.07252476,0.08319903
3344.926,0.07872503,0.08068544,0.06104828,0.07239984,0.08348389
3345.408,0.07897823,0.08065432,0.06136036,0.07227558,0.08383035
